ID,SNM,STYP,FND,RGN,USC,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024,SCR_EST_2025,SCR_EST_2026
309,인덕대학교,전문대학,사립,서울,A그룹,64.33224509523812,64.20702766666672,63.021898428571504,63.25627166666674,64.38322812698414,64.376175,64.386
310,인제대학교,대학,사립,경남,B그룹,70.07741639443634,70.34545379779338,70.42539750096881,69.91102821863025,69.20540501443006,69.23673,69.23064
311,인제대학원대학교,대학원대학,사립,서울,-,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
312,인천가톨릭대학교,대학,사립,인천,C그룹,67.30365302092355,66.83712107575761,65.94637953174603,65.94283233333331,65.78755552380952,65.82055,65.813126
313,인천대학교,대학,국립,인천,A그룹,69.14359648609074,68.42586180641189,68.04441427415586,68.37840214158797,68.49102155795342,68.71145,68.52782
314,인천전문대학,전문대학,공립,인천,A그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
315,인하공업전문대학,전문대학,사립,인천,A그룹,63.9019006349207,63.90345849206355,63.83492317460326,63.259530111111175,62.75528429725833,62.743145,62.740574
316,인하대학교,대학,사립,인천,A그룹,71.62956508601857,71.85789691024993,70.57017638455984,71.29416800748594,71.2072333986504,71.265335,71.29915
317,장로회신학대학교,대학,사립,서울,C그룹,63.9729486176046,63.488295557331526,63.34036165401262,63.45263103352201,62.692492183594176,62.653164,62.657722
318,장안대학교,전문대학,사립,경기,B그룹,67.27560153150554,65.87494552284745,64.9862627344877,63.91470620202024,64.00598442424243,64.023926,64.03745
319,재능대학교,전문대학,사립,인천,B그룹,63.75121961904761,63.28455949206352,63.2639311587302,62.61084252380951,64.0792742063492,64.06813,64.07004
320,전남과학대학교,전문대학,사립,전남,B그룹,64.38639258730163,64.0245034444445,63.41359396825406,63.17509487301595,63.63004253968256,63.63739,63.63841
321,전남대학교,대학,국립,광주,A그룹,73.11856758874454,74.23248116883121,73.88319032289287,72.58617032722188,71.12563728210678,71.18794,71.21509
322,전남도립대학교,전문대학,공립,전남,C그룹,67.18791005531504,67.06692115193343,66.59663870748898,64.48587167532467,62.92963000793645,62.92423,62.91552
323,전북과학대학교,전문대학,사립,전북,C그룹,64.71535543915346,64.5531926931217,65.02106431216934,64.9518774867725,61.2302104444444,61.227135,61.21118
324,전북대학교,대학,국립,전북,A그룹,72.63850000721504,72.74954050398945,71.63335795671,71.02286774963932,68.80946679980482,68.58849,68.5501
325,전주교육대학교,대학,국립,전북,C그룹,64.74222335386837,63.68226218903319,64.02331315728716,64.54787983005883,63.669505240981245,63.668205,63.673668
326,전주기전대학,전문대학,사립,전북,C그룹,65.06672086580087,64.06766411111109,63.084890777777765,62.91185544444444,63.44738528571426,63.441284,63.431828
327,전주대학교,대학,사립,전북,A그룹,64.77591573357638,65.26107858639217,65.33446442155703,65.2248183354978,62.34278831649832,62.34571,62.34053
328,전주비전대학교,전문대학,사립,전북,B그룹,65.49027918326118,64.65786100000001,64.26129593650796,63.9792900634921,64.15059934920633,64.14424,64.1465
329,제네바신학대학원대학교,대학원대학,사립,경기,-,65.450428007215,65.45012800721501,64.54797212337664,65.4572811659452,65.15586592784996,65.17666,65.17486
330,제주관광대학교,전문대학,사립,제주,C그룹,64.41125132611833,63.935978142857145,63.43570744444449,62.70019987301593,62.79272214285715,62.794853,62.803123
331,제주국제대학교,대학,사립,제주,C그룹,65.51376971861471,65.52192678210676,65.06307913131315,63.06697938095236,62.993288222222176,62.98299,62.98638
332,제주대학교,대학,국립,제주,A그룹,67.85889260747405,68.13188423795161,68.35586723352115,68.04206513365517,68.21390832357234,68.344124,68.35724
333,제주한라대학교,전문대학,사립,제주,A그룹,62.51364238095243,62.10798642857148,62.016738809523865,62.11695328571435,63.34513601587304,63.347523,63.34251
334,조선간호대학교,전문대학,사립,광주,C그룹,64.2196561144781,64.15202278114477,64.03592228908127,64.06710634391537,64.4022370634921,64.410095,64.409225
335,조선대학교,대학,사립,광주,A그룹,68.09457571395636,67.83789137599024,67.62791208091772,68.09884808031211,66.82962389464807,66.82005,66.80719
336,조선이공대학교,전문대학,사립,광주,B그룹,64.49707196825403,64.26327196825402,63.77324592063494,63.60435584126988,63.951443571428605,63.95689,63.961594
337,주안대학원대학교,대학원대학,사립,인천,-,65.2711004040404,65.88697722943722,65.03140678499274,65.33207545165942,65.11061467388164,65.11846,65.11927
338,중부대학교,대학,사립,충남,B그룹,66.610152540073,66.56258827666255,64.62868932138228,65.59429165440113,65.64982595310245,65.644424,65.600784
339,중앙대학교,대학,사립,서울,A그룹,73.2018336616162,73.63166479076483,72.87350542279945,72.85343023088029,71.02498368253973,71.13058,71.239685
340,중앙승가대학교,대학,사립,경기,C그룹,66.4575395916559,66.07213392833094,65.35259908369407,66.30676815055313,65.51697527417025,65.51836,65.5286
341,중원대학교,대학,사립,충북,C그룹,65.12399336507936,67.2494154783799,64.7923596746032,63.98163594516596,65.47936316738813,65.46307,65.456245
342,진주교육대학교,대학,국립,경남,C그룹,65.04719479581526,65.04705637373732,65.6955241479076,66.57337772696947,63.4823758225108,63.483894,63.47558
343,진주보건대학교,전문대학,사립,경남,B그룹,64.36587937133237,64.38396537133237,64.76054402212603,63.760302984127,63.01024579196726,63.016006,63.010487
344,차의과학대학교,대학,사립,경기,C그룹,66.78784081552425,66.7963477314119,66.4099382546898,65.07369949278508,66.08334341480018,66.07506,66.07226
345,창신대학교,대학,사립,경남,C그룹,66.34369887012983,66.70811207647908,66.14582761032685,66.1861167089947,66.09600827458853,66.09027,66.09702
346,창원문성대학교,전문대학,사립,경남,C그룹,66.49090353150552,66.57525554737853,66.53429018518518,63.994780053391054,65.48875418326118,65.49907,65.488594
347,청강문화산업대학교,전문대학,사립,경기,B그룹,65.42277807215005,64.72691709412805,64.64938937984236,65.22277154834052,64.26669592929288,64.29263,64.28367
348,청암대학교,전문대학,사립,전남,B그룹,63.80796696825398,62.373159492063465,59.46685953968256,61.38073834920634,59.54668969047616,59.846085,59.972954
349,청운대학교,대학,사립,충남,B그룹,66.68704501734575,66.73740973956798,66.93669971758997,66.87275698920728,64.75142478808445,64.749054,64.743195
350,청주교육대학교,대학,국립,충북,C그룹,65.31568308258407,65.32726757464758,66.3637598252741,66.80433394736016,64.2293521370851,64.21814,64.2273
351,청주대학교,대학,사립,충북,A그룹,66.0225579622991,65.23181426769956,66.9744265759633,67.49736407703412,66.22913772964175,66.23251,66.22764
352,초당대학교,대학,사립,전남,C그룹,66.81222104539175,66.6002230058018,66.6347017370705,66.89252320051442,66.91616078468952,66.924095,66.92265
353,총신대학교,대학,사립,서울,C그룹,62.90856253679653,63.49332093362195,63.61732279220782,63.78729784632038,62.76084202197801,62.748596,62.74781
354,추계예술대학교,대학,사립,서울,C그룹,66.89352167460319,67.01715032082735,66.77040173490603,66.95144460654161,66.64620465560367,66.64378,66.64343
355,춘천교육대학교,대학,국립,강원,C그룹,64.5013064000444,65.08773746353641,65.96476336823561,66.8214140296113,64.1832063351093,64.19527,64.198364
356,춘해보건대학교,전문대학,사립,울산,B그룹,63.790415333333335,63.75582112698414,64.08682580952384,64.31301871428579,63.76135512265511,63.767242,63.767624
357,충남대학교,대학,국립,대전,A그룹,72.31224230158735,72.34295611111122,72.0590307611833,71.2555140923521,71.37879595382394,71.687004,71.58484
358,충남도립대학교,전문대학,공립,충남,C그룹,65.15553714471842,65.19743565698396,64.95326359204886,64.84713354442981,64.66506023857623,64.67061,64.66739
359,충북대학교,대학,국립,충북,A그룹,70.94648517275068,70.65882878284636,70.03562699139748,69.24165508707965,67.7019209884905,67.65669,67.63062
360,충북도립대학교,전문대학,공립,충북,C그룹,66.44376896296298,66.4367274954305,66.26459147955751,66.10033030495431,66.42754506926408,66.428604,66.42735
361,충북보건과학대학교,전문대학,사립,충북,B그룹,59.81035847619049,63.59910847619051,63.19665752380956,63.00113282539685,63.58345031746034,63.583225,63.584724
362,충청대학교,전문대학,사립,충북,B그룹,56.80672469119777,57.05488846897552,56.82105359595965,64.1550586666667,64.11436838095238,64.11882,64.12129
363,치유상담대학원대학교,대학원대학,사립,서울,-,65.64668269841263,65.69613460317453,66.20213779365079,65.8175601111111,66.35053476527176,66.34533,66.35085
364,칼빈대학교,대학,사립,경기,C그룹,66.84366752855684,66.59979703511307,66.75064711447816,66.83236052717658,66.53247116209717,66.53279,66.53692
365,탐라대학교,대학,사립,제주,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
366,평택대학교,대학,사립,경기,C그룹,67.2283464413179,67.21347388816737,66.57850048412702,66.91847803511301,66.97070316299637,66.96657,66.9622
367,포항공과대학교,대학,사립,경북,C그룹,73.11671269480523,74.27374900432906,72.92899846969705,73.16466126194379,73.2514442265513,73.13629,73.13629
368,포항대학교,전문대학,사립,경북,C그룹,64.4504656118326,64.75245107215002,64.30916002453102,63.58746423088023,63.06629548484846,63.061943,63.057987
369,한경국립대학교,대학,국립,경기,B그룹,67.21897715287736,66.69176790635632,66.77718729542156,66.61432614462784,66.64308836685007,66.64295,66.64325
370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,65.61402748388646,64.91657843434339,66.36159008706105,65.130292043771,63.85048577489175,63.859028,63.84871
371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,63.60691451851852,63.55152245502645,63.41490347089948,63.56561149470898,63.575435328042325,63.58331,63.583916
372,한국공학대학교,대학,사립,경기,B그룹,65.91697864688295,65.74022759565636,66.02072564327545,65.83091549038001,65.45121865440113,65.475006,65.467
373,한국과학기술원,대학,국립,대전,A그룹,77.30981844172501,77.82214449223005,77.82546690132097,77.42771309179717,74.36016302902652,74.546135,74.77039
374,한국관광대학교,전문대학,사립,경기,C그룹,66.56149720971625,64.87534356421357,64.97706605765731,63.84054899278498,64.63530469119769,64.6408,64.645485
375,한국교원대학교,대학,국립,충북,B그룹,63.77307728715724,64.58315199443363,65.96595690962695,66.55919504799058,59.66871046342542,59.682835,59.74826
376,한국국제대학교,대학,사립,경남,C그룹,60.026567730158746,60.026567730158746,65.08284487734487,64.81496416305917,65.9628698614719,65.95489,65.9503
377,한국기술교육대학교,대학,사립,충남,C그룹,67.19848153341738,67.97870104718865,68.29542284306545,68.3614454961901,66.38405114681085,66.40266,66.39856
378,한국농수산대학교,전문대학,국립,전북,C그룹,65.25699242857146,65.0942473650794,64.24029780952385,64.64109980423284,64.93173539947092,64.953125,64.95575
379,한국방송통신대학교,대학,국립,서울,A그룹,61.0679863924964,61.256695400432925,63.27110662102231,57.42750511183267,57.0601722546898,56.90069,56.768723
380,한국복지사이버대학교,전문대학,사립,경북,B그룹,60.73258358730163,60.053145730158754,60.11509287301588,60.1150928730159,60.66991065079367,60.661953,60.651558
381,한국상담대학원대학교,대학원대학,사립,서울,-,65.77253666666664,65.57514703174598,66.07982288888888,67.35526482975118,65.049916024531,65.05215,65.03494
382,한국성서대학교,대학,사립,서울,C그룹,67.01373516924937,66.64841996762493,66.50820290268989,66.58507433408457,65.91295902374671,65.91853,65.923836
383,한국승강기대학교,전문대학,사립,경남,C그룹,62.10823212698413,62.40604376190476,61.74178750793652,62.27919822222221,62.63260603174604,62.615425,62.624493
384,한국에너지공과대학교,대학,국립,전남,C그룹,68.73014090205449,60.30675611904756,62.27804785714287,60.02656773015876,60.026567730158746,60.062286,60.037
385,한국열린사이버대학교,대학,사립,서울,B그룹,61.61301833333336,60.89111404761908,60.89111404761907,61.11962690476192,60.89111404761907,60.89758,60.89225
386,한국영상대학교,전문대학,사립,세종,B그룹,64.18231303174606,63.75313469841273,63.42047974603178,63.95833371428576,63.05650523809526,63.06848,63.064575
387,한국예술종합학교,대학,국립,서울,C그룹,64.88429022943723,66.36552427561328,68.28418433910542,67.5305321977905,65.44611974819621,65.440994,65.44007
388,한국외국어대학교,대학,사립,서울,A그룹,65.23440484054832,65.8860789923755,67.00622961615316,66.99641845659582,65.58314251546358,65.56336,65.57845
389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,67.84940565079368,67.86862925396827,67.45960822558925,68.07292243915346,64.41743169047618,64.41806,64.42152
390,한국전통문화대학교,대학,국립,충남,C그룹,66.03428468686869,66.26952778210678,66.29309444877346,66.93093133766232,65.8656602106782,65.84973,65.859055
391,한국정보통신대학교,대학,사립,대전,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
392,한국철도대학,전문대학,국립,경기,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
393,한국체육대학교,대학,국립,서울,C그룹,67.16655859860502,66.39474598484844,66.70325219384317,66.0057173684464,66.60681306685903,66.61067,66.60866
394,한국침례신학대학교,대학,사립,대전,C그룹,63.21608165978464,64.1288789555999,64.84544676512375,67.25281599470897,63.331231743145686,63.335827,63.33332
395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,60.19569206349209,60.341279111111135,60.000704396825405,60.00070439682542,60.53818206349207,60.486423,60.486664
396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,60.91029673015877,60.73797673015878,60.68792573015877,61.76291076190479,61.746172666666695,61.77468,61.786713
397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,60.28967006349208,61.05202461904766,60.9723406666667,60.01912039682543,60.06534373015875,60.046417,60.051437
398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,64.82426995743145,64.72261795743147,65.1351771002886,65.5198982113997,65.20472463997113,65.20525,65.21364
399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,62.26024012698409,64.60547165584414,66.29203273809529,66.31727929365078,60.026567730158746,60.02649,60.029106
400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,61.46738287301592,60.43422812698415,60.54316479365082,60.06742273015876,60.96498092063493,60.960606,60.958344
401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,64.77040734920637,64.70723592063496,64.77052549639254,60.02656773015876,60.026567730158746,60.02616,60.023926
402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,62.76895234920628,62.03164682539678,62.70822011111108,62.608071984126966,61.98863236075032,62.018078,62.021946
403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,60.912629619047614,61.67991817027414,61.55339134487736,61.143760011544,61.69069620202014,61.689007,61.69227
404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,62.35192777777776,61.04665692063493,60.67574111111113,60.44212549206352,60.25405915873017,60.265938,60.29419
405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,60.60709479365081,60.57013479365082,60.570134793650816,60.570134793650816,60.92187768253971,60.950996,60.95428
406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,60.51151534920634,60.30505034920636,60.30505034920636,60.30505034920636,60.64562506349207,60.658756,60.657814
407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,60.38916625396827,60.36238625396828,60.57094093650796,60.57094093650796,60.97799998412701,61.011414,61.008106
408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,60.58359423809524,60.35285423809525,60.35285423809524,60.35285423809525,61.47170900000002,61.45471,61.45145
409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,60.69968593650791,60.699685936507926,60.67613593650792,60.457645222222204,60.47703022222221,60.499985,60.500736
410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,66.97432564285717,64.50950443001439,65.83540764646462,66.12026959884555,65.78604890620488,65.76848,65.76505
411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,60.69020896825401,60.57238263492068,60.62822811111115,60.58737311111115,61.177710444444486,61.211243,61.217896
412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,61.16902755555552,60.88939755555554,60.84510311111109,60.62719842857142,60.97042871428573,60.94762,60.952656
413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,60.65242306349207,60.026567730158746,61.452379571428594,60.30505034920636,60.087060349206354,60.099785,60.11588
414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,60.305050349206354,60.30505034920636,59.99400439682541,59.99400439682542,60.32542663492067,60.309113,60.311733
415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,60.3830007777778,60.38213411111114,60.34127911111113,60.71237196825399,60.323165873015895,60.325222,60.316257
416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,61.734677238095216,61.21964157142859,61.21964157142859,60.97531914285717,60.86621271428574,60.842278,60.83246
417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,64.61199039682543,62.24608536507933,64.17453155988456,61.78436434920633,60.65278992063495,60.66417,60.639286
418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,63.60062320634921,63.67328520634922,60.6934794761905,60.02656773015876,60.026567730158746,60.02233,60.025215
419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,59.970748682539686,60.00070439682541,60.000704396825405,60.00070439682542,60.09120706349209,60.145023,60.162205
420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,61.28587407936509,61.07842907936509,61.02156407936511,61.13969074603176,60.86181119047621,60.838627,60.846676
421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,64.6894632741703,64.70241327417031,60.67099614285716,60.02656773015876,60.026567730158746,60.021725,60.02486
422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,60.026567730158746,61.80008050793647,61.80278050793648,61.80008050793647,61.91923901587298,61.875996,61.879036
423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,61.266781587301566,60.77659325396825,60.68821434487736,60.02656773015876,60.026567730158746,60.019382,60.01425
424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,60.65002842857144,60.62070276190478,60.0767898095238,60.06396758730159,60.0767898095238,60.101395,60.129883
425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,60.59625336507936,60.026567730158746,60.90368974603175,60.59097547619049,60.571770761904766,60.55922,60.56179
426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,60.48280204761906,60.62741925396826,60.68076506349208,60.64259173015875,60.42763506349208,60.36822,60.37844
427,한국학대학원,대학원대학,국립,경기,-,65.87668430591634,65.82841497258299,66.01349482972586,65.88906721067825,65.81496621067824,65.817245,65.81467
428,한국항공대학교,대학,사립,경기,C그룹,66.59090148189973,66.71002755982178,66.67954836996336,66.03306529612976,65.3338699095091,65.328186,65.30353
429,한남대학교,대학,사립,대전,A그룹,67.71806995231083,67.23662005119792,67.18511489896126,66.89513690492318,62.04516587881842,62.01205,62.010643
430,한동대학교,대학,사립,경북,C그룹,60.979633080808064,59.48898345382392,59.50877280769232,63.3056850324675,57.55407076984127,58.37499,57.9395
431,한라대학교,대학,사립,강원,C그룹,66.75961074939873,66.4804220364933,66.22480530495429,65.44629034920632,66.25744857936506,66.25543,66.2549
432,한려대학교,대학,사립,전남,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,65.48854476623379,65.48854476623377,65.454285,65.46248
433,한림국제대학원대학교,대학원대학,사립,서울,-,61.12275785714289,61.42267370105824,61.32096627777781,60.33865492063495,60.53220049206352,60.503887,60.490772
434,한림대학교,대학,사립,강원,B그룹,68.23141959232177,69.72277288297738,69.69912243997598,69.63119390437328,69.06913451326842,68.98943,69.0084
435,한림성심대학교,전문대학,사립,강원,B그룹,64.36896936396934,63.36482634809633,63.79783069841261,63.67098061904753,59.798174116161576,59.61034,59.659637
436,한민학교,대학,사립,충남,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
437,한반도국제대학원대학교,대학원대학,사립,서울,-,65.1546602871573,65.00258694083698,65.00608694083698,65.05201332683981,64.99493694083698,64.97706,64.97717
438,한북대학교,대학,사립,경기,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
439,한서대학교,대학,사립,충남,B그룹,66.77226981073952,66.7948594184077,66.80111748973245,66.53661840243086,66.44909079702903,66.45011,66.44231
440,한성대학교,대학,사립,서울,B그룹,66.47245689061015,65.91246751519263,66.33425345904291,66.75561293169648,66.19828246124463,66.203926,66.20407
441,한세대학교,대학,사립,경기,C그룹,66.30577071428569,66.94669931138505,67.28237930735925,67.09719170177965,66.55696386150156,66.55907,66.55739
442,한신대학교,대학,사립,경기,B그룹,66.6391799414957,66.58438342995169,66.79793487493987,66.5974382265512,65.29736426839823,65.30518,65.30536
443,한양대학교,대학,사립,서울,A그룹,75.76313037445881,75.70762475036072,75.30082822510823,74.63228668542563,72.02872272582968,72.154526,72.23615
444,한양대학교(ERICA),대학,사립,경기,A그룹,68.65370127686647,68.83953534855915,69.63648184835576,69.52206885064777,67.07672828824637,67.07057,67.03555
445,한양여자대학교,전문대학,사립,서울,A그룹,63.92206682539685,64.6166014444445,64.81761326984133,64.42384220634925,63.82254223809527,63.80322,63.806877
446,한영대학교,전문대학,사립,전남,C그룹,62.63139966666672,62.4638290952381,63.26685329629633,63.03951020105824,63.688743042328106,63.690327,63.695793
447,한일장신대학교,대학,사립,전북,C그룹,66.73064689980382,66.78310072047594,66.77036615337636,66.56840402735425,66.16070424708617,66.16796,66.171234
448,한중대학교,대학,사립,강원,C그룹,60.026567730158746,60.026567730158746,60.026567730158746,60.02656773015876,60.026567730158746,60.026615,60.026615
449,합동신학대학원대학교,대학원대학,사립,경기,-,65.7094557070707,65.27928180230879,65.31297682972583,65.25762259163058,65.11716107215005,65.12022,65.116356
450,해군사관학교,기타,기타,경남,-,61.59763353968256,62.496310000000015,62.2162220634921,61.48010730158732,61.895668984127,61.885902,61.89754
451,협성대학교,대학,사립,경기,C그룹,66.9860410285568,67.14820860792189,67.03493787638288,66.7959228142711,66.58131101556977,66.58346,66.589066
452,혜전대학교,전문대학,사립,충남,B그룹,66.84616193915342,66.84255567532469,64.87097750793653,65.317780008658,65.62810990812892,65.59683,65.600624
453,호남대학교,대학,사립,광주,B그룹,66.73010853246755,66.6770714055594,67.12774921417184,66.66992724098125,66.78468047898596,66.78834,66.79043
454,호남신학대학교,대학,사립,광주,C그룹,66.50453591994318,66.69904671359397,66.43711939613362,66.71204230089553,65.07296270307465,65.07413,65.06912
455,호산대학교,전문대학,사립,경북,C그룹,62.97804828571431,63.158769056277066,63.72973418518522,63.6819770740741,62.56297132010584,62.551098,62.56172
456,호서대학교,대학,사립,충남,A그룹,59.11667614396711,64.79043170321837,63.45290024470633,63.24313382499526,61.24387349059434,61.222355,61.21409
457,호원대학교,대학,사립,전북,B그룹,66.7265982784365,66.8201761514524,66.74824013028838,66.38816012163038,66.6994398597256,66.704216,66.701866
458,홍익대학교,대학,사립,서울,A그룹,63.17427574025975,67.1688498709069,70.45101005960059,69.17424552525257,70.25594653573557,69.96414,70.07625
459,화성의과학대학교,대학,사립,경기,C그룹,64.1157458921932,61.94841065079364,60.50631149206349,60.326200476190486,61.18786236507936,61.224873,61.21936
460,화신사이버대학교,대학,사립,부산,C그룹,61.180684126984126,61.57338484126984,61.33203865079364,61.02543031746032,60.7963146031746,60.843838,60.82524
461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,64.55598474170274,64.96345215007214,64.83902015007214,66.35263970562768,63.52333614718617,63.514694,63.506138
