YR,ID,SNM,STYP,FND,RGN,USC,VUC_SCC,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCC,LPS_LPS,VPS_VC,VPS_SCC,VPS_VPS
2016,89,국제사이버대학교,대학,사립,경기,C그룹,2764,2764,0,16,108,31,1100,4019,4,430,420,0,5,5,0,430,475,0,5,5,0,485,0,0,0,0,0,0,0,0,0,1,30,475,2764,0.2000000029802322,430,2764,0.2000000029802322
2016,90,국제언어대학원대학교,대학원대학,사립,서울,-,82,0,82,7,7,12,143,251,2,143,0,82,7,9,50,148,0,3058,260,38,35,3391,0,0,250,25,45,0,0,0,0,15,750,3058,82,37.29999923706055,143,82,1.7000000476837158
2016,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,0,2400,12,0,4,0,0,16,12,0,21,0,0,33,0,0,0,0,0,0,0,0,0,0,0,12,0,0.0,2400,0,0.0
2016,92,군산간호대학교,전문대학,사립,전북,C그룹,1112,1112,0,31,46,31,51,1271,1,35739,967,0,23,17,28,1035,11079,0,269,239,273,11860,0,0,820,164,60,0,0,0,0,2,303,11079,1112,10.0,35739,1112,32.099998474121094
2016,93,군장대학교,전문대학,사립,전북,C그룹,1918,1918,0,57,156,65,0,2196,20,86940,156,0,9,8,0,173,4832,0,52,74,30,4988,0,0,96,80,45,2,1,0,0,4,42,4832,1918,2.5,86940,1918,45.29999923706055
2016,94,극동대학교,대학,사립,충북,C그룹,4293,4183,110,151,285,60,107,4896,39,27040,1710,14,45,91,23,1883,6116,65,302,835,343,7661,0,0,0,0,0,1,0,8,0,2,157,6181,4293,1.399999976158142,27040,4293,6.300000190734863
2016,95,글로벌사이버대학교,대학,사립,충남,C그룹,2133,2133,0,14,135,40,0,2322,11,0,80,0,0,0,0,80,350,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,350,2133,0.2000000029802322,0,2133,0.0
2016,96,금강대학교,대학,사립,충남,C그룹,548,523,25,28,62,37,4,679,13,56743,401,19,24,32,0,476,8064,1015,452,661,0,10192,0,0,84,36,0,0,0,3,2,1,149,9079,548,16.600000381469727,56743,548,103.5
2016,97,기독간호대학교,전문대학,사립,광주,C그룹,637,637,0,20,26,17,2,702,1,8000,228,0,11,11,1,251,1347,0,112,78,2,1539,0,0,160,40,0,0,0,0,0,1,450,1347,637,2.0999999046325684,8000,637,12.600000381469728
2016,98,김천대학교,대학,사립,경북,C그룹,3758,3707,51,131,132,76,10,4107,24,152123,1094,10,39,46,0,1189,18255,73,993,724,0,20045,0,0,37,9,0,0,0,0,1,2,40,18328,3758,4.900000095367432,152123,3758,40.5
2016,99,김포대학교,전문대학,사립,경기,C그룹,3331,3331,0,93,195,49,16,3684,30,125887,840,0,79,65,3,987,8061,0,1673,864,983,11581,0,0,27,41,89,21,0,12,2,27,1917,8061,3331,2.400000095367432,125887,3331,37.79999923706055
2016,100,김해대학교,전문대학,사립,경남,C그룹,1378,1378,0,46,112,58,2,1596,16,43594,306,0,19,43,2,370,2156,0,180,492,0,2828,0,0,5,5,1,0,0,0,0,0,0,2156,1378,1.600000023841858,43594,1378,31.600000381469727
2016,101,나사렛대학교,대학,사립,충남,B그룹,5861,5488,373,169,234,86,723,7073,41,188048,3448,187,135,75,247,4092,36692,3720,2635,1342,3060,47449,0,0,1841,155,518,69,56,287,15,39,820,40412,5861,6.900000095367432,188048,5861,32.099998474121094
2016,102,나주대학교,전문대학,사립,전남,C그룹,2131,2131,0,56,169,30,10,2396,18,10,0,0,2,2,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,0.0,10,2131,0.0
2016,103,남부대학교,대학,사립,광주,C그룹,3396,3027,369,124,166,78,0,3764,20,22422,696,71,73,43,0,883,4536,46,1329,910,2487,9308,0,0,20,65,0,3,0,64,0,16,544,4582,3396,1.2999999523162842,22422,3396,6.599999904632568
2016,104,남서울대학교,대학,사립,충남,B그룹,10310,9889,421,338,307,174,1280,12409,37,415050,4628,69,153,149,130,5129,45465,466,2567,1072,825,50395,0,0,328,141,758,50,133,352,633,8,1029,45931,10310,4.5,415050,10310,40.29999923706055
2016,105,농협대학교,전문대학,사립,경기,C그룹,523,523,0,12,24,40,98,697,3,272,170,0,13,26,38,247,825,0,208,360,428,1821,0,0,0,0,0,3,0,0,0,0,0,825,523,1.600000023841858,272,523,0.5
2016,106,능인대학원대학교,대학원대학,사립,경기,-,72,0,72,15,0,8,0,95,2,280,0,61,2,0,0,63,0,103,0,0,0,103,0,0,50,15,2,0,0,20,20,0,0,103,72,1.399999976158142,280,72,3.900000095367432
2016,107,단국대학교,대학,사립,경기,A그룹,27070,23072,3998,1161,1499,534,813,31077,150,2018740,14613,1803,911,744,648,18719,134743,24467,10348,7695,40453,217706,0,0,11328,4070,1329,216,440,1234,657,29,3513,159210,27070,5.900000095367432,2018740,27070,74.5999984741211
2016,108,대경대학교,전문대학,사립,경북,B그룹,4276,4276,0,117,337,53,85,4868,17,29011,663,0,41,45,28,777,2956,0,270,297,1071,4594,0,0,162,27,0,3,3,0,0,2,238,2956,4276,0.699999988079071,29011,4276,6.800000190734863
2016,109,대구가톨릭대학교,대학,사립,경북,A그룹,15341,13857,1484,654,759,293,2233,19280,91,861858,10470,619,541,370,710,12710,89217,11160,10495,6234,22091,139197,0,0,9289,3581,880,90,224,905,432,81,3703,100377,15341,6.5,861858,15341,56.20000076293945
2016,110,대구경북과학기술원,대학,국립,대구,C그룹,911,533,378,71,83,277,470,1812,1,58611,320,165,71,259,0,815,3861,3414,1382,5075,932,14664,0,0,20,99,99,31,18,185,146,15,111,7275,911,8.0,58611,911,64.30000305175781
2016,111,대구공업대학교,전문대학,사립,대구,C그룹,1879,1879,0,59,138,48,39,2163,21,0,138,0,10,30,1,179,387,0,101,190,20,698,0,0,0,0,0,0,0,0,0,13,0,387,1879,0.2000000029802322,0,1879,0.0
2016,112,대구과학대학교,전문대학,사립,대구,A그룹,4352,4352,0,143,264,127,0,4886,23,174323,1486,0,89,58,0,1633,11327,0,1312,2753,0,15392,0,0,17,72,4,2,1,0,0,12,402,11327,4352,2.5999999046325684,174323,4352,40.09999847412109
2016,113,대구교육대학교,대학,국립,대구,C그룹,2718,1677,1041,91,177,73,2705,5764,13,278093,1265,238,104,56,63,1726,12670,1338,5088,568,1894,21558,0,0,1300,201,20,65,73,72,61,5,422,14008,2718,5.199999809265137,278093,2718,102.3000030517578
2016,114,대구대학교,대학,사립,경북,A그룹,20572,18779,1793,650,865,355,853,23295,88,931515,10390,896,393,214,553,12446,81061,10059,12516,7005,7537,118178,0,0,1348,955,317,319,456,1512,1075,46,2266,91120,20572,4.400000095367432,931515,20572,45.29999923706055
2016,115,대구미래대학교,전문대학,사립,경북,C그룹,760,760,0,44,149,23,0,976,32,522,52,0,10,0,0,62,838,0,106,0,0,944,0,0,0,0,0,0,0,0,0,0,0,838,760,1.100000023841858,522,760,0.699999988079071
2016,116,대구보건대학교,전문대학,사립,대구,A그룹,6858,6858,0,179,558,161,2228,9984,25,202834,2476,0,103,100,95,2774,10783,0,1803,910,1181,14677,0,0,0,0,6,3,0,0,0,49,1615,10783,6858,1.600000023841858,202834,6858,29.600000381469727
2016,117,대구사이버대학교,대학,사립,경북,C그룹,4382,4277,105,26,108,47,10687,15250,12,4136,488,20,8,15,23,554,3739,242,353,81,251,4666,0,0,0,0,0,0,0,0,0,0,0,3981,4382,0.8999999761581421,4136,4382,0.8999999761581421
2016,118,대구예술대학교,대학,사립,경북,C그룹,1432,1432,0,47,272,32,897,2680,21,21314,276,0,19,10,0,305,6041,0,184,42,0,6267,0,0,1254,266,0,1,1,0,0,0,0,6041,1432,4.199999809265137,21314,1432,14.899999618530272
2016,119,대구외국어대학교,대학,사립,경북,C그룹,334,334,0,15,17,14,0,380,5,56300,66,0,8,3,0,77,338,0,50,5,0,393,0,0,61,67,45,0,0,0,0,1,101,338,334,1.0,56300,334,168.60000610351562
2016,120,대구한의대학교,대학,사립,경북,B그룹,7499,7073,426,255,211,126,567,8658,46,200348,3132,145,154,192,48,3671,23706,1968,2999,3284,3452,35409,0,0,0,0,26,15,10,121,200,1,36,25674,7499,3.400000095367432,200348,7499,26.700000762939453
2016,121,대덕대학교,전문대학,사립,대전,C그룹,4266,4266,0,105,239,73,13,4696,37,117448,928,0,75,1292,7,2302,9430,0,2588,1918,73,14009,0,0,2192,600,28,16,1,46,0,17,613,9430,4266,2.200000047683716,117448,4266,27.5
2016,122,대동대학교,전문대학,사립,부산,C그룹,1590,1590,0,46,161,51,164,2012,9,122001,902,0,41,31,9,983,5379,0,493,292,16,6180,0,0,170,28,0,0,0,17,0,15,688,5379,1590,3.400000095367432,122001,1590,76.69999694824219
2016,123,대림대학교,전문대학,사립,경기,A그룹,6517,6517,0,157,453,94,862,8083,29,163027,1824,0,151,45,0,2020,8686,0,1845,404,6337,17272,0,0,2,3,3,3,0,5,0,36,3839,8686,6517,1.2999999523162842,163027,6517,25.0
2016,124,대신대학교,대학,사립,경북,C그룹,493,301,192,27,62,17,172,771,5,43250,130,139,21,14,38,342,1928,4299,609,225,628,7689,0,0,666,444,4,23,0,20,0,1,12,6227,493,12.600000381469728,43250,493,87.69999694824219
2016,125,대원대학교,전문대학,사립,충북,C그룹,2667,2667,0,90,169,49,0,2975,23,118516,1074,0,24,47,0,1145,8613,0,229,633,0,9475,0,0,0,0,0,0,0,24,0,17,490,8613,2667,3.200000047683716,118516,2667,44.400001525878906
2016,126,대전가톨릭대학교,대학,사립,세종,C그룹,116,68,48,12,24,26,163,341,1,352,68,60,24,3,21,176,3617,4183,455,35,430,8720,0,0,269,31,56,14,7,72,8,7,337,7800,116,67.19999694824219,352,116,3.0
2016,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4696,4696,0,127,298,93,157,5371,36,327856,1909,0,69,65,23,2066,12000,0,782,1252,3978,18012,0,0,1648,706,61,1,91,2,4,47,2928,12000,4696,2.5999999046325684,327856,4696,69.80000305175781
2016,128,대전대학교,대학,사립,대전,B그룹,10612,9644,968,365,561,168,259,11965,57,916769,5449,136,272,215,83,6155,90369,2421,6291,3992,2194,105267,0,0,4960,1488,1240,14,38,214,120,16,616,92790,10612,8.699999809265137,916769,10612,86.4000015258789
2016,129,대전보건대학교,전문대학,사립,대전,A그룹,5901,5901,0,154,284,84,0,6423,35,189014,1433,0,42,79,0,1554,9680,0,490,2356,1287,13813,0,0,15,87,45,0,0,4,15,1,1363,9680,5901,1.600000023841858,189014,5901,32.0
2016,130,대전신학대학교,대학,사립,대전,C그룹,282,185,97,10,34,12,123,461,1,24751,140,101,20,10,123,394,1428,2090,461,94,2230,6303,0,0,50,50,41,21,0,24,1,0,0,3518,282,12.5,24751,282,87.80000305175781
2016,131,대진대학교,대학,사립,경기,B그룹,8202,7832,370,270,245,195,156,9068,37,100193,4076,134,153,225,108,4696,30840,1666,3743,3295,17774,57318,0,0,206,99,54,86,19,107,15,9,468,32506,8202,4.0,100193,8202,12.199999809265137
2016,132,대한신학대학원대학교,대학원대학,사립,경기,-,327,0,327,10,54,11,0,402,4,587,0,50,5,0,0,55,0,200,40,0,0,240,0,0,0,0,0,0,0,0,0,0,0,200,327,0.6000000238418579,587,327,1.7999999523162842
2016,133,덕성여자대학교,대학,사립,서울,B그룹,6284,5888,396,191,307,134,603,7519,40,641705,5837,389,205,268,286,6985,86113,7415,4804,5668,37194,141194,0,0,549,282,214,82,306,403,371,54,2832,93528,6284,14.899999618530272,641705,6284,102.0999984741211
2016,134,동강대학교,전문대학,사립,광주,B그룹,3350,3350,0,99,212,89,22,3772,22,67460,939,0,28,35,3,1005,6780,0,370,464,1450,9064,0,0,70,10,2,1,0,83,0,15,645,6780,3350,2.0,67460,3350,20.100000381469727
2016,135,동국대학교,대학,사립,서울,A그룹,17358,13570,3788,672,1360,308,12335,32033,64,1767647,11396,2960,351,254,1105,16066,128867,60177,8145,4718,15933,217840,0,0,29012,17746,3854,151,238,3138,1481,39,427,189044,17358,10.899999618530272,1767647,17358,101.8000030517578
2016,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,8669,7939,730,387,556,141,1277,11030,43,730513,5010,339,265,214,561,6389,56032,4838,8394,2734,6912,78910,0,0,1281,1920,102,206,48,880,44,18,1687,60870,8669,7.0,730513,8669,84.30000305175781
2016,137,동남보건대학교,전문대학,사립,경기,A그룹,4892,4892,0,126,347,57,1,5423,22,97136,723,0,34,17,1,775,3106,0,283,186,6,3581,0,0,70,21,8,0,0,0,0,0,0,3106,4892,0.6000000238418579,97136,4892,19.899999618530277
2016,138,동덕여자대학교,대학,사립,서울,B그룹,7397,7040,357,238,581,119,942,9277,37,224892,4371,173,159,180,162,5045,40498,2453,2973,2259,11004,59187,0,0,365,608,158,116,96,138,147,21,2374,42951,7397,5.800000190734863,224892,7397,30.399999618530277
2016,139,동명대학교,대학,사립,부산,B그룹,8709,8437,272,283,248,150,438,9828,47,413358,3869,79,191,235,145,4519,23881,899,3966,4164,3604,36514,0,0,0,0,6,30,1,60,1,43,1846,24780,8709,2.799999952316284,413358,8709,47.5
2016,140,동방문화대학원대학교,대학원대학,사립,서울,-,223,0,223,18,17,16,11,285,4,1478,0,280,31,6,11,328,0,759,62,9,26,856,0,0,235,2,27,5,0,21,13,1,13,759,223,3.400000095367432,1478,223,6.599999904632568
2016,141,동부산대학교,전문대학,사립,부산,C그룹,2381,2381,0,70,241,43,300,3035,26,50210,1349,0,41,44,34,1468,13953,0,1535,595,90,16173,0,0,230,25,0,0,0,17,17,30,750,13953,2381,5.900000095367432,50210,2381,21.100000381469727
2016,142,동서대학교,대학,사립,부산,B그룹,11432,11155,277,363,409,184,2861,15249,52,2185933,5350,73,128,101,233,5885,32047,542,2102,1252,8634,44577,0,0,632,95,269,8,45,34,11,16,2559,32589,11432,2.900000095367432,2185933,11432,191.1999969482422
2016,143,동서울대학교,전문대학,사립,경기,A그룹,5715,5715,0,153,307,61,90,6326,32,68950,1677,0,70,50,31,1828,7403,0,949,587,3634,12573,0,0,250,750,5,0,0,45,0,8,690,7403,5715,1.2999999523162842,68950,5715,12.100000381469728
2016,144,동신대학교,대학,사립,전남,B그룹,7627,7092,535,281,272,151,1543,9874,42,182153,2263,96,142,128,84,2713,13353,798,1612,1581,4602,21946,0,0,431,876,34,0,0,152,2,44,1501,14151,7627,1.899999976158142,182153,7627,23.899999618530277
2016,145,동아대학교,대학,사립,부산,A그룹,21958,19842,2116,844,927,403,2639,26771,66,1470523,10657,986,444,211,629,12927,81192,14250,9213,4559,34177,143391,0,0,2734,1052,214,269,285,1015,770,84,5533,95442,21958,4.300000190734863,1470523,21958,67.0
2016,146,동아방송예술대학교,전문대학,사립,경기,B그룹,3056,3056,0,83,316,69,0,3524,34,41202,1774,0,71,80,0,1925,19492,0,3174,1149,0,23815,0,0,25,15,82,0,0,7,0,1,114,19492,3056,6.400000095367432,41202,3056,13.5
2016,147,동아보건대학교,전문대학,사립,전남,C그룹,2006,2006,0,63,107,28,0,2204,10,2431,692,0,17,7,0,716,1843,0,181,219,0,2243,0,0,0,0,0,0,0,0,0,0,0,1843,2006,0.8999999761581421,2431,2006,1.2000000476837158
2016,148,동양대학교,대학,사립,경북,C그룹,4585,4429,156,154,119,154,11,5023,34,62443,1951,18,106,102,11,2188,13491,162,3119,2406,729,19907,0,0,0,0,0,26,7,166,0,0,0,13653,4585,3.0,62443,4585,13.600000381469728
2016,149,동양미래대학교,전문대학,사립,서울,A그룹,5950,5950,0,168,280,79,7,6484,19,974953,2348,0,243,0,0,2591,34999,0,5992,0,176,41167,0,0,1450,460,23,0,0,20,0,27,915,34999,5950,5.900000095367432,974953,5950,163.89999389648438
2016,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2016,151,동원과학기술대학교,전문대학,사립,경남,B그룹,2088,2088,0,66,150,48,50,2402,23,37181,1102,0,35,20,35,1192,3327,0,208,156,213,3904,0,0,461,332,10,2,2,2,2,10,537,3327,2088,1.600000023841858,37181,2088,17.799999237060547
2016,152,동원대학교,전문대학,사립,경기,B그룹,3841,3841,0,98,275,56,162,4432,37,101255,1395,0,87,65,38,1585,20791,0,2054,1477,521,24843,0,0,0,0,0,0,0,14,0,19,1079,20791,3841,5.400000095367432,101255,3841,26.399999618530277
2016,153,동의과학대학교,전문대학,사립,부산,B그룹,5465,5465,0,156,365,109,254,6349,30,0,1881,0,67,75,23,2046,14677,0,795,846,4141,20459,0,0,0,0,8,0,0,2,0,25,2137,14677,5465,2.700000047683716,0,5465,0.0
2016,154,동의대학교,대학,사립,부산,A그룹,16555,15593,962,600,602,262,664,18683,80,1349535,7968,277,402,302,288,9237,53965,3216,8431,5328,6462,77402,0,0,1947,1377,84,34,89,413,420,30,1152,57181,16555,3.5,1349535,16555,81.5
2016,155,두원공과대학교,전문대학,사립,경기,B그룹,5982,5982,0,171,254,89,344,6840,37,15480,890,0,34,51,6,981,2730,0,289,324,26,3369,0,0,198,97,0,0,0,0,0,0,0,2730,5982,0.5,15480,5982,2.5999999046325684
2016,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3813,3813,0,30,121,57,0,4021,20,0,450,0,30,20,0,500,250,0,30,15,0,295,0,0,0,0,0,0,0,0,0,0,0,250,3813,0.1000000014901161,0,3813,0.0
2016,157,루터대학교,대학,사립,경기,C그룹,449,412,37,17,32,15,33,546,7,35827,230,25,10,6,5,276,1381,310,52,27,45,1815,0,0,642,454,10,0,0,26,3,1,120,1691,449,3.799999952316284,35827,449,79.80000305175781
2016,158,마산대학교,전문대학,사립,경남,A그룹,5875,5875,0,161,403,70,0,6509,28,104000,2051,0,27,21,0,2099,13340,0,239,344,0,13923,0,0,500,100,3,3,0,9,0,33,306,13340,5875,2.299999952316284,104000,5875,17.700000762939453
2016,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2016,160,명지대학교,대학,사립,서울,A그룹,16153,13732,2421,581,921,352,8455,26462,61,2472925,10799,1355,467,294,1746,14661,99513,20522,9726,4523,15625,149909,0,0,22428,11643,802,204,416,527,431,56,3522,120035,16153,7.400000095367432,2472925,16153,153.10000610351562
2016,161,명지전문대학,전문대학,사립,서울,A그룹,6986,6986,0,176,525,99,0,7786,31,127586,2395,0,93,144,0,2632,14803,0,1354,2083,2050,20290,0,0,124,62,10,8,0,25,1,5,1179,14803,6986,2.0999999046325684,127586,6986,18.299999237060547
2016,162,목원대학교,대학,사립,대전,B그룹,9185,8614,571,301,533,132,191,10342,55,248569,5533,373,278,208,74,6466,36327,7034,4907,3601,2856,54725,0,0,1434,145,14,341,99,722,47,62,858,43361,9185,4.699999809265137,248569,9185,27.100000381469727
2016,163,목포가톨릭대학교,대학,사립,전남,C그룹,570,570,0,18,33,19,0,640,3,38397,380,0,15,14,0,409,3790,0,97,111,0,3998,0,0,24,12,21,1,0,3,0,5,326,3790,570,6.599999904632568,38397,570,67.4000015258789
2016,164,목포과학대학교,전문대학,사립,전남,B그룹,2504,2504,0,82,115,46,0,2747,19,3520,433,0,61,39,0,533,813,0,266,169,0,1248,0,0,602,439,27,3,0,27,27,9,7200,813,2504,0.3000000119209289,3520,2504,1.399999976158142
2016,165,문경대학교,전문대학,사립,경북,C그룹,864,864,0,30,47,35,2,978,7,0,323,0,13,14,1,351,2380,0,82,108,97,2667,0,0,0,0,0,0,0,0,0,1,352,2380,864,2.799999952316284,0,864,0.0
2016,166,배재대학교,대학,사립,대전,B그룹,9896,9330,566,321,452,159,486,11314,57,323569,5485,223,243,231,413,6595,53537,4211,6016,5229,9248,78241,0,0,4719,2622,5,204,123,500,81,45,2288,57748,9896,5.800000190734863,323569,9896,32.70000076293945
2016,167,배화여자대학교,전문대학,사립,서울,B그룹,3130,3130,0,81,171,50,445,3877,14,166304,1526,0,50,42,31,1649,9169,0,1063,776,1695,12703,0,0,950,60,134,0,0,8,8,8,662,9169,3130,2.900000095367432,166304,3130,53.09999847412109
2016,168,백석대학교,대학,사립,충남,A그룹,14788,12478,2310,498,679,237,1028,17230,26,405008,6676,1564,501,224,173,9138,52281,31931,15093,5285,10504,115094,0,0,127402,9151,4864,127,7,554,138,58,3077,84212,14788,5.699999809265137,405008,14788,27.399999618530277
2016,169,백석문화대학교,전문대학,사립,충남,A그룹,5873,5873,0,171,339,104,357,6844,20,89501,1229,0,144,78,41,1492,5787,0,2472,2513,2511,13283,0,0,4898,2896,1201,10,0,66,1,36,2315,5787,5873,1.0,89501,5873,15.199999809265137
2016,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2016,171,백제예술대학교,전문대학,사립,전북,C그룹,1754,1754,0,46,137,30,10,1977,15,19568,342,0,7,12,6,367,1223,0,32,78,22,1355,0,0,105,24,0,0,0,0,0,5,171,1223,1754,0.699999988079071,19568,1754,11.199999809265137
2016,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,87,0,87,8,10,11,5,121,1,5000,0,87,9,4,5,105,0,1903,442,238,255,2838,0,0,1500,30,0,5,0,3,0,1,37,1903,87,21.899999618530277,5000,87,57.5
2016,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2016,174,부산가톨릭대학교,대학,사립,부산,C그룹,4209,4041,168,141,143,126,16,4635,20,331963,2110,105,81,100,16,2412,14306,1464,1413,2106,4027,23316,0,0,619,477,213,26,1,129,26,79,1295,15770,4209,3.700000047683716,331963,4209,78.9000015258789
2016,175,부산경상대학교,전문대학,사립,부산,B그룹,3087,3087,0,85,235,84,13,3504,24,25267,354,0,29,30,7,420,3703,0,242,257,21,4223,0,0,332,93,0,0,0,3,3,31,647,3703,3087,1.2000000476837158,25267,3087,8.199999809265137
2016,176,부산과학기술대학교,전문대학,사립,부산,B그룹,4357,4357,0,122,240,66,123,4908,25,120932,1317,0,16,27,12,1372,18703,0,145,207,752,19807,0,0,0,0,0,0,0,0,0,0,0,18703,4357,4.300000190734863,120932,4357,27.799999237060547
2016,177,부산교육대학교,대학,국립,부산,C그룹,2546,1568,978,81,152,74,227,3080,13,170442,1533,426,87,90,11,2147,24769,3589,1558,1082,788,31786,0,0,50,120,20,9,26,19,33,5,40,28358,2546,11.100000381469728,170442,2546,66.9000015258789
2016,178,부산대학교,대학,국립,부산,A그룹,29618,21488,8130,1350,1871,730,1835,35404,100,3578196,16470,4676,1105,1094,1589,24934,206518,85606,33106,17853,29234,372317,0,0,65285,14806,994,510,1539,4462,1997,435,8301,292124,29618,9.899999618530272,3578196,29618,120.8000030517578
2016,179,부산디지털대학교,대학,사립,부산,C그룹,2412,2332,80,19,63,32,2,2528,7,0,113,8,3,7,2,133,659,160,56,39,7,921,0,0,0,0,0,0,0,0,0,0,0,819,2412,0.3000000119209289,0,2412,0.0
