YR,ID,SNM,STYP,FND,RGN,USC,VUC_SCC,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCC,LPS_LPS,VPS_VC,VPS_SCC,VPS_VPS
2016,272,연세대학교,대학,사립,서울,A그룹,31007,19465,11542,1648,2539,841,5896,41931,74,3637569,20227,8698,1390,1993,1486,33794,275336,165511,31781,25519,51244,549391,0,0,65265,19855,2869,5119,7482,2975,30404,221,16668,440847,31007,14.199999809265137,3637569,31007,117.3000030517578
2016,273,연세대학교(미래),대학,사립,강원,B그룹,8145,7820,325,373,441,215,1296,10470,35,630625,6045,699,269,378,405,7796,60149,5876,3211,4588,57152,130976,0,0,1942,1354,352,673,395,433,2797,59,1925,66025,8145,8.100000381469727,630625,8145,77.4000015258789
2016,274,연암공과대학교,전문대학,사립,경남,C그룹,1241,1241,0,38,71,46,0,1396,5,181044,418,0,37,43,0,498,2863,0,1267,557,0,4687,0,0,1420,57,4,0,0,1,0,0,0,2863,1241,2.299999952316284,181044,1241,145.89999389648438
2016,275,연암대학교,전문대학,사립,충남,C그룹,1079,1079,0,30,74,102,3,1288,9,38000,360,0,11,35,1,407,1692,0,273,1289,53,3307,0,0,60,40,10,0,0,0,0,10,100,1692,1079,1.600000023841858,38000,1079,35.20000076293945
2016,276,영남대학교,대학,사립,경북,A그룹,25124,21828,3296,943,1110,642,4288,32107,70,1616397,16345,1731,625,905,1712,21318,146357,31019,15350,13689,29197,235612,0,0,4091,2241,7569,496,762,2308,2295,88,13103,177376,25124,7.099999904632568,1616397,25124,64.30000305175781
2016,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2016,278,영남신학대학교,대학,사립,경북,C그룹,701,387,314,33,21,19,71,845,4,2294,324,326,30,15,71,766,2953,6710,1187,297,1473,12620,0,0,756,504,0,10,3,7,4,0,0,9663,701,13.800000190734863,2294,701,3.299999952316284
2016,279,영남외국어대학,전문대학,사립,경북,C그룹,799,799,0,26,76,27,196,1124,13,979,173,0,6,13,0,192,257,0,21,13,0,291,0,0,0,0,0,0,0,0,0,0,0,257,799,0.3000000119209289,979,799,1.2000000476837158
2016,280,영남이공대학교,전문대학,사립,대구,A그룹,5980,5980,0,156,473,138,0,6747,25,155925,1914,0,54,98,0,2066,14452,0,712,1847,0,17011,0,0,0,0,20,0,0,1,3,14,665,14452,5980,2.400000095367432,155925,5980,26.100000381469727
2016,281,영산대학교,대학,사립,경남,B그룹,7293,7000,293,247,308,138,0,7986,52,448200,2484,24,174,158,0,2840,12800,47,2686,1990,2585,20108,0,0,180,120,60,41,29,97,6,11,365,12847,7293,1.7999999523162842,448200,7293,61.5
2016,282,영산선학대학교,대학,사립,전남,C그룹,38,38,0,14,3,7,20,82,1,654,42,0,14,11,15,82,387,0,210,39,28,664,0,0,125,21,40,0,0,0,19,1,15,387,38,10.199999809265137,654,38,17.200000762939453
2016,283,영진전문대학교,전문대학,사립,대구,A그룹,7799,7799,0,206,533,137,1897,10572,12,402831,2596,0,131,104,80,2911,19039,0,2358,2329,1397,25123,0,0,253,1226,21,0,0,1,0,24,4881,19039,7799,2.400000095367432,402831,7799,51.70000076293945
2016,284,예명대학원대학교,대학원대학,사립,서울,-,124,0,124,5,14,6,15,164,3,150,0,65,5,3,3,76,0,542,93,15,10,660,0,0,20,10,0,0,0,2,0,0,0,542,124,4.400000095367432,150,124,1.2000000476837158
2016,285,예수대학교,대학,사립,전북,C그룹,575,567,8,24,20,19,98,736,2,20008,346,9,19,16,50,440,2678,77,268,136,376,3535,0,0,11,62,5,3,12,3,12,4,174,2755,575,4.800000190734863,20008,575,34.79999923706055
2016,286,예원예술대학교,대학,사립,전북,C그룹,1182,1082,100,74,124,34,0,1414,17,12450,152,3,10,17,0,182,456,8,31,126,0,621,0,0,50,20,0,0,0,0,0,0,0,464,1182,0.4000000059604645,12450,1182,10.5
2016,287,오산대학교,전문대학,사립,경기,A그룹,4823,4823,0,138,259,91,11,5322,37,194856,987,0,58,60,11,1116,6569,0,706,612,58,7945,0,0,760,70,40,1,0,2,0,40,2078,6569,4823,1.399999976158142,194856,4823,40.400001525878906
2016,288,온석대학원대학교,대학원대학,사립,경기,-,244,0,244,16,20,12,0,292,5,200,0,60,0,2,0,62,0,62,0,0,0,62,0,0,50,30,0,0,0,160,110,0,0,62,244,0.3000000119209289,200,244,0.800000011920929
2016,289,용인대학교,대학,사립,경기,B그룹,7183,6436,747,231,414,133,0,7961,36,266347,2586,137,57,112,0,2892,21892,922,674,1431,5911,30830,0,0,1012,41,16,16,20,23,45,4,41,22814,7183,3.200000047683716,266347,7183,37.09999847412109
2016,290,용인예술과학대학교,전문대학,사립,경기,B그룹,3980,3980,0,114,229,55,0,4378,27,344735,874,0,73,52,0,999,27791,0,1121,702,2,29616,0,0,0,0,0,0,0,0,0,6,1813,27791,3980,7.0,344735,3980,86.5999984741211
2016,291,우석대학교,대학,사립,전북,B그룹,8462,7853,609,263,381,213,1581,10900,81,280234,2697,149,130,171,96,3243,20133,1307,2214,2644,2719,29017,0,0,13961,10234,116,27,44,68,78,53,2049,21440,8462,2.5,280234,8462,33.099998474121094
2016,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2016,293,우송대학교,대학,사립,대전,A그룹,9836,9376,460,294,398,191,27,10746,40,319867,3660,54,106,99,11,3930,17421,220,1491,781,413,20326,0,0,2970,1485,5,8,0,22,1,3,92,17641,9836,1.7999999523162842,319867,9836,32.5
2016,294,우송정보대학,전문대학,사립,대전,B그룹,4870,4870,0,132,213,89,18,5322,29,159934,696,0,35,46,4,781,2340,0,369,344,108,3161,0,0,2970,1485,5,0,0,0,0,6,142,2340,4870,0.5,159934,4870,32.79999923706055
2016,295,울산과학기술원,대학,국립,울산,C그룹,4475,3184,1291,269,128,285,414,5571,11,648639,2162,623,97,171,131,3184,27869,9326,1085,3191,4076,45547,0,0,2970,2607,1802,207,18,1723,73,36,411,37195,4475,8.300000190734863,648639,4475,144.89999389648438
2016,296,울산과학대학교,전문대학,사립,울산,A그룹,4733,4733,0,138,327,95,24309,29602,17,145758,889,0,71,98,238,1296,3296,0,1089,1563,3969,9917,0,0,1342,2457,57,0,0,35,0,46,1451,3296,4733,0.699999988079071,145758,4733,30.799999237060547
2016,297,울산대학교,대학,사립,울산,A그룹,14544,12560,1984,1102,1021,330,4022,21019,66,1395133,9122,761,442,536,1858,12719,69751,8840,7820,8260,16281,110952,0,0,806,3576,342,75,216,2394,2704,128,2561,78591,14544,5.400000095367432,1395133,14544,95.9000015258789
2016,298,웅지세무대학교,전문대학,사립,경기,C그룹,1758,1758,0,48,24,59,0,1889,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,0.0,0,1758,0.0
2016,299,원광대학교,대학,사립,전북,A그룹,17286,15748,1538,722,1004,276,8002,27290,76,1635567,8612,953,409,328,328,10630,69750,13595,5865,5729,5979,100918,0,0,17883,8841,1867,69,145,1293,483,33,2884,83345,17286,4.800000190734863,1635567,17286,94.5999984741211
2016,300,원광보건대학교,전문대학,사립,전북,B그룹,4718,4718,0,135,287,75,76,5291,22,76,1234,0,58,28,34,1354,6000,0,510,379,220,7109,0,0,201,103,28,2,1,189,176,35,1507,6000,4718,1.2999999523162842,76,4718,0.0
2016,301,원불교대학원대학교,대학원대학,사립,전북,-,62,0,62,9,2,1,0,74,1,62,0,42,7,1,0,50,0,218,38,0,0,256,0,0,0,0,0,0,0,0,0,1,62,218,62,3.5,62,62,1.0
2016,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,401,0,401,19,41,15,5,481,8,800,0,177,10,3,0,190,0,1629,171,8,0,1808,0,0,30,15,0,0,0,0,0,3,250,1629,401,4.099999904632568,800,401,2.0
2016,303,위덕대학교,대학,사립,경북,C그룹,3485,3218,267,130,111,81,146,3953,25,284372,985,43,66,48,50,1192,9246,752,768,559,1315,12640,0,0,525,410,10,6,4,63,18,14,871,9998,3485,2.900000095367432,284372,3485,81.5999984741211
2016,304,유원대학교,대학,사립,충북,C그룹,3792,3687,105,137,171,55,0,4155,35,106000,1160,5,87,36,0,1288,6719,21,967,358,161,8226,0,0,60,100,0,12,12,33,33,1,600,6740,3792,1.7999999523162842,106000,3792,28.0
2016,305,유한대학교,전문대학,사립,경기,A그룹,4892,4892,0,139,356,59,144,5590,30,92980,1838,0,118,79,32,2067,16262,0,1862,1656,541,20321,0,0,0,0,3,0,0,0,0,0,0,16262,4892,3.299999952316284,92980,4892,19.0
2016,306,육군사관학교,기타,기타,서울,-,0,0,0,0,0,0,522,522,0,73519,1066,0,171,178,429,1844,30557,0,10861,28062,47452,116932,0,0,0,0,0,184,3,513,15,8,775,30557,0,0.0,73519,0,0.0
2016,307,을지대학교,대학,사립,대전,B그룹,5348,5071,277,390,336,134,0,6208,27,299241,2234,71,65,85,0,2455,15242,474,762,768,9,17255,0,0,0,0,0,0,0,289,193,3,900,15716,5348,2.900000095367432,299241,5348,56.0
2016,308,이화여자대학교,대학,사립,서울,A그룹,21552,15315,6237,1001,1858,520,10309,35240,80,1465962,13671,6219,1161,353,4277,25681,187474,129040,26701,8227,322504,673946,0,0,3455,2420,1605,2236,2366,3936,2223,328,10482,316514,21552,14.699999809265137,1465962,21552,68.0
2016,309,인덕대학교,전문대학,사립,서울,A그룹,6314,6314,0,163,337,57,354,7225,27,101751,1371,0,58,45,12,1486,7466,0,525,465,271,8727,0,0,50,28,8,0,0,2,3,0,282,7466,6314,1.2000000476837158,101751,6314,16.100000381469727
2016,310,인제대학교,대학,사립,경남,B그룹,11407,10036,1371,1000,562,290,435,13694,57,397654,5088,454,225,293,159,6219,34150,4290,3135,2933,2790,47298,0,0,1787,2417,349,0,0,1581,308,71,3054,38440,11407,3.400000095367432,397654,11407,34.900001525878906
2016,311,인제대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2016,312,인천가톨릭대학교,대학,사립,인천,C그룹,879,799,80,45,93,74,105,1196,7,14041,382,81,39,32,10,544,4938,4604,818,294,10,10664,0,0,1149,347,90,18,2,101,2,9,255,9542,879,10.899999618530272,14041,879,16.0
2016,313,인천대학교,대학,국립,인천,A그룹,13822,12459,1363,471,669,248,676,15886,70,1030553,8953,653,245,219,518,10588,66817,7539,3732,2845,18007,98940,0,0,10881,21762,8000,130,16,759,45,32,1546,74356,13822,5.400000095367432,1030553,13822,74.5999984741211
2016,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2016,315,인하공업전문대학,전문대학,사립,인천,A그룹,6616,6616,0,173,330,102,0,7221,24,292085,2548,0,84,86,0,2718,22150,0,1437,2109,0,25696,0,0,7,12,27,11,0,20,0,0,0,22150,6616,3.299999952316284,292085,6616,44.09999847412109
2016,316,인하대학교,대학,사립,인천,A그룹,20613,17497,3116,839,1052,369,3896,26769,66,1544295,12554,2188,458,544,1569,17313,130163,34283,9063,9910,28834,212253,0,0,17600,13992,243,351,713,2195,1181,70,7128,164446,20613,8.0,1544295,20613,74.9000015258789
2016,317,장로회신학대학교,대학,사립,서울,C그룹,2244,681,1563,78,241,57,720,3340,3,260300,665,1718,100,40,202,2725,8208,39409,3832,542,3651,55642,0,0,539,62,31,0,1,26,106,3,410,47617,2244,21.200000762939453,260300,2244,116.0
2016,318,장안대학교,전문대학,사립,경기,B그룹,6041,6041,0,177,320,49,32,6619,31,132861,2124,0,100,91,10,2325,11831,0,1286,1322,65,14504,0,0,548,794,95790,0,0,10,0,0,6259,11831,6041,2.0,132861,6041,22.0
2016,319,재능대학교,전문대학,사립,인천,B그룹,3789,3789,0,109,246,81,0,4225,24,87624,956,0,19,21,0,996,4184,0,235,96,794,5309,0,0,0,0,0,0,0,0,0,0,0,4184,3789,1.100000023841858,87624,3789,23.100000381469727
2016,320,전남과학대학교,전문대학,사립,전남,B그룹,3985,3985,0,110,263,75,2,4435,22,12500,379,0,30,22,2,433,2200,0,171,276,374,3021,0,0,0,0,0,0,0,0,0,15,830,2200,3985,0.6000000238418579,12500,3985,3.0999999046325684
2016,321,전남대학교,대학,국립,광주,A그룹,24944,20050,4894,1266,1212,789,2306,30517,95,2291203,14809,3793,1176,541,2306,22625,126718,55569,22722,11070,49137,265216,0,0,16089,2252,6757,2651,2040,1039,383,285,2765,182287,24944,7.300000190734863,2291203,24944,91.9000015258789
2016,322,전남도립대학교,전문대학,공립,전남,C그룹,1513,1513,0,46,209,32,34,1834,24,40782,414,0,34,41,6,495,6797,0,452,534,83,7866,0,0,140,80,2,4,4,6,6,22,2573,6797,1513,4.5,40782,1513,27.0
2016,323,전북과학대학교,전문대학,사립,전북,C그룹,1647,1647,0,45,126,32,2,1852,15,199512,397,0,37,18,2,454,7907,0,271,710,23,8911,0,0,336,16,0,3,0,0,0,21,883,7907,1647,4.800000190734863,199512,1647,121.0999984741211
2016,324,전북대학교,대학,국립,전북,A그룹,22932,18743,4189,1035,1533,507,3155,29162,155,3002766,13937,2588,669,501,1325,19020,118464,35448,12311,6086,41740,214049,0,0,81754,35578,3855,328,268,4122,3712,140,4738,153912,22932,6.699999809265137,3002766,22932,130.89999389648438
2016,325,전주교육대학교,대학,국립,전북,C그룹,1468,1199,269,58,154,48,168,1896,12,166359,1048,68,35,31,20,1202,26466,522,1500,419,304,29211,0,0,6250,3750,1250,39,13,60,22,3,281,26988,1468,18.399999618530277,166359,1468,113.3000030517578
2016,326,전주기전대학,전문대학,사립,전북,C그룹,1903,1903,0,53,157,31,0,2144,13,15000,161,0,14,11,0,186,1431,0,58,36,12,1537,0,0,5,6,0,0,0,0,0,0,0,1431,1903,0.800000011920929,15000,1903,7.900000095367432
2016,327,전주대학교,대학,사립,전북,A그룹,12460,11432,1028,368,718,270,146867,160683,70,1223191,7214,454,310,337,1564,9879,63748,5676,6965,5117,30752,112258,0,0,4450,1300,95,51,40,1716,114,60,6754,69424,12460,5.599999904632568,1223191,12460,98.1999969482422
2016,328,전주비전대학교,전문대학,사립,전북,B그룹,3494,3494,0,87,266,100,0,3947,25,50000,639,0,28,58,0,725,7247,0,150,377,0,7774,0,0,720,61,0,0,0,22,0,13,667,7247,3494,2.0999999046325684,50000,3494,14.300000190734863
2016,329,제네바신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,6,4,100,110,1,100,0,21,10,5,50,86,0,300,300,0,0,600,0,0,30,0,0,0,0,10,10,1,30,300,0,0.0,100,0,0.0
2016,330,제주관광대학교,전문대학,사립,제주,C그룹,2300,2300,0,80,181,51,251,2863,24,92505,493,0,38,35,23,589,6554,0,651,2746,1519,11470,0,0,91,61,1,0,0,0,0,25,761,6554,2300,2.799999952316284,92505,2300,40.20000076293945
2016,331,제주국제대학교,대학,사립,제주,C그룹,1764,1525,239,94,123,59,0,2040,45,4058,43,4,13,0,0,60,255,14,70,0,0,339,0,0,6,18,0,3,0,0,0,1,450,269,1764,0.2000000029802322,4058,1764,2.299999952316284
2016,332,제주대학교,대학,국립,제주,A그룹,12421,10420,2001,630,703,468,594,14816,83,880966,5994,999,404,184,372,7953,55183,13973,6912,2667,4258,82993,0,0,26098,22128,4194,219,27,1149,128,18,366,69156,12421,5.599999904632568,880966,12421,70.9000015258789
2016,333,제주한라대학교,전문대학,사립,제주,A그룹,4951,4951,0,147,294,106,0,5498,31,489535,1084,0,51,47,0,1182,5333,0,483,629,0,6445,0,0,27,7,0,11,0,29,0,30,1683,5333,4951,1.100000023841858,489535,4951,98.9000015258789
2016,334,조선간호대학교,전문대학,사립,광주,C그룹,806,806,0,26,11,13,0,856,1,768,337,0,5,4,0,346,1277,0,29,44,0,1350,0,0,0,0,0,0,0,0,0,0,0,1277,806,1.600000023841858,768,806,1.0
2016,335,조선대학교,대학,사립,광주,A그룹,22282,19494,2788,820,994,494,96696,121286,93,700092,10604,1180,484,290,1240,13798,99795,15109,9950,6563,1245,132662,0,0,29939,10162,1804,231,124,1510,632,46,1398,114904,22282,5.199999809265137,700092,22282,31.399999618530277
2016,336,조선이공대학교,전문대학,사립,광주,B그룹,3511,3511,0,102,297,77,0,3987,22,12003,1041,0,44,60,0,1145,15856,0,616,687,0,17159,0,0,1213,2697,0,0,0,0,0,14,571,15856,3511,4.5,12003,3511,3.400000095367432
2016,337,주안대학원대학교,대학원대학,사립,인천,-,60,0,60,8,1,7,0,76,1,347,0,48,9,3,0,60,0,628,197,9,0,834,0,0,0,0,0,0,0,0,0,1,1,628,60,10.5,347,60,5.800000190734863
2016,338,중부대학교,대학,사립,충남,B그룹,9717,8279,1438,298,353,141,3,10512,58,214903,2456,23,64,133,2,2678,26637,129,645,1541,25,28977,0,0,741,1188,51,2,9,39,13,3,96,26766,9717,2.799999952316284,214903,9717,22.100000381469727
2016,339,중앙대학교,대학,사립,서울,A그룹,28873,23426,5447,1041,1695,625,24573,56807,88,2610694,16420,4595,792,414,2300,24521,186453,87316,11828,5763,78609,369969,0,0,39554,29206,5059,108,43,1455,987,169,3575,273769,28873,9.5,2610694,28873,90.4000015258789
2016,340,중앙승가대학교,대학,사립,경기,C그룹,273,206,67,20,36,42,1,372,3,9976,169,57,16,16,1,259,3131,1664,129,289,11,5224,0,0,720,84,0,0,0,14,0,2,130,4795,273,17.600000381469727,9976,273,36.5
2016,341,중원대학교,대학,사립,충북,C그룹,3610,3492,118,168,150,165,56,4149,39,0,1064,17,73,111,6,1271,7981,264,1160,1686,15,11106,0,0,55,10,10,0,0,180,0,0,0,8245,3610,2.299999952316284,0,3610,0.0
2016,342,진주교육대학교,대학,국립,경남,C그룹,1769,1347,422,70,119,89,25,2072,12,40793,1820,94,67,45,8,2034,11415,597,746,274,75,13107,0,0,451,232,50,9,1,220,1,1,250,12012,1769,6.800000190734863,40793,1769,23.100000381469727
2016,343,진주보건대학교,전문대학,사립,경남,B그룹,2877,2877,0,77,159,28,0,3141,8,266456,2349,0,56,44,0,2449,9710,0,1159,433,0,11302,0,0,13,0,0,0,0,10,0,29,965,9710,2877,3.400000095367432,266456,2877,92.5999984741211
2016,344,차의과학대학교,대학,사립,경기,C그룹,2695,1959,736,414,109,73,30,3321,12,96581,566,77,58,45,30,776,2921,421,709,577,535,5163,0,0,0,0,0,0,0,600,0,21,597,3342,2695,1.2000000476837158,96581,2695,35.79999923706055
2016,345,창신대학교,대학,사립,경남,C그룹,1583,1583,0,80,111,53,532,2359,17,61750,720,0,34,23,14,791,4233,0,248,186,67,4734,0,0,4940,1235,200,1,1,1,1,18,475,4233,1583,2.700000047683716,61750,1583,39.0
2016,346,창원문성대학교,전문대학,사립,경남,C그룹,3617,3617,0,108,256,53,41,4075,33,56290,800,0,47,20,12,879,4713,0,897,230,109,5949,0,0,2291,2490,0,0,0,0,0,25,830,4713,3617,1.2999999523162842,56290,3617,15.600000381469728
2016,347,청강문화산업대학교,전문대학,사립,경기,B그룹,3709,3709,0,103,257,87,15,4171,17,215978,2076,0,118,68,3,2265,36536,0,3323,2174,85,42118,0,0,120,0,33,0,0,9,9,22,706,36536,3709,9.899999618530272,215978,3709,58.20000076293945
2016,348,청암대학교,전문대학,사립,전남,B그룹,2834,2834,0,79,162,67,120,3262,19,3454,973,0,29,29,4,1035,5081,0,172,637,30,5920,0,0,10,3,0,1,1,13,2,2,60,5081,2834,1.7999999523162842,3454,2834,1.2000000476837158
2016,349,청운대학교,대학,사립,충남,B그룹,6957,6818,139,182,363,136,453,8091,41,286602,3100,19,94,109,56,3378,29871,143,1348,2820,485,34667,0,0,1848,992,191,0,0,48,3,29,2329,30014,6957,4.300000190734863,286602,6957,41.20000076293945
2016,350,청주교육대학교,대학,국립,충북,C그룹,1703,1242,461,69,100,53,412,2337,12,40074,1117,118,54,38,12,1339,13891,499,1046,801,187,16424,0,0,71,24,195,21,0,30,9,2,860,14390,1703,8.399999618530273,40074,1703,23.5
2016,351,청주대학교,대학,사립,충북,A그룹,12559,12175,384,418,399,219,173,13768,67,650454,4709,122,197,191,53,5272,37529,1338,4314,2934,21877,67992,0,0,0,0,6,0,0,108,31,7,677,38867,12559,3.0999999046325684,650454,12559,51.79999923706055
2016,352,초당대학교,대학,사립,전남,C그룹,3412,3222,190,108,142,68,200,3930,23,70000,793,2,49,81,19,944,5363,67,1301,1236,1775,9742,0,0,700,200,60,15,5,7,11,10,3350,5430,3412,1.600000023841858,70000,3412,20.5
2016,353,총신대학교,대학,사립,서울,C그룹,4119,2026,2093,129,203,116,385,4952,12,484884,1378,1986,155,88,385,3992,27514,73630,5913,1655,9915,118627,0,0,802,164,27,21,11,55,22,7,2219,101144,4119,24.600000381469727,484884,4119,117.6999969482422
2016,354,추계예술대학교,대학,사립,서울,C그룹,1390,1208,182,49,268,39,753,2499,13,76377,942,79,52,39,12,1124,9986,884,613,588,452,12523,0,0,0,0,0,31,5,56,13,8,401,10870,1390,7.800000190734863,76377,1390,54.900001525878906
2016,355,춘천교육대학교,대학,국립,강원,C그룹,1837,1395,442,73,83,62,1061,3116,12,95981,1372,317,68,60,165,1982,47959,3120,2361,2440,1595,57475,0,0,257,115,34,13,19,69,2,13,652,51079,1837,27.799999237060547,95981,1837,52.20000076293945
2016,356,춘해보건대학교,전문대학,사립,울산,B그룹,2635,2635,0,72,177,33,15,2932,13,53127,1188,0,70,67,4,1329,6746,0,1239,708,35,8728,0,0,9,3,0,0,0,50,0,24,820,6746,2635,2.5999999046325684,53127,2635,20.200000762939453
2016,357,충남대학교,대학,국립,대전,A그룹,24200,18738,5462,933,1466,469,1406,28474,118,3470183,12164,2887,546,537,1156,17290,108405,33126,9105,8029,39471,198136,0,0,20512,9250,2050,406,432,5538,1304,82,3280,141531,24200,5.800000190734863,3470183,24200,143.39999389648438
2016,358,충남도립대학교,전문대학,공립,충남,C그룹,1104,1104,0,32,94,54,541,1825,12,32523,297,0,16,29,0,342,1360,0,124,457,0,1941,0,0,1044,522,0,2,6,2,6,17,425,1360,1104,1.2000000476837158,32523,1104,29.5
2016,359,충북대학교,대학,국립,충북,A그룹,17884,14521,3363,756,987,442,362,20431,94,2129801,9536,1925,478,241,362,12542,95063,23709,7283,3460,4434,133949,0,0,25157,6102,204,314,253,1968,357,42,8570,118772,17884,6.599999904632568,2129801,17884,119.0999984741211
2016,360,충북도립대학교,전문대학,공립,충북,C그룹,963,963,0,29,71,34,0,1097,12,2500,540,0,35,24,0,599,6443,0,2426,1187,0,10056,0,0,420,30,0,0,0,0,0,35,80,6443,963,6.699999809265137,2500,963,2.5999999046325684
2016,361,충북보건과학대학교,전문대학,사립,충북,B그룹,2775,2775,0,99,172,60,53,3159,31,16606,384,0,68,0,6,458,4452,0,1322,0,110,5884,0,0,100,20,20,0,0,0,0,1,900,4452,2775,1.600000023841858,16606,2775,6.0
