연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수-재학생수(당해년도),봉사대상자수-학부생,대학원생,전임교원,비전임교원,직원,기타,계,학과수,이용자수-도서관 이용자수,대출현황-대출자수-학부생,대학원생,교원,직원,기타,계,대출책수-학부생,대학원생,교원,직원,기타,계,참고서비스 및 상호협력-참고서비스 신청 및 제공 건수 (2010년 이전)-신청,제공,참고서비스 제공 건수 (2010년 이후)-면담,전화,온라인,상호대차 신청 및 제공 건수-신청,제공,원문복사 신청 및 제공 건수-신청,제공,이용자 교육-교육횟수,교육 참가자수,재학생 1인당 대출책수-대출책수,재학생수(당해년도),재학생 1인당 대출책수,재학생 1인당 도서관방문자수-방문자수,재학생수(당해년도),재학생 1인당 도서관방문자수
2015,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,302,302,0,18,13,28,0,361,5,25,12,0,0,1,0,13,23,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,23,302,0.10000000149011612,25,302,0.10000000149011612
2015,2,가야대학교,대학,사립,경남,C그룹,2814,2638,176,98,117,63,2,3094,16,112247,816,7,36,42,2,903,7384,66,966,1248,16,9680,0,0,353,50,25,23,2,25,0,3,277,7450,2814,2.5999999046325684,112247,2814,39.900001525878906
2015,3,가천대학교,대학,사립,경기,A그룹,21018,18995,2023,845,1279,274,2318,25734,62,883443,10530,403,225,162,233,11553,76626,4104,3675,2170,1672,88247,0,0,9001,7080,4010,73,263,226,150,47,1105,80730,21018,3.799999952316284,883443,21018,42.0
2015,4,가톨릭관동대학교,대학,사립,강원,B그룹,9686,9192,494,451,296,255,31,10719,62,487706,10723,232,469,451,31,11906,19580,560,1516,1099,375,23130,0,0,2901,1167,7,9,83,27,86,24,4290,20140,9686,2.0999999046325684,487706,9686,50.400001525878906
2015,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,579,502,77,22,38,45,0,684,2,48040,415,36,22,19,0,492,4779,470,413,386,0,6048,0,0,17,12,3,0,0,2,1,1,120,5249,579,9.100000381469727,48040,579,83.0
2015,6,가톨릭대학교,대학,사립,경기,A그룹,10899,8016,2883,1146,780,474,1830,15129,47,1494677,7174,954,1872,300,1173,11473,112415,24374,24539,7563,14331,183222,0,0,3595,3351,1751,224,1461,2381,2544,125,4321,136789,10899,12.600000381469727,1494677,10899,137.10000610351562
2015,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,2055,2055,0,61,150,60,78,2404,37,120216,1074,0,30,45,16,1165,6550,0,240,554,130,7474,0,0,28,8,2,0,0,4,0,17,756,6550,2055,3.200000047683716,120216,2055,58.5
2015,8,감리교신학대학교,대학,사립,서울,C그룹,1550,858,692,28,97,36,304,2015,7,1678,821,621,91,19,109,1661,14537,21328,3219,310,2441,41835,0,0,55,75,32,0,0,12,52,1,70,35865,1550,23.100000381469727,1678,1550,1.100000023841858
2015,9,강남대학교,대학,사립,경기,B그룹,7719,7279,440,233,356,114,139,8561,38,261385,3783,116,82,135,6,4122,22724,1011,1091,1906,3200,29932,0,0,10,36,9,26,57,90,46,2,6707,23735,7719,3.0999999046325684,261385,7719,33.900001525878906
2015,10,강동대학교,전문대학,사립,충북,B그룹,4198,4198,0,120,283,43,0,4644,50,53062,302,0,20,8,0,330,1496,0,544,227,367,2634,0,0,500,30,0,0,0,0,0,1,264,1496,4198,0.4000000059604645,53062,4198,12.600000381469727
2015,11,강릉영동대학교,전문대학,사립,강원,B그룹,3072,3072,0,91,144,55,34,3396,42,0,862,0,43,57,27,989,4086,0,471,561,170,5288,0,0,0,0,0,3,0,8,0,0,0,4086,3072,1.2999999523162842,0,3072,0.0
2015,12,강서대학교,대학,사립,서울,C그룹,1631,1455,176,51,178,39,301,2200,20,11266,617,89,61,39,42,848,3612,1743,927,556,822,7660,0,0,735,206,4,13,10,18,10,2,2336,5355,1631,3.299999952316284,11266,1631,6.900000095367432
2015,13,강원관광대학교,전문대학,사립,강원,C그룹,1367,1367,0,36,89,26,33,1551,29,53528,197,0,12,11,3,223,1383,0,67,86,13,1549,0,0,7410,1140,108,0,0,0,0,14,390,1383,1367,1.0,53528,1367,39.20000076293945
2015,14,강원대학교,대학,국립,강원,A그룹,24868,22029,2839,998,1372,610,1213,29061,134,831956,12302,1366,577,421,407,15073,92225,14799,8600,4652,4378,124654,0,0,2467,5234,2320,258,228,1586,11039,46,6735,107024,24868,4.300000190734863,831956,24868,33.5
2015,15,강원도립대학교,전문대학,공립,강원,C그룹,900,900,0,31,108,50,12,1101,15,25000,357,0,15,14,7,393,2108,0,91,255,55,2509,0,0,150,48,0,0,0,12,12,0,655,2108,900,2.299999952316284,25000,900,27.799999237060547
2015,16,개신대학원대학교,대학원대학,사립,서울,-,108,0,108,4,21,8,30,171,7,7300,0,67,9,2,3,81,0,1319,199,5,12,1535,0,0,730,52,140,0,0,0,0,2,30,1319,108,12.199999809265137,7300,108,67.5999984741211
2015,17,거제대학교,전문대학,사립,경남,C그룹,1684,1684,0,45,92,45,4,1870,15,78400,554,0,50,35,3,642,3276,0,933,619,75,4903,0,0,64,82,40,12,0,17,0,3,14,3276,1684,1.899999976158142,78400,1684,46.599998474121094
2015,18,건국대학교,대학,사립,서울,A그룹,19999,15698,4301,706,1372,443,6957,29477,78,2759797,11261,2595,678,490,3520,18544,122187,33298,10144,5849,12312,183790,0,0,29233,133348,269,141,238,893,344,92,968,155485,19999,7.800000190734863,2759797,19999,138.0
2015,19,건국대학교(글로컬),대학,사립,충북,B그룹,8959,8381,578,492,422,141,288,10302,42,890232,5623,183,202,242,71,6321,60424,2061,5351,3566,372,71774,0,0,389,498,395,45,148,904,331,64,5991,62485,8959,7.0,890232,8959,99.4000015258789
2015,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,21,건신대학원대학교,대학원대학,사립,대전,-,148,0,148,12,14,6,550,730,7,2052,0,93,10,2,28,133,0,1541,152,5,127,1825,0,0,0,0,0,0,0,0,0,0,0,1541,148,10.399999618530273,2052,148,13.899999618530273
2015,22,건양대학교,대학,사립,충남,B그룹,8799,8210,589,404,305,183,610,10301,50,862960,5857,169,288,230,61,6605,112312,1460,3390,3085,396,120643,0,0,951,1510,117,44,38,662,377,51,2210,113772,8799,12.899999618530273,862960,8799,98.0999984741211
2015,23,경기과학기술대학교,전문대학,사립,경기,A그룹,4505,4505,0,110,256,59,168,5098,57,363912,1552,0,76,71,14,1713,8273,0,893,812,109,10087,0,0,52,17,2,2,0,14,0,20,667,8273,4505,1.7999999523162842,363912,4505,80.80000305175781
2015,24,경기대학교,대학,사립,경기,A그룹,16686,14496,2190,514,841,243,6733,25017,83,852608,11294,1050,362,451,279,13436,101424,10570,6013,7409,2612,128028,0,0,0,0,360,122,426,1542,266,110,3107,111994,16686,6.699999809265137,852608,16686,51.099998474121094
2015,25,경남대학교,대학,사립,경남,A그룹,14088,12808,1280,461,487,242,1538,16816,51,563369,5753,562,402,164,245,7126,36972,6707,7342,3371,5094,59486,0,0,1776,1235,7,195,53,218,248,6,208,43679,14088,3.0999999046325684,563369,14088,40.0
2015,26,경남도립거창대학,전문대학,공립,경남,C그룹,955,955,0,30,81,44,13,1123,15,9720,393,0,38,33,2,466,3041,0,1165,438,50,4694,0,0,0,0,0,0,0,0,0,0,0,3041,955,3.200000047683716,9720,955,10.199999809265137
2015,27,경남도립남해대학,전문대학,공립,경남,C그룹,846,846,0,24,72,48,0,990,14,30267,612,0,32,27,0,671,4931,0,1199,782,0,6912,0,0,0,0,0,0,0,0,0,0,0,4931,846,5.800000190734863,30267,846,35.79999923706055
2015,28,경남정보대학교,전문대학,사립,부산,A그룹,7058,7058,0,183,442,137,0,7820,59,217484,1246,0,73,46,0,1365,5758,0,946,452,0,7156,0,0,38,63,12,0,0,2,0,8,407,5758,7058,0.800000011920929,217484,7058,30.799999237060547
2015,29,경동대학교,대학,사립,강원,B그룹,5987,5987,0,204,162,80,146,6579,45,83514,596,0,20,16,0,632,2208,0,121,89,0,2418,0,0,350,100,50,0,0,0,0,0,0,2208,5987,0.4000000059604645,83514,5987,13.899999618530273
2015,30,경민대학교,전문대학,사립,경기,B그룹,4723,4723,0,143,387,89,43,5385,75,50631,1955,0,91,90,43,2179,9140,0,2084,1471,821,13516,0,0,75,121,4,0,0,59,0,33,2044,9140,4723,1.899999976158142,50631,4723,10.699999809265137
2015,31,경복대학교,전문대학,사립,경기,A그룹,6452,6452,0,182,317,98,0,7049,77,18687,1647,0,31,34,0,1712,8936,0,297,312,0,9545,0,0,10,20,2,3,0,0,0,24,2427,8936,6452,1.399999976158142,18687,6452,2.9000000953674316
2015,32,경북과학대학교,전문대학,사립,경북,C그룹,1851,1851,0,64,161,38,0,2114,82,7688,67,0,7,7,0,81,186,0,84,85,0,355,0,0,5,2,0,0,0,5,5,2,30,186,1851,0.10000000149011612,7688,1851,4.199999809265137
2015,33,경북대학교,대학,국립,대구,A그룹,30890,24105,6785,1239,1645,730,10905,45409,169,1206463,19238,4082,1324,444,1398,26486,180257,54089,22667,5551,20663,283227,0,0,83890,33178,1941,695,816,2946,3642,128,4104,234346,30890,7.599999904632568,1206463,30890,39.099998474121094
2015,34,경북보건대학교,전문대학,사립,경북,C그룹,1344,1344,0,42,92,42,0,1520,16,21100,680,0,21,13,0,714,3065,0,602,823,16,4506,0,0,1200,50,0,0,0,0,0,8,300,3065,1344,2.299999952316284,21100,1344,15.699999809265137
2015,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,36,경북전문대학교,전문대학,사립,경북,B그룹,2700,2700,0,79,147,60,0,2986,45,93449,674,0,38,45,0,757,3554,0,592,382,0,4528,0,0,755,151,21,0,0,3,0,26,1193,3554,2700,1.2999999523162842,93449,2700,34.599998474121094
2015,37,경상국립대학교,대학,국립,경남,A그룹,23799,20798,3001,976,1053,539,12155,38522,148,1222330,12833,1361,552,434,563,15743,95386,14609,9157,5914,24041,149107,0,0,10462,6356,1769,1138,337,2152,513,43,1325,109995,23799,4.599999904632568,1222330,23799,51.400001525878906
2015,38,경성대학교,대학,사립,부산,A그룹,14008,13202,806,434,693,281,6206,21622,59,788148,6020,341,466,178,4444,11449,49927,5080,9290,2536,38199,105032,0,0,6764,7071,214,96,223,449,279,123,7325,55007,14008,3.9000000953674316,788148,14008,56.29999923706055
2015,39,경안대학원대학교,대학원대학,사립,경북,-,76,0,76,7,16,2,0,101,3,70,0,15,0,0,0,15,0,65,0,0,7,72,0,0,0,0,0,0,0,0,0,0,0,65,76,0.8999999761581421,70,76,0.8999999761581421
2015,40,경운대학교,대학,사립,경북,C그룹,5211,5071,140,219,216,117,27,5790,28,189260,1454,5,70,50,18,1597,6609,6,458,241,133,7447,0,0,0,0,0,4,2,4,19,2,1500,6615,5211,1.2999999523162842,189260,5211,36.29999923706055
2015,41,경인교육대학교,대학,국립,인천,C그룹,4274,2585,1689,131,215,96,396,5112,15,412002,2496,999,189,154,257,4095,67887,8355,4190,2033,2516,84981,0,0,13218,5013,120,31,48,83,56,20,1176,76242,4274,17.799999237060547,412002,4274,96.4000015258789
2015,42,경인여자대학교,전문대학,사립,인천,B그룹,4950,4950,0,114,314,57,10,5445,62,87922,2462,0,74,66,10,2612,20161,0,1108,994,65,22328,0,0,0,0,0,0,0,132,0,8,2455,20161,4950,4.099999904632568,87922,4950,17.799999237060547
2015,43,경일대학교,대학,사립,경북,B그룹,7512,7308,204,250,198,144,71,8175,34,22905,2787,26,114,79,71,3077,23555,334,1635,1268,922,27714,0,0,120,350,121,150,26,5,0,19,1800,23889,7512,3.200000047683716,22905,7512,3.0
2015,44,경찰대학,기타,기타,충남,-,0,0,0,0,0,0,2000,2000,0,13974,356,0,250,180,181,967,6864,0,3005,1605,2500,13974,0,0,36,35,0,48,5,25,4,1,480,6864,0,0.0,13974,0,0.0
2015,45,경희대학교,대학,사립,서울,A그룹,32961,25259,7702,1421,1956,935,25090,62363,86,2379649,22240,5642,1159,817,4571,34429,274716,98468,27906,18441,41508,461039,0,0,49650,43905,7225,1018,4101,1533,1419,317,6407,373184,32961,11.300000190734863,2379649,32961,72.19999694824219
2015,46,계명대학교,대학,사립,대구,A그룹,25445,23166,2279,896,988,663,16923,44915,106,1208062,14692,1202,817,501,2033,19245,112825,17551,15607,6682,13845,166510,0,0,6972,15257,220,379,600,2825,1651,178,9724,130376,25445,5.099999904632568,1208062,25445,47.5
2015,47,계명문화대학교,전문대학,사립,대구,A그룹,5283,5283,0,135,580,66,1052,7116,57,174800,1877,0,116,119,194,2306,20813,0,2181,1874,4390,29258,0,0,128,78,15,0,0,15,0,44,1612,20813,5283,3.9000000953674316,174800,5283,33.099998474121094
2015,48,계약신학대학원대학교,대학원대학,사립,경기,-,51,0,51,6,6,4,83,149,2,154,0,76,3,1,3,83,0,1772,37,23,72,1904,0,0,127,7,0,2,2,0,0,3,51,1772,51,34.70000076293945,154,51,3.0
2015,49,계원예술대학교,전문대학,사립,경기,B그룹,2889,2889,0,86,179,71,308,3533,32,54263,1689,0,50,48,0,1787,8810,0,688,657,0,10155,0,0,100,200,50,0,0,0,0,20,2000,8810,2889,3.0,54263,2889,18.799999237060547
2015,50,고려대학교,대학,사립,서울,A그룹,29511,20254,9257,1439,2885,748,2015,36598,70,13066816,18493,6192,880,602,296,26463,220994,140625,18659,9635,24733,414646,0,0,14319,20158,3236,3253,4721,5121,11497,166,5504,361619,29511,12.300000190734863,13066816,29511,442.79998779296875
2015,51,고려대학교(세종),대학,사립,세종,B그룹,7982,7031,951,241,421,162,171,8977,26,486406,5273,909,255,173,6,6616,50704,6128,1813,1735,1300,61680,0,0,3572,2491,128,64,108,110,171,28,1881,56832,7982,7.099999904632568,486406,7982,60.900001525878906
2015,52,고려사이버대학교,대학,사립,서울,A그룹,10044,9998,46,43,130,64,0,10281,23,25470,1650,0,14,18,0,1682,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10044,0.0,25470,10044,2.5
2015,53,고신대학교,대학,사립,부산,C그룹,5249,4240,1009,302,216,204,229,6200,25,332110,1737,653,136,166,158,2850,15136,15947,4009,3185,1715,39992,0,0,4833,3488,5585,27,67,929,8755,7,1118,31083,5249,5.900000095367432,332110,5249,63.29999923706055
2015,54,공군사관학교,기타,기타,충북,-,0,0,0,0,0,0,1264,1264,0,2107,703,0,83,1311,10,2107,15862,0,7228,31815,87,54992,0,0,50,65,350,2,0,738,2,33,853,15862,0,0.0,2107,0,0.0
2015,55,공주교육대학교,대학,국립,충남,C그룹,2040,1524,516,85,110,59,3,2297,12,199705,13188,560,245,188,3,14184,23511,1564,1328,473,2,26878,0,0,0,0,0,40,11,20,17,0,0,25075,2040,12.300000190734863,199705,2040,97.9000015258789
2015,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,1076,0,1076,702,1143,69,0,2990,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,1076,0.0,0,1076,0.0
2015,57,광신대학교,대학,사립,광주,C그룹,938,485,453,45,107,25,163,1278,6,66159,169,198,23,11,10,411,824,1876,345,173,172,3390,0,0,5,81,4,22,6,30,15,1,300,2700,938,2.9000000953674316,66159,938,70.5
2015,58,광양보건대학교,전문대학,사립,전남,C그룹,1984,1984,0,69,69,23,0,2145,28,1357,297,0,38,10,0,345,535,0,124,30,0,689,0,0,32,21,0,0,0,0,0,11,564,535,1984,0.30000001192092896,1357,1984,0.699999988079071
2015,59,광운대학교,대학,사립,서울,B그룹,10106,8751,1355,331,527,234,1822,13020,39,577428,5075,565,164,160,1733,7697,61500,7191,2325,2747,6307,80070,0,0,1680,270,198,211,129,254,280,11,371,68691,10106,6.800000190734863,577428,10106,57.099998474121094
2015,60,광주가톨릭대학교,대학,사립,전남,C그룹,118,91,27,16,7,28,61,230,1,15810,56,24,22,7,57,166,2751,5069,913,61,4931,13725,0,0,370,6,41,2,8,5,8,1,30,7820,118,66.30000305175781,15810,118,134.0
2015,61,광주과학기술원,대학,국립,광주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,62,광주교육대학교,대학,국립,광주,C그룹,2207,1419,788,79,126,76,120,2608,13,299350,1331,230,62,76,111,1810,19050,1339,972,1820,1410,24591,0,0,623,980,195,24,6,127,12,2,480,20389,2207,9.199999809265137,299350,2207,135.60000610351562
2015,63,광주대학교,대학,사립,광주,B그룹,7901,7413,488,262,330,119,30,8642,44,307248,1734,48,101,48,30,1961,10865,313,1480,559,157,13374,0,0,2000,500,70,51,4,36,93,48,1720,11178,7901,1.399999976158142,307248,7901,38.900001525878906
2015,64,광주보건대학교,전문대학,사립,광주,B그룹,4123,4123,0,108,204,69,0,4504,23,84379,1031,0,35,48,0,1114,4214,0,1119,775,0,6108,0,0,72,23,28,0,0,15,9,1,1300,4214,4123,1.0,84379,4123,20.5
2015,65,광주여자대학교,대학,사립,광주,C그룹,4256,4011,245,140,117,65,167,4745,26,295200,2204,64,57,82,34,2441,12683,406,697,826,580,15192,0,0,800,3000,100,0,0,13,2,1,1000,13089,4256,3.0999999046325684,295200,4256,69.4000015258789
2015,66,구미대학교,전문대학,사립,경북,A그룹,5492,5492,0,133,284,62,0,5971,55,14290,2706,0,8,8,0,2722,2940,0,100,27,159,3226,0,0,83,9,0,0,0,0,0,12,480,2940,5492,0.5,14290,5492,2.5999999046325684
2015,67,구세군사관대학원대학교,대학원대학,사립,경기,-,43,9,34,10,4,8,6,71,2,859,24,0,11,4,5,44,931,0,98,26,46,1101,0,0,196,13,0,0,0,0,0,1,34,931,43,21.700000762939453,859,43,20.0
2015,68,국군간호사관학교,기타,기타,대전,-,0,0,0,0,0,0,554,554,0,36900,328,0,22,20,75,445,8583,0,1054,1825,841,12303,0,0,74,26,56,8,1,6,2,12,350,8583,0,0.0,36900,0,0.0
2015,69,국립강릉원주대학교,대학,국립,강원,B그룹,8869,8244,625,379,458,317,1236,11259,63,447790,5175,373,318,268,143,6277,42328,3876,4859,3383,1294,55740,0,0,3,152,35,149,102,710,151,34,1440,46204,8869,5.199999809265137,447790,8869,50.5
2015,70,국립경국대학교,대학,국립,경북,B그룹,8192,7523,669,304,468,288,293,9545,71,393888,4387,309,225,182,137,5240,40110,4775,3909,2533,2111,53438,0,0,81,322,255,103,20,484,99,76,2259,44885,8192,5.5,393888,8192,48.099998474121094
2015,71,국립공주대학교,대학,국립,충남,A그룹,17356,14595,2761,555,725,428,1405,20469,106,1163343,8967,1107,295,277,582,11228,75080,12191,3655,3844,5241,100011,0,0,840,320,214,112,169,279,211,28,791,87271,17356,5.0,1163343,17356,67.0
2015,72,국립군산대학교,대학,국립,전북,B그룹,9041,8350,691,343,284,298,0,9966,70,887125,3738,295,258,125,0,4416,32438,2455,4231,1667,0,40791,0,0,10512,9415,374,1,2,275,47,18,1416,34893,9041,3.9000000953674316,887125,9041,98.0999984741211
2015,73,국립금오공과대학교,대학,국립,경북,B그룹,7580,6946,634,217,210,200,178,8385,19,741938,4533,303,140,144,132,5252,42328,3175,1822,1891,943,50159,0,0,0,0,0,8,24,212,79,20,500,45503,7580,6.0,741938,7580,97.9000015258789
2015,74,국립목포대학교,대학,국립,전남,B그룹,9027,7933,1094,311,430,185,292,10245,58,726783,3871,440,173,125,89,4698,27258,3238,2426,1935,824,35681,0,0,780,1300,260,103,34,407,39,11,440,30496,9027,3.4000000953674316,726783,9027,80.5
2015,75,국립목포해양대학교,대학,국립,전남,C그룹,2714,2567,147,108,76,153,0,3051,15,57670,608,30,41,54,0,733,4391,226,537,644,0,5798,0,0,977,47,5,8,1,5,0,7,847,4617,2714,1.7000000476837158,57670,2714,21.200000762939453
2015,76,국립부경대학교,대학,국립,부산,A그룹,20223,17667,2556,592,816,430,712,22773,82,1670305,11593,1305,467,227,326,13918,98158,18113,7621,3779,3346,131017,0,0,3625,1104,69,169,146,855,283,45,1971,116271,20223,5.699999809265137,1670305,20223,82.5999984741211
2015,77,국립순천대학교,대학,국립,전남,B그룹,8655,7798,857,323,350,240,2280,11848,62,418470,5152,393,208,165,750,6668,48949,4881,5203,1993,7939,68965,0,0,312,34,58,0,0,656,38,2,1538,53830,8655,6.199999809265137,418470,8655,48.400001525878906
2015,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,44,0,44,20,54,7,0,125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,0,44,0.0,0,44,0.0
2015,79,국립창원대학교,대학,국립,경남,B그룹,10353,8877,1476,332,557,397,1592,13231,61,682266,6121,507,239,194,655,7716,50423,5220,4662,2816,5078,68199,0,0,267,198,21,61,59,290,49,36,1327,55643,10353,5.400000095367432,682266,10353,65.9000015258789
2015,80,국립한국교통대학교,대학,국립,충북,B그룹,9884,9240,644,314,443,213,135,10989,55,282962,5178,147,167,114,36,5642,40184,1346,2469,1688,415,46102,0,0,395,920,33,87,2,87,2,12,430,41530,9884,4.199999809265137,282962,9884,28.600000381469727
2015,81,국립한국해양대학교,대학,국립,부산,B그룹,7870,6955,915,266,438,242,150,8966,36,566602,4418,255,210,140,24,5047,34432,2865,3797,1969,241,43304,0,0,4248,2102,2967,64,43,504,105,9,707,37297,7870,4.699999809265137,566602,7870,72.0
2015,82,국립한밭대학교,대학,국립,대전,B그룹,9037,8486,551,256,459,187,423,10362,26,441105,4514,215,174,201,241,5345,32779,2001,8009,2887,2657,48333,0,0,5861,1652,248,13,40,110,5,5,2120,34780,9037,3.799999952316284,441105,9037,48.79999923706055
2015,83,국민대학교,대학,사립,서울,A그룹,18578,15617,2961,633,1168,450,406,21235,85,1013390,15374,2379,629,524,341,19247,102350,20956,8360,5026,1856,138548,0,0,1180,944,354,212,380,807,377,31,872,123306,18578,6.599999904632568,1013390,18578,54.5
2015,84,국방대학교,기타,기타,충남,-,0,0,0,0,0,0,2250,2250,0,42000,0,488,132,153,611,1384,0,11381,2044,3967,11160,28552,0,0,13634,7572,5233,29,21,9,11,7,650,11381,0,0.0,42000,0,0.0
2015,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,233,0,233,15,16,22,200,486,3,200,10,170,5,5,5,195,0,722,9,9,10,750,0,0,35,30,10,10,10,10,10,1,250,722,233,3.0999999046325684,200,233,0.8999999761581421
2015,86,국제대학교,전문대학,사립,경기,B그룹,4458,4458,0,109,343,59,2,4971,54,26165,631,0,39,33,2,705,2528,0,453,414,22,3417,0,0,449,12,6,0,0,0,0,18,720,2528,4458,0.6000000238418579,26165,4458,5.900000095367432
2015,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
