YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR
2023,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,7023,241,7264,9572,246,9818,0,0,0,0,0,0,0,0,0,132,0,132,130,0,9818,273,36.0,132,9818,1.399999976158142
2023,2,가야대학교,대학,사립,경남,C그룹,125947,47564,173511,188792,49721,238513,15,13,112253,0,28,112253,1520,57,1577,5124,703,5827,5413,0,238513,1937,123.0999984741211,5827,238513,2.5
2023,3,가천대학교,대학,사립,경기,A그룹,405787,159055,564842,987624,205034,1192658,34,42,85767,7,83,85767,6,0,6,20137,4852,24989,13633,0,1192658,22003,54.20000076293945,24989,1192658,2.0999999046325684
2023,4,가톨릭관동대학교,대학,사립,강원,B그룹,253112,176882,429994,525912,221798,747710,15,25,120659,2,42,120659,273,2,275,10051,2050,12101,7274,18317,747710,7331,102.0,12101,747710,1.600000023841858
2023,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,38746,11539,50285,54309,11990,66299,14,15,10370,0,29,10370,28,1,29,397,3,400,197,0,66299,468,141.6999969482422,400,66299,0.6000000238418579
2023,6,가톨릭대학교,대학,사립,경기,A그룹,453550,271904,725454,729585,421455,1151040,102,77,446792,5,184,446792,929,255,1184,23167,2400,25567,19994,29954,1151040,10504,109.5999984741211,25567,1151040,2.299999952316284
2023,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,66559,2270,68829,104023,3944,107967,13,11,64187,0,24,64187,147,0,147,2804,75,2879,2608,8261,107967,1850,58.400001525878906,2879,107967,2.700000047683716
2023,8,감리교신학대학교,대학,사립,서울,C그룹,65939,119721,185660,100985,136873,237858,9,7,76492,4,20,76492,38,10,48,2545,182,2727,2610,957,237858,1267,187.6999969482422,2727,237858,1.2000000476837158
2023,9,강남대학교,대학,사립,경기,B그룹,279258,80280,359538,428285,141187,569472,18,17,54348,1,36,54348,100,0,100,3926,1428,5354,2949,0,569472,6719,84.80000305175781,5354,569472,0.8999999761581421
2023,10,강동대학교,전문대학,사립,충북,B그룹,114816,1314,116130,141251,1399,142650,10,15,119621,0,25,119621,24,0,24,2144,298,2442,2083,0,142650,2972,48.0,2442,142650,1.7000000476837158
2023,11,강릉영동대학교,전문대학,사립,강원,B그룹,57949,12072,70021,88467,12099,100566,1,1,80790,0,2,80790,180,0,180,1098,379,1477,1070,0,100566,2330,43.20000076293945,1477,100566,1.5
2023,12,강서대학교,대학,사립,서울,C그룹,75429,20561,95990,97580,22737,120317,16,21,73129,3,40,73129,125,30,155,1062,1322,2384,2373,0,120317,1787,67.30000305175781,2384,120317,2.0
2023,13,강원관광대학교,전문대학,사립,강원,C그룹,38903,235,39138,48029,272,48301,1,0,2237,0,1,2237,0,0,0,0,0,0,0,0,48301,415,116.4000015258789,0,48301,0.0
2023,14,강원대학교,대학,국립,강원,A그룹,859882,203790,1063672,1290050,322970,1613020,50,64,159399,1,115,159399,487,158,645,37466,5416,42882,37809,21224,1613020,21291,75.80000305175781,42882,1613020,2.700000047683716
2023,15,강원도립대학교,전문대학,공립,강원,C그룹,47943,1889,49832,58405,2102,60507,8,7,63957,1,16,63957,52,0,52,1577,0,1577,1281,2761,60507,552,109.5999984741211,1577,60507,2.700000047683716
2023,16,개신대학원대학교,대학원대학,사립,서울,-,18155,1060,19215,23950,1646,25596,2,1,86,0,3,86,45,1,46,333,21,354,340,300,25596,176,145.39999389648438,354,25596,1.399999976158142
2023,17,거제대학교,전문대학,사립,경남,C그룹,57765,1726,59491,73721,1834,75555,1,1,3310,0,2,3310,100,0,100,2311,942,3253,3253,0,75555,991,76.19999694824219,3253,75555,4.5
2023,18,건국대학교,대학,사립,서울,A그룹,448631,148343,596974,975919,197391,1173310,24,21,76223,3,48,76223,443,188,631,22923,6491,29414,17208,198771,1173310,19890,59.0,29414,1173310,2.5999999046325684
2023,19,건국대학교(글로컬),대학,사립,충북,B그룹,294444,112982,407426,573591,135487,709078,18,29,208976,1,48,208976,185,204,389,15266,563,15829,8256,31565,709078,7113,99.6999969482422,15829,709078,2.299999952316284
2023,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2023,21,건신대학원대학교,대학원대학,사립,대전,-,12351,3495,15846,17969,5078,23047,2,0,60,0,2,60,8,0,8,243,103,346,321,81,23047,156,147.6999969482422,346,23047,1.5
2023,22,건양대학교,대학,사립,충남,B그룹,221135,36658,257793,363266,138990,502256,21,15,320569,0,36,320569,0,0,0,9173,669,9842,8715,0,502256,7062,71.0999984741211,9842,502256,2.0
2023,23,경기과학기술대학교,전문대학,사립,경기,A그룹,81277,48957,130234,113079,49189,162268,13,9,112980,0,22,112980,76,0,76,5134,0,5134,4269,0,162268,4411,36.79999923706055,5134,162268,3.299999952316284
2023,24,경기대학교,대학,사립,경기,A그룹,646354,94270,740624,1174010,177359,1351369,29,31,109861,7,67,109861,505,6,511,9709,6657,16366,12598,0,1351369,15481,87.30000305175781,16366,1351369,1.2000000476837158
2023,25,경남대학교,대학,사립,경남,A그룹,536753,194927,731680,799235,223115,1022350,24,26,169756,0,50,169756,371,148,519,19453,1532,20985,19139,12602,1022350,11331,90.1999969482422,20985,1022350,2.0999999046325684
2023,26,경남도립거창대학,전문대학,공립,경남,C그룹,32531,754,33285,46032,832,46864,1,1,3586,0,2,3586,19,0,19,1273,0,1273,1126,0,46864,844,55.5,1273,46864,2.799999952316284
2023,27,경남도립남해대학,전문대학,공립,경남,C그룹,32398,624,33022,37236,667,37903,0,0,584,0,0,584,60,0,60,1284,32,1316,1290,0,37903,805,47.09999847412109,1316,37903,3.5999999046325684
2023,28,경남정보대학교,전문대학,사립,부산,A그룹,138217,6184,144401,233564,7207,240771,3,2,23896,0,5,23896,81,0,81,6136,842,6978,5053,10531,240771,6010,40.09999847412109,6978,240771,3.0
2023,29,경동대학교,대학,사립,강원,B그룹,274080,20009,294089,375992,30072,406064,14,12,48977,2,28,48977,9,3,12,15736,3458,19194,17064,0,406064,7067,57.5,19194,406064,5.0
2023,30,경민대학교,전문대학,사립,경기,B그룹,87648,5328,92976,133828,6198,140026,7,5,69900,1,13,69900,44,8,52,3939,661,4600,3298,0,140026,3790,36.900001525878906,4600,140026,3.400000095367432
2023,31,경복대학교,전문대학,사립,경기,A그룹,103075,25693,128768,137427,26030,163457,3,3,60238,0,6,60238,14,2,16,7431,500,7931,4897,0,163457,6134,26.600000381469727,7931,163457,5.099999904632568
2023,32,경북과학대학교,전문대학,사립,경북,C그룹,57232,11967,69199,79094,13744,92838,2,0,3925,0,2,3925,66,0,66,0,575,575,437,0,92838,1834,50.59999847412109,575,92838,0.6000000238418579
2023,33,경북대학교,대학,국립,대구,A그룹,882704,668490,1551194,2310821,1163190,3474011,50,59,794891,3,112,794891,876,361,1237,37891,7903,45794,25924,18053,3474011,26917,129.10000610351562,45794,3474011,1.2999999523162842
2023,34,경북보건대학교,전문대학,사립,경북,C그룹,36634,630,37264,42533,668,43201,2,2,9938,0,4,9938,0,0,0,1351,0,1351,1191,0,43201,1250,34.599998474121094,1351,43201,3.200000047683716
2023,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2023,36,경북전문대학교,전문대학,사립,경북,B그룹,99684,10099,109783,132009,12567,144576,1,1,11290,0,2,11290,128,2,130,2757,1045,3802,3423,0,144576,2643,54.70000076293945,3802,144576,2.700000047683716
2023,37,경상국립대학교,대학,국립,경남,A그룹,623500,287572,911072,1203080,454129,1657209,49,56,102846,3,108,102846,304,145,449,31515,10382,41897,26480,20,1657209,20144,82.30000305175781,41897,1657209,2.5999999046325684
2023,38,경성대학교,대학,사립,부산,A그룹,453797,170603,624400,758161,217767,975928,18,29,123486,0,47,123486,119,0,119,6068,4061,10129,7032,71750,975928,12391,78.80000305175781,10129,975928,1.0
2023,39,경안대학원대학교,대학원대학,사립,경북,-,7702,0,7702,8566,0,8566,0,0,0,0,0,0,2,0,2,13,29,42,38,42,8566,48,178.5,42,8566,0.5
2023,40,경운대학교,대학,사립,경북,C그룹,203088,27583,230671,415253,35628,450881,17,13,123284,0,30,123284,244,18,262,6802,1601,8403,4893,7,450881,4345,103.8000030517578,8403,450881,1.899999976158142
2023,41,경인교육대학교,대학,국립,인천,C그룹,222899,32348,255247,558257,39951,598208,19,18,89592,2,39,89592,134,0,134,9771,1734,11505,6546,18199,598208,3844,155.60000610351562,11505,598208,2.0
2023,42,경인여자대학교,전문대학,사립,인천,B그룹,115190,32179,147369,222912,32544,255456,15,13,105109,0,28,105109,86,5,91,6112,1481,7593,6795,1565,255456,4170,61.29999923706055,7593,255456,3.0999999046325684
2023,43,경일대학교,대학,사립,경북,B그룹,194857,130798,325655,397637,140240,537877,18,17,149773,9,44,149773,292,2,294,9306,969,10275,4945,0,537877,7123,75.5,10275,537877,1.899999976158142
2023,44,경찰대학,기타,기타,충남,-,133674,38129,171803,167934,51887,219821,0,9,0,0,9,0,92,22,114,4482,1252,5734,5959,0,219821,0,0.0,5734,219821,2.700000047683716
2023,45,경희대학교,대학,사립,서울,A그룹,986928,398936,1385864,2025879,644259,2670138,64,51,560113,6,121,560113,39,39,78,38242,6708,44950,41396,6760,2670138,34414,77.5999984741211,44950,2670138,1.7000000476837158
2023,46,계명대학교,대학,사립,대구,A그룹,551917,351834,903751,1603707,487820,2091527,45,55,447710,3,103,447710,1375,212,1587,27620,3694,31314,23723,54575,2091527,22716,92.0999984741211,31314,2091527,1.5
2023,47,계명문화대학교,전문대학,사립,대구,A그룹,162958,8118,171076,208200,11340,219540,13,11,14244,1,25,14244,30,0,30,3730,197,3927,3874,9459,219540,4534,48.400001525878906,3927,219540,1.7999999523162842
2023,48,계약신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2023,49,계원예술대학교,전문대학,사립,경기,B그룹,82735,36739,119474,93474,37459,130933,5,3,7263,3,11,7263,8,20,28,1567,9,1576,1568,0,130933,2804,46.70000076293945,1576,130933,1.2000000476837158
2023,50,고려대학교,대학,사립,서울,A그룹,690044,1127005,1817049,1550287,1706749,3257036,63,93,1198299,9,165,1198299,704,1129,1833,37578,10460,48038,37082,45,3257036,29444,110.5999984741211,48038,3257036,1.5
2023,51,고려대학교(세종),대학,사립,세종,B그룹,256756,53463,310219,383740,85743,469483,4,10,13407,7,21,13407,118,80,198,4100,1413,5513,4783,104342,469483,7309,64.19999694824219,5513,469483,1.2000000476837158
2023,52,고려사이버대학교,대학,사립,서울,A그룹,6024,38415,44439,13426,38415,51841,0,1,44439,0,1,44439,0,0,0,564,0,564,430,0,51841,10531,4.900000095367432,564,51841,1.100000023841858
2023,53,고신대학교,대학,사립,부산,C그룹,236003,104896,340899,315228,138535,453763,18,18,7800,3,39,7800,346,58,404,4386,2687,7073,5676,33858,453763,4405,103.0,7073,453763,1.600000023841858
2023,54,공군사관학교,기타,기타,충북,-,210479,38843,249322,215958,38843,254801,16,16,63043,0,32,63043,149,10,159,5978,1715,7693,6443,12154,254801,0,0.0,7693,254801,3.0999999046325684
2023,55,공주교육대학교,대학,국립,충남,C그룹,126702,6665,133367,322431,22399,344830,13,16,64272,0,29,64272,86,0,86,5510,209,5719,2726,0,344830,1970,175.0,5719,344830,1.7000000476837158
2023,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,8614,110394,119008,16567,110394,126961,1,5,85664,1,7,85664,0,0,0,15819,0,15819,15759,0,126961,1297,97.9000015258789,15819,126961,14.199999809265137
2023,57,광신대학교,대학,사립,광주,C그룹,63470,60030,123500,104429,66346,170775,7,8,67304,0,15,67304,124,13,137,471,249,720,422,0,170775,964,177.1999969482422,720,170775,0.4000000059604645
2023,58,광양보건대학교,전문대학,사립,전남,C그룹,23452,476,23928,39927,542,40469,0,0,451,0,0,451,43,0,43,10,10,20,9,0,40469,160,252.8999938964844,20,40469,0.0
2023,59,광운대학교,대학,사립,서울,B그룹,342217,97579,439796,659641,150135,809776,24,25,125155,1,50,125155,162,22,184,17199,3527,20726,15381,14,809776,9807,82.5999984741211,20726,809776,2.5999999046325684
2023,60,광주가톨릭대학교,대학,사립,전남,C그룹,94535,84835,179370,136557,99920,236477,3,11,94666,5,19,94666,45,65,110,1496,648,2144,2031,0,236477,94,2515.699951171875,2144,236477,0.8999999761581421
2023,61,광주과학기술원,대학,국립,광주,C그룹,68732,90515,159247,88990,109371,198361,17,12,62029,1,30,62029,0,0,0,1382,759,2141,2325,834,198361,2020,98.1999969482422,2141,198361,1.100000023841858
2023,62,광주교육대학교,대학,국립,광주,C그룹,177055,27478,204533,254063,32672,286735,4,11,74787,0,15,74787,34,10,44,7557,2507,10064,6615,48512,286735,1795,159.6999969482422,10064,286735,3.5999999046325684
2023,63,광주대학교,대학,사립,광주,B그룹,315615,63224,378839,549994,108606,658600,16,18,122193,3,37,122193,172,18,190,15871,4010,19881,15244,0,658600,6776,97.1999969482422,19881,658600,3.0999999046325684
2023,64,광주보건대학교,전문대학,사립,광주,B그룹,106230,5565,111795,193142,8099,201241,2,2,12255,2,6,12255,37,6,43,1326,434,1760,1085,0,201241,3639,55.29999923706055,1760,201241,0.8999999761581421
2023,65,광주여자대학교,대학,사립,광주,C그룹,178418,37713,216131,274066,45229,319295,18,17,147812,1,36,147812,72,0,72,8294,2037,10331,7518,15188,319295,3973,80.4000015258789,10331,319295,3.299999952316284
2023,66,구미대학교,전문대학,사립,경북,A그룹,54318,485,54803,209360,2850,212210,1,1,19397,0,2,19397,71,0,71,3906,214,4120,3293,0,212210,5259,40.400001525878906,4120,212210,2.0
2023,67,구세군사관대학원대학교,대학원대학,사립,경기,-,25064,2031,27095,25064,2031,27095,1,0,0,0,1,0,45,3,48,264,57,321,180,0,27095,22,1231.5999755859375,321,27095,1.2000000476837158
2023,68,국군간호사관학교,기타,기타,대전,-,61784,885,62669,68727,1077,69804,14,21,57341,3,38,57341,179,6,185,2059,1176,3235,2503,644,69804,0,0.0,3235,69804,4.900000095367432
2023,69,국립강릉원주대학교,대학,국립,강원,B그룹,370707,88803,459510,663015,138263,801278,20,25,15967,4,49,15967,465,14,479,13537,4011,17548,16578,0,801278,7813,102.5999984741211,17548,801278,2.200000047683716
2023,70,국립경국대학교,대학,국립,경북,B그룹,381815,83591,465406,791816,124836,916652,21,21,202207,5,47,202207,116,4,120,15079,4593,19672,13714,24,916652,6376,143.8000030517578,19672,916652,2.200000047683716
2023,71,국립공주대학교,대학,국립,충남,A그룹,464510,92432,556942,1123087,169493,1292580,31,33,316672,0,64,316672,428,39,467,12468,5707,18175,13047,1813,1292580,14786,87.4000015258789,18175,1292580,1.399999976158142
2023,72,국립군산대학교,대학,국립,전북,B그룹,308734,48944,357678,644438,97190,741628,22,20,74241,4,46,74241,320,36,356,8177,4530,12707,9602,0,741628,7502,98.9000015258789,12707,741628,1.7000000476837158
2023,73,국립금오공과대학교,대학,국립,경북,B그룹,218262,70958,289220,468550,98492,567042,30,25,323714,4,59,323714,88,11,99,17388,2297,19685,14016,8,567042,5790,97.9000015258789,19685,567042,3.5999999046325684
2023,74,국립목포대학교,대학,국립,전남,B그룹,259020,123858,382878,508366,159864,668230,23,30,112171,2,55,112171,344,14,358,8759,41430,50189,47259,0,668230,7190,92.9000015258789,50189,668230,8.100000381469727
2023,75,국립목포해양대학교,대학,국립,전남,C그룹,110948,15428,126376,225813,21795,247608,16,15,75567,4,35,75567,126,0,126,5101,474,5575,2997,0,247608,2622,94.4000015258789,5575,247608,2.299999952316284
2023,76,국립부경대학교,대학,국립,부산,A그룹,382587,158274,540861,1036888,300555,1337443,36,37,368227,5,78,368227,222,61,283,21964,8358,30322,20999,0,1337443,17563,76.19999694824219,30322,1337443,2.299999952316284
2023,77,국립순천대학교,대학,국립,전남,B그룹,365443,115385,480828,665106,162670,827776,25,33,133039,8,66,133039,389,5,394,20419,4570,24989,18677,14,827776,7353,112.5999984741211,24989,827776,3.0999999046325684
2023,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,1561,777,2338,1962,777,2739,0,0,1068,0,0,1068,0,0,0,330,0,330,241,0,2739,62,44.20000076293945,330,2739,13.699999809265137
2023,79,국립창원대학교,대학,국립,경남,B그룹,322351,145645,467996,568347,202061,770408,26,36,115961,2,64,115961,363,92,455,22267,1671,23938,22548,0,770408,8716,88.4000015258789,23938,770408,3.200000047683716
2023,80,국립한국교통대학교,대학,국립,충북,B그룹,276356,88608,364964,649440,105600,755040,17,14,127510,0,31,127510,42,21,63,37488,1244,38732,19212,0,755040,8508,88.69999694824219,38732,755040,5.400000095367432
2023,81,국립한국해양대학교,대학,국립,부산,B그룹,213452,95965,309417,450347,153234,603581,19,31,18772,1,51,18772,194,34,228,3998,4325,8323,4335,0,603581,7064,85.4000015258789,8323,603581,1.399999976158142
2023,82,국립한밭대학교,대학,국립,대전,B그룹,263124,92210,355334,567075,114587,681662,17,24,253796,3,44,253796,95,13,108,12851,6250,19101,12593,0,681662,8786,77.5999984741211,19101,681662,2.900000095367432
2023,83,국민대학교,대학,사립,서울,A그룹,483028,212716,695744,1166087,298293,1464380,34,35,394825,6,75,394825,512,101,613,18100,3645,21745,19276,30056,1464380,18017,81.30000305175781,21745,1464380,1.5
2023,84,국방대학교,기타,기타,충남,-,201191,78566,279757,375821,133428,509249,0,29,1301,177,206,1301,247,50,297,6774,1894,8668,5394,0,509249,0,0.0,8668,509249,1.7000000476837158
2023,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,5000,136,5136,5953,180,6133,2,0,0,0,2,0,4,0,4,85,192,277,168,0,6133,282,21.700000762939453,277,6133,4.699999809265137
2023,86,국제대학교,전문대학,사립,경기,B그룹,53998,7725,61723,117230,34263,151493,13,12,134889,1,26,134889,99,0,99,1121,0,1121,553,0,151493,3107,48.79999923706055,1121,151493,0.699999988079071
2023,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2023,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,1289,2708,3997,2148,4565,6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713,180,37.29999923706055,0,6713,0.0
2023,89,국제사이버대학교,대학,사립,경기,C그룹,1280,0,1280,9980,0,9980,0,0,1280,0,0,1280,0,0,0,182,0,182,80,0,9980,3356,3.0,182,9980,1.899999976158142
2023,90,국제언어대학원대학교,대학원대학,사립,서울,-,2967,12338,15305,3888,13447,17335,0,0,130,0,0,130,0,73,73,0,4,4,4,0,17335,85,203.8999938964844,4,17335,0.0
2023,91,국제예술대학교,기타,기타,서울,-,1072,32,1104,1086,32,1118,0,0,0,0,0,0,0,0,0,28,4,32,32,0,1118,0,0.0,32,1118,2.900000095367432
2023,92,군산간호대학교,전문대학,사립,전북,C그룹,26222,4800,31022,34967,4841,39808,2,5,65150,0,7,65150,25,0,25,1214,203,1417,1062,2678,39808,1149,34.599998474121094,1417,39808,3.700000047683716
2023,93,군장대학교,전문대학,사립,전북,C그룹,63789,244,64033,97910,322,98232,1,1,14317,12,14,14317,15,0,15,1263,0,1263,1263,0,98232,1741,56.400001525878906,1263,98232,1.2999999523162842
2023,94,극동대학교,대학,사립,충북,C그룹,169109,44983,214092,275085,52782,327867,15,12,172181,5,32,172181,73,0,73,2044,927,2971,2160,0,327867,3073,106.6999969482422,2971,327867,0.8999999761581421
2023,95,글로벌사이버대학교,대학,사립,충남,C그룹,1237,0,1237,2244,0,2244,0,1,1237,0,1,1237,0,0,0,62,0,62,51,0,2244,2280,1.0,62,2244,2.799999952316284
2023,96,금강대학교,대학,사립,충남,C그룹,68776,16337,85113,109685,28983,138668,0,3,658,0,3,658,22,0,22,713,2644,3357,1364,0,138668,227,610.9000244140625,3357,138668,2.5
2023,97,기독간호대학교,전문대학,사립,광주,C그룹,20275,2903,23178,29415,3681,33096,2,1,591,0,3,591,50,0,50,746,121,867,847,3572,33096,600,55.20000076293945,867,33096,2.700000047683716
2023,98,김천대학교,대학,사립,경북,C그룹,119483,159372,278855,171754,160445,332199,16,15,239328,0,31,239328,97,0,97,10395,1492,11887,9546,2,332199,2693,123.4000015258789,11887,332199,3.700000047683716
2023,99,김포대학교,전문대학,사립,경기,C그룹,73213,4995,78208,118959,5835,124794,1,1,10610,1,3,10610,0,0,0,52,0,52,48,0,124794,2039,61.20000076293945,52,124794,0.0
2023,100,김해대학교,전문대학,사립,경남,C그룹,32382,641,33023,42033,351,42384,1,1,997,0,2,997,6,0,6,1560,292,1852,1831,0,42384,1440,29.399999618530277,1852,42384,4.599999904632568
2023,101,나사렛대학교,대학,사립,충남,B그룹,207261,115702,322963,302575,122106,424681,19,19,181668,2,40,181668,111,1,112,8236,679,8915,6727,0,424681,5101,83.30000305175781,8915,424681,2.0999999046325684
2023,102,나주대학교,전문대학,사립,전남,C그룹,28128,248,28376,32234,302,32536,0,0,3291,0,0,3291,98,1,99,546,56,602,4417,0,32536,1307,24.899999618530277,602,32536,1.899999976158142
2023,103,남부대학교,대학,사립,광주,C그룹,66239,9000,75239,123275,9168,132443,15,20,23135,0,35,23135,147,5,152,4395,617,5012,4412,0,132443,3434,38.59999847412109,5012,132443,3.900000095367432
2023,104,남서울대학교,대학,사립,충남,B그룹,326269,122968,449237,657387,264837,922224,16,26,236543,0,42,236543,423,22,445,22214,260,22474,16362,0,922224,9739,94.6999969482422,22474,922224,2.5
2023,105,농협대학교,전문대학,사립,경기,C그룹,34920,4508,39428,41887,4909,46796,2,0,1392,0,2,1392,38,0,38,874,75,949,885,0,46796,399,117.3000030517578,949,46796,2.0999999046325684
2023,106,능인대학원대학교,대학원대학,사립,경기,-,5882,251,6133,7237,681,7918,6,9,56882,0,15,56882,21,0,21,0,1332,1332,1310,0,7918,34,232.8999938964844,1332,7918,20.200000762939453
2023,107,단국대학교,대학,사립,경기,A그룹,1032042,308611,1340653,1561223,480954,2042177,26,27,92321,4,57,92321,1031,112,1143,25475,6887,32362,23748,22539,2042177,26277,77.69999694824219,32362,2042177,1.600000023841858
2023,108,대경대학교,전문대학,사립,경북,B그룹,57275,4508,61783,158515,4913,163428,8,9,28932,2,19,28932,55,0,55,4141,764,4905,2313,0,163428,3767,43.400001525878906,4905,163428,3.0999999046325684
2023,109,대구가톨릭대학교,대학,사립,경북,A그룹,554681,268517,823198,991712,371200,1362912,49,36,170040,0,85,170040,576,58,634,12401,1963,14364,10290,1194,1362912,12663,107.5999984741211,14364,1362912,1.100000023841858
2023,110,대구경북과학기술원,대학,국립,대구,C그룹,74637,157692,232329,83792,172150,255942,50,32,418475,0,82,418475,0,0,0,9849,1319,11168,10779,0,255942,1664,153.8000030517578,11168,255942,4.599999904632568
