Year,ID,SchName,SchType,FoundType,Region,UnivScale,VolunteerUserCnt_StCountPrev,VolunteerUserCnt_VolunteerTC_Undergrad,VolunteerUserCnt_VolunteerTC_GradSt,VolunteerUserCnt_VolunteerTC_FullFaculty,VolunteerUserCnt_VolunteerTC_PartFaculty,VolunteerUserCnt_VolunteerTC_Staff,VolunteerUserCnt_VolunteerTC_Other,VolunteerUserCnt_VolunteerTC_TotalSum,VolunteerUserCnt_DeptCnt,VolunteerUserCnt_UserCnt_LibUserCnt,LoanStatus_LoanUserCnt_Undergrad,LoanStatus_LoanUserCnt_GradSt,LoanStatus_LoanUserCnt_Faculty,LoanStatus_LoanUserCnt_Staff,LoanStatus_LoanUserCnt_Other,LoanStatus_LoanUserCnt_TotalSum,LoanStatus_LoanBookCnt_Undergrad,LoanStatus_LoanBookCnt_GradSt,LoanStatus_LoanBookCnt_Faculty,LoanStatus_LoanBookCnt_Staff,LoanStatus_LoanBookCnt_Other,LoanStatus_LoanBookCnt_TotalSum,RefCollab_RefBefore2010_Request,RefCollab_RefBefore2010_Provided,RefCollab_RefAfter2010_Consultation,RefCollab_RefAfter2010_Phone,RefCollab_RefAfter2010_Online,RefCollab_RefLoan_Request,RefCollab_RefLoan_Provided,RefCollab_RefCopy_Request,RefCollab_RefCopy_Provided,UserEdu_EduCount,UserEdu_EduPartCnt,LoanPerSt_LoanBookCnt,LoanPerSt_StCountPrev,LoanPerSt_LoanPerSt,VisitPerSt_VisitCnt,VisitPerSt_StCountPrev,VisitPerSt_VisitPerSt
2018,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,322,322,0,17,11,25,0,375,5,383,214,0,0,45,0,259,383,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,383,322,1.2000000476837158,383,322,1.2000000476837158
2018,2,가야대학교,대학,사립,경남,C그룹,2684,2572,112,95,96,71,1,2947,15,59711,765,12,40,29,0,846,7584,70,1096,830,825,10405,0,0,38,18,23,26,7,3,0,4,288,7654,2684,2.900000095367432,59711,2684,22.200000762939453
2018,3,가천대학교,대학,사립,경기,A그룹,20422,18309,2113,870,1185,332,785,23594,61,1050618,7535,465,203,156,174,8533,52789,4546,3156,1976,8122,70589,0,0,4276,3234,858,139,172,655,118,53,444,57335,20422,2.799999952316284,1050618,20422,51.400001525878906
2018,4,가톨릭관동대학교,대학,사립,강원,B그룹,8750,8341,409,508,321,174,119,9872,75,452857,2323,70,164,132,88,2777,22756,1071,3205,2510,1043,30585,0,0,6000,3981,26,5,117,332,67,9,139,23827,8750,2.700000047683716,452857,8750,51.79999923706055
2018,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,504,463,41,22,30,38,3,597,2,40206,338,12,20,20,3,393,2465,77,385,366,88,3381,0,0,18,12,9,0,0,0,1,2,114,2542,504,5.0,40206,504,79.80000305175781
2018,6,가톨릭대학교,대학,사립,경기,A그룹,10529,7829,2700,1155,1216,503,2183,15586,47,1480904,6179,877,2042,207,1025,10330,77018,22609,25241,5865,18155,148888,0,0,7009,6301,2659,796,2727,2958,1362,114,2459,99627,10529,9.5,1480904,10529,140.6999969482422
2018,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,1931,1931,0,59,135,61,62,2248,33,115687,763,0,30,45,20,858,7366,0,501,509,1832,10208,0,0,28,3,0,0,1,3,0,16,635,7366,1931,3.799999952316284,115687,1931,59.900001525878906
2018,8,감리교신학대학교,대학,사립,서울,C그룹,1535,835,700,26,99,34,240,1934,7,2500,654,630,99,23,91,1497,10824,21395,3611,590,1332,37752,0,0,155,120,55,11,37,19,49,6,347,32219,1535,21.0,2500,1535,1.600000023841858
2018,9,강남대학교,대학,사립,경기,B그룹,7101,6719,382,241,263,117,67,7789,24,212021,3300,150,100,153,55,3758,21086,1243,134,3976,262,26701,0,0,33,31,15,24,54,66,30,0,0,22329,7101,3.0999999046325684,212021,7101,29.899999618530277
2018,10,강동대학교,전문대학,사립,충북,B그룹,3879,3879,0,108,246,60,3,4296,60,57869,397,0,20,34,3,454,2252,0,81,876,0,3209,0,0,446,66,0,0,0,0,0,1,151,2252,3879,0.6000000238418579,57869,3879,14.899999618530272
2018,11,강릉영동대학교,전문대학,사립,강원,B그룹,2944,2944,0,90,137,54,68,3293,37,0,1205,0,62,34,33,1334,7213,0,977,402,1537,10129,0,0,4,1,0,0,0,2,0,0,0,7213,2944,2.5,0,2944,0.0
2018,12,강서대학교,대학,사립,서울,C그룹,1550,1382,168,50,106,46,304,2056,21,6426,240,69,36,22,36,403,1405,889,582,138,1032,4046,0,0,659,268,5,1,42,1,2,4,151,2294,1550,1.5,6426,1550,4.099999904632568
2018,13,강원관광대학교,전문대학,사립,강원,C그룹,1220,1220,0,36,69,34,0,1359,31,21550,262,0,12,9,0,283,1220,0,64,54,0,1338,0,0,2444,450,75,0,0,0,0,10,310,1220,1220,1.0,21550,1220,17.700000762939453
2018,14,강원대학교,대학,국립,강원,A그룹,22949,20168,2781,1003,1335,681,1722,27690,116,1875604,8897,1258,689,407,699,11950,56114,11052,8311,4338,19186,99001,0,0,2258,6671,947,1036,465,1478,7853,104,1943,67166,22949,2.900000095367432,1875604,22949,81.69999694824219
2018,15,강원도립대학교,전문대학,공립,강원,C그룹,784,784,0,31,70,53,25,963,17,2450,206,0,19,43,25,293,1072,0,253,964,2606,4895,0,0,103,0,0,0,0,5,0,0,0,1072,784,1.399999976158142,2450,784,3.0999999046325684
2018,16,개신대학원대학교,대학원대학,사립,서울,-,168,0,168,6,21,7,199,401,9,8500,0,45,11,3,28,87,0,602,214,24,216,1056,0,0,50,30,60,5,0,2,0,0,0,602,168,3.5999999046325684,8500,168,50.59999847412109
2018,17,거제대학교,전문대학,사립,경남,C그룹,1143,1143,0,43,75,47,26,1334,15,52275,413,0,50,41,13,517,2981,0,1194,695,235,5105,0,0,6,2,7,7,0,66,0,11,184,2981,1143,2.5999999046325684,52275,1143,45.70000076293945
2018,18,건국대학교,대학,사립,서울,A그룹,19861,15552,4309,702,1340,451,21530,43884,67,1947311,9919,2541,716,503,3268,16947,81082,28558,12623,6065,40321,168649,0,0,0,0,0,91,209,971,275,14,280,109640,19861,5.5,1947311,19861,98.0
2018,19,건국대학교(글로컬),대학,사립,충북,B그룹,8223,7721,502,483,315,158,3110,12289,45,439057,4323,156,190,192,187,5048,37457,1503,3872,2338,11046,56216,0,0,89,151,62,40,124,376,22,38,2494,38960,8223,4.699999809265137,439057,8223,53.400001525878906
2018,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,21,건신대학원대학교,대학원대학,사립,대전,-,144,0,144,12,16,7,917,1096,6,2864,0,71,10,3,16,100,0,1093,194,18,102,1407,0,0,0,0,0,0,0,0,0,0,0,1093,144,7.599999904632568,2864,144,19.899999618530277
2018,22,건양대학교,대학,사립,충남,B그룹,8346,7786,560,396,221,168,1081,10212,53,600916,5083,187,223,240,225,5958,47875,1928,5060,3785,3946,62594,0,0,170,343,1123,8,47,628,265,10,230,49803,8346,6.0,600916,8346,72.0
2018,23,경기과학기술대학교,전문대학,사립,경기,A그룹,4413,4413,0,119,211,62,519,5324,62,310439,1219,0,76,59,14,1368,5123,0,775,513,1880,8291,0,0,45,2,0,24,242,0,0,12,51,5123,4413,1.2000000476837158,310439,4413,70.30000305175781
2018,24,경기대학교,대학,사립,경기,A그룹,16084,13979,2105,513,892,244,7027,24760,83,471056,8380,893,375,352,481,10481,58625,7567,6150,4245,31131,107718,0,0,955,8872,1449,166,332,1531,193,34,1480,66192,16084,4.099999904632568,471056,16084,29.299999237060547
2018,25,경남대학교,대학,사립,경남,A그룹,13068,11967,1101,456,491,218,1712,15945,54,493363,4305,470,342,132,388,5637,31043,5931,7080,3815,15907,63776,0,0,8930,4383,98,60,196,283,119,31,989,36974,13068,2.799999952316284,493363,13068,37.79999923706055
2018,26,경남도립거창대학,전문대학,공립,경남,C그룹,837,837,0,30,79,47,13,1006,17,7328,233,0,49,20,2,304,1700,0,1232,236,67,3235,0,0,0,0,0,0,0,0,0,2,50,1700,837,2.0,7328,837,8.800000190734863
2018,27,경남도립남해대학,전문대학,공립,경남,C그룹,751,751,0,23,65,39,0,878,14,17000,182,0,31,35,0,248,733,0,591,476,0,1800,0,0,0,0,0,0,0,0,0,0,0,733,751,1.0,17000,751,22.600000381469727
2018,28,경남정보대학교,전문대학,사립,부산,A그룹,6898,6898,0,185,421,142,59,7705,65,185453,866,0,89,46,9,1010,3722,0,876,569,1591,6758,0,0,63,92,13,0,0,0,1,7,324,3722,6898,0.5,185453,6898,26.899999618530277
2018,29,경동대학교,대학,사립,강원,B그룹,7737,7737,0,246,143,111,300,8537,47,149311,1401,0,59,3,12,1475,16353,0,221,608,488,17670,0,0,700,1000,90,0,0,0,0,4,345,16353,7737,2.0999999046325684,149311,7737,19.299999237060547
2018,30,경민대학교,전문대학,사립,경기,B그룹,4536,4536,0,129,311,91,126,5193,93,53739,1745,0,80,53,44,1922,15709,0,1802,1434,1306,20251,0,0,27,54,5,3,0,20,0,29,2330,15709,4536,3.5,53739,4536,11.800000190734863
2018,31,경복대학교,전문대학,사립,경기,A그룹,6470,6470,0,176,373,62,17,7098,88,77877,1710,0,57,23,17,1807,17728,0,849,491,81,19149,0,0,250,200,2,0,0,3,0,0,0,17728,6470,2.700000047683716,77877,6470,12.0
2018,32,경북과학대학교,전문대학,사립,경북,C그룹,1689,1689,0,58,126,36,0,1909,95,7834,53,0,11,2,0,66,796,0,217,79,0,1092,0,0,2,2,0,0,0,0,0,0,0,796,1689,0.5,7834,1689,4.599999904632568
2018,33,경북대학교,대학,국립,대구,A그룹,29278,23096,6182,1270,1715,754,38235,71252,150,1524496,10101,2763,1290,612,8009,22775,85850,36500,20544,7706,98692,249292,0,0,100538,44395,3185,580,1163,2258,5523,104,2349,122350,29278,4.199999809265137,1524496,29278,52.09999847412109
2018,34,경북보건대학교,전문대학,사립,경북,C그룹,1272,1272,0,40,78,32,0,1422,16,0,436,0,31,25,0,492,5609,0,625,555,0,6789,0,0,5,2,0,1,0,35,0,12,271,5609,1272,4.400000095367432,0,1272,0.0
2018,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,36,경북전문대학교,전문대학,사립,경북,B그룹,2798,2798,0,78,147,59,0,3082,55,98096,537,0,23,55,0,615,2346,0,321,701,0,3368,0,0,708,148,24,0,0,0,0,24,1009,2346,2798,0.800000011920929,98096,2798,35.099998474121094
2018,37,경상국립대학교,대학,국립,경남,A그룹,22060,19243,2817,992,1128,566,2910,27656,123,1140611,10870,763,672,407,1901,14613,85115,7887,11748,5653,20543,130946,0,0,10609,9857,812,317,269,1169,2629,120,3913,93002,22060,4.199999809265137,1140611,22060,51.70000076293945
2018,38,경성대학교,대학,사립,부산,A그룹,12966,12286,680,451,542,236,5550,19745,44,602061,4508,255,385,194,3603,8945,44347,4946,9045,3250,27576,89164,0,0,9744,6648,915,72,281,320,233,60,1781,49293,12966,3.799999952316284,602061,12966,46.400001525878906
2018,39,경안대학원대학교,대학원대학,사립,경북,-,63,0,63,7,16,3,2,91,3,50,0,27,4,3,1,35,0,58,3,1,1,63,0,0,0,0,0,0,0,0,0,2,22,58,63,0.8999999761581421,50,63,0.800000011920929
2018,40,경운대학교,대학,사립,경북,C그룹,4877,4753,124,210,167,116,4,5374,29,146080,1803,15,87,47,4,1956,11713,163,862,333,479,13550,0,0,117,14,22,5,1,8,6,4,135,11876,4877,2.400000095367432,146080,4877,30.0
2018,41,경인교육대학교,대학,국립,인천,C그룹,4228,2625,1603,129,235,142,422,5156,14,272280,2615,710,202,116,416,4059,60732,6473,7925,1811,1194,78135,0,0,491,1470,121,33,41,83,14,20,587,67205,4228,15.899999618530272,272280,4228,64.4000015258789
2018,42,경인여자대학교,전문대학,사립,인천,B그룹,4792,4792,0,112,337,54,33,5328,69,199955,2156,0,79,62,2,2299,21786,0,1858,1061,62200,86905,0,0,12,24,21,119,0,46,0,0,0,21786,4792,4.5,199955,4792,41.70000076293945
2018,43,경일대학교,대학,사립,경북,B그룹,7216,7014,202,254,164,156,23,7813,32,247660,2957,38,110,100,23,3228,19755,358,1871,1539,114,23637,0,0,160,330,60,69,11,81,0,6,350,20113,7216,2.799999952316284,247660,7216,34.29999923706055
2018,44,경찰대학,기타,기타,충남,-,0,0,0,0,0,0,600,600,0,24289,225,0,47,171,598,1041,1961,0,1847,2810,4617,11235,0,0,50,47,0,71,14,28,0,0,0,1961,0,0.0,24289,0,0.0
2018,45,경희대학교,대학,사립,서울,A그룹,32843,25197,7646,1452,1876,903,14612,51686,131,1790799,18166,4743,1101,713,3382,28105,214809,80931,28087,16927,81304,422058,0,0,41617,29615,4706,912,3405,1320,1023,387,9254,295740,32843,9.0,1790799,32843,54.5
2018,46,계명대학교,대학,사립,대구,A그룹,23744,21653,2091,897,1008,616,35369,61634,101,1140203,12516,1174,628,490,2176,16984,96431,18244,18537,6463,59195,198870,0,0,11672,24093,122,656,856,2658,1018,85,1388,114675,23744,4.800000190734863,1140203,23744,48.0
2018,47,계명문화대학교,전문대학,사립,대구,A그룹,5222,5222,0,128,564,87,1437,7438,62,151560,2302,0,173,59,111,2645,25567,0,2841,1108,1848,31364,0,0,68,51,19,0,0,1,0,62,2152,25567,5222,4.900000095367432,151560,5222,29.0
2018,48,계약신학대학원대학교,대학원대학,사립,경기,-,65,0,65,6,6,4,16,97,2,0,0,65,10,2,10,87,0,849,85,18,103,1055,0,0,30,150,0,0,0,0,0,2,20,849,65,13.100000381469728,0,65,0.0
2018,49,계원예술대학교,전문대학,사립,경기,B그룹,2959,2959,0,89,214,72,61,3395,40,60488,1360,0,46,53,0,1459,12866,0,888,691,10295,24740,0,0,98,140,55,0,0,2,0,1,62,12866,2959,4.300000190734863,60488,2959,20.399999618530277
2018,50,고려대학교,대학,사립,서울,A그룹,29859,21110,8749,1449,2952,953,2464,37677,71,7285631,16367,5291,1051,879,639,24227,214982,137046,23060,14666,39755,429509,0,0,33178,45214,10088,4078,3607,5906,21678,440,3577,352028,29859,11.800000190734863,7285631,29859,244.0
2018,51,고려대학교(세종),대학,사립,세종,B그룹,7444,6629,815,271,351,191,161,8418,37,279999,4052,918,315,249,47,5581,28877,7721,3012,2002,1153,42765,0,0,565,242,5,39,120,245,178,3,33,36598,7444,4.900000095367432,279999,7444,37.59999847412109
2018,52,고려사이버대학교,대학,사립,서울,A그룹,9557,9495,62,43,136,69,1623,11428,23,0,1576,27,13,5,2,1623,7173,140,46,20,29,7408,0,0,0,0,0,1,0,4,0,0,0,7313,9557,0.800000011920929,0,9557,0.0
2018,53,고신대학교,대학,사립,부산,C그룹,5061,4128,933,314,183,192,559,6309,24,314828,1389,599,143,159,154,2444,15134,15431,2278,2055,1815,36713,0,0,4146,3509,2961,37,143,658,1166,6,232,30565,5061,6.0,314828,5061,62.20000076293945
2018,54,공군사관학교,기타,기타,충북,-,0,0,0,0,0,0,2078,2078,0,2075,698,0,140,1200,37,2075,5955,0,3200,28374,231,37760,0,0,620,251,98,180,2,465,2,37,603,5955,0,0.0,2075,0,0.0
2018,55,공주교육대학교,대학,국립,충남,C그룹,1999,1506,493,84,99,59,7,2248,12,156317,8486,360,243,206,7,9302,13446,890,975,992,22,16325,0,0,0,0,0,54,6,19,4,12,185,14336,1999,7.199999809265137,156317,1999,78.19999694824219
2018,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,1302,0,1302,887,950,72,0,3211,58,9288,0,313,171,35,4,523,0,2486,1686,306,29,4507,0,0,0,0,0,0,0,43,39,0,0,2486,1302,1.899999976158142,9288,1302,7.099999904632568
2018,57,광신대학교,대학,사립,광주,C그룹,942,517,425,50,115,29,137,1273,6,44264,151,161,25,7,7,351,877,1475,251,54,59,2716,0,0,7,27,0,45,13,9,12,0,0,2352,942,2.5,44264,942,47.0
2018,58,광양보건대학교,전문대학,사립,전남,C그룹,1323,1323,0,74,58,24,0,1479,27,1510,303,0,23,44,0,370,431,0,35,79,0,545,0,0,22,8,0,0,0,0,0,8,403,431,1323,0.3000000119209289,1510,1323,1.100000023841858
2018,59,광운대학교,대학,사립,서울,B그룹,9505,8213,1292,330,504,219,6856,17414,42,1332992,4973,612,222,195,2094,8096,62718,8492,3859,3346,24127,102542,0,0,2114,1172,108,91,182,339,85,12,291,71210,9505,7.5,1332992,9505,140.1999969482422
2018,60,광주가톨릭대학교,대학,사립,전남,C그룹,110,83,27,15,7,27,410,569,1,15275,82,27,18,10,39,176,5248,2795,444,100,1435,10022,0,0,156,50,103,2,7,9,9,2,115,8043,110,73.0999984741211,15275,110,138.89999389648438
2018,61,광주과학기술원,대학,국립,광주,C그룹,2042,738,1304,182,71,664,0,2959,2,237029,669,994,353,206,0,2222,23322,26802,22826,15782,1572,90304,0,0,804,811,777,32,27,326,20,0,0,50124,2042,24.5,237029,2042,116.0999984741211
2018,62,광주교육대학교,대학,국립,광주,C그룹,2084,1394,690,78,117,78,206,2563,13,2674,1188,125,62,42,63,1480,12622,1344,933,610,309,15818,0,0,100,1000,190,36,5,247,1,4,192,13966,2084,6.699999809265137,2674,2084,1.2999999523162842
2018,63,광주대학교,대학,사립,광주,B그룹,7496,7074,422,252,258,113,2206,10325,46,179912,2131,55,125,68,269,2648,31678,559,1758,1178,208,35381,0,0,2099,618,92,25,60,74,21,37,1471,32237,7496,4.300000190734863,179912,7496,24.0
2018,64,광주보건대학교,전문대학,사립,광주,B그룹,3832,3832,0,108,189,60,0,4189,22,56307,450,0,86,26,0,562,2357,0,539,346,0,3242,0,0,12,19,0,0,6,3,3,3,402,2357,3832,0.6000000238418579,56307,3832,14.699999809265137
2018,65,광주여자대학교,대학,사립,광주,C그룹,4003,3769,234,132,92,70,126,4423,25,171569,1913,52,59,63,68,2155,10908,332,805,1076,8306,21427,0,0,100,100,7,0,0,8,2,26,841,11240,4003,2.799999952316284,171569,4003,42.900001525878906
2018,66,구미대학교,전문대학,사립,경북,A그룹,5509,5509,0,127,257,59,12,5964,64,6950,1622,0,11,55,12,1700,2643,0,26,88,23,2780,0,0,8,10,0,0,0,0,0,11,801,2643,5509,0.5,6950,5509,1.2999999523162842
2018,67,구세군사관대학원대학교,대학원대학,사립,경기,-,34,0,34,9,4,9,7,63,2,812,0,34,8,6,7,55,0,599,58,39,39,735,0,0,90,8,0,0,0,0,0,0,0,599,34,17.600000381469727,812,34,23.899999618530277
2018,68,국군간호사관학교,기타,기타,대전,-,0,0,0,0,0,0,520,520,0,92257,323,0,58,31,29,441,26279,0,678,939,288,28184,0,0,48,30,72,3,1,40,1,13,347,26279,0,0.0,92257,0,0.0
2018,69,국립강릉원주대학교,대학,국립,강원,B그룹,8506,7870,636,381,371,310,1446,11014,59,565942,4514,337,415,205,581,6052,35397,3700,5903,2603,8032,55635,0,0,1058,1615,271,145,140,486,66,49,1481,39097,8506,4.599999904632568,565942,8506,66.5
2018,70,국립경국대학교,대학,국립,경북,B그룹,7466,6922,544,301,423,275,107,8591,71,307866,3529,273,217,178,76,4273,32180,4241,4238,2447,1351,44457,0,0,89,340,141,165,4,216,20,52,1672,36421,7466,4.900000095367432,307866,7466,41.20000076293945
2018,71,국립공주대학교,대학,국립,충남,A그룹,15987,13383,2604,552,790,390,1185,18904,106,1226119,7218,897,250,267,453,9085,58444,9106,4233,4367,15418,91568,0,0,682,233,227,167,209,218,142,53,1697,67550,15987,4.199999809265137,1226119,15987,76.69999694824219
2018,72,국립군산대학교,대학,국립,전북,B그룹,8041,7240,801,345,255,259,344,9244,65,717094,2836,273,196,178,184,3667,27801,3553,3501,3747,5488,44090,0,0,10468,9612,141,129,30,400,29,21,590,31354,8041,3.900000095367432,717094,8041,89.19999694824219
2018,73,국립금오공과대학교,대학,국립,경북,B그룹,6850,6142,708,225,194,190,418,7877,20,417301,4181,321,126,166,173,4967,35305,3558,1878,3073,3080,46894,0,0,55,84,28,8,43,57,22,5,68,38863,6850,5.699999809265137,417301,6850,60.900001525878906
2018,74,국립목포대학교,대학,국립,전남,B그룹,8329,7362,967,309,409,212,446,9705,57,205142,3006,269,178,98,72,3623,19956,2148,2060,1730,7941,33835,0,0,1210,1100,126,123,55,179,14,26,1659,22104,8329,2.700000047683716,205142,8329,24.600000381469727
2018,75,국립목포해양대학교,대학,국립,전남,C그룹,2710,2601,109,110,89,167,97,3173,13,50503,1038,48,46,39,14,1185,4835,393,481,336,6733,12778,0,0,760,76,0,5,0,8,0,9,162,5228,2710,1.899999976158142,50503,2710,18.600000381469727
2018,76,국립부경대학교,대학,국립,부산,A그룹,19124,16655,2469,597,875,450,13560,34606,86,1531863,9105,1068,443,264,1258,12138,67857,10689,6484,3507,33416,121953,0,0,4592,13900,116,148,104,1392,167,73,2359,78546,19124,4.099999904632568,1531863,19124,80.0999984741211
2018,77,국립순천대학교,대학,국립,전남,B그룹,7930,7168,762,322,332,228,13097,21914,62,330151,3919,324,214,161,1146,5764,46027,3534,3273,2621,6798,62253,0,0,412,150,13182,49,35,463,19,29,2214,49561,7930,6.199999809265137,330151,7930,41.59999847412109
2018,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,70,0,70,18,74,5,0,167,3,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.0,26000,70,371.3999938964844
2018,79,국립창원대학교,대학,국립,경남,B그룹,9694,8262,1432,334,589,265,2143,13025,50,993447,5047,497,250,230,781,6805,36741,5762,5035,3303,11356,62197,0,0,1890,1620,47,220,57,746,47,38,877,42503,9694,4.400000095367432,993447,9694,102.5
2018,80,국립한국교통대학교,대학,국립,충북,B그룹,9003,8384,619,328,338,217,240,10126,57,253821,4670,133,165,206,92,5266,31830,1197,2424,2494,1048,38993,0,0,1717,2862,56,2,0,31,1,14,301,33027,9003,3.700000047683716,253821,9003,28.200000762939453
2018,81,국립한국해양대학교,대학,국립,부산,B그룹,7615,6692,923,267,463,252,293,8890,36,546904,3395,226,283,215,52,4171,21416,2388,8474,2297,490,35065,0,0,694,403,121,57,56,363,47,24,781,23804,7615,3.0999999046325684,546904,7615,71.80000305175781
2018,82,국립한밭대학교,대학,국립,대전,B그룹,8927,8415,512,265,440,191,579,10402,30,400250,3639,172,179,267,313,4570,22829,2018,4106,4290,6966,40209,0,0,5420,2010,280,22,47,188,2,25,701,24847,8927,2.799999952316284,400250,8927,44.79999923706055
2018,83,국민대학교,대학,사립,서울,A그룹,17933,14944,2989,649,1123,439,7852,27996,89,913853,8834,1406,528,267,364,11399,60950,15246,8609,5490,39730,130025,0,0,4414,920,1052,241,316,501,278,32,761,76196,17933,4.199999809265137,913853,17933,51.0
