Year,ID,SchName,SchType,FoundType,Region,UnivScale,VolunteerUserCnt_StCountPrev,VolunteerUserCnt_VolunteerTC_Undergrad,VolunteerUserCnt_VolunteerTC_GradSt,VolunteerUserCnt_VolunteerTC_FullFaculty,VolunteerUserCnt_VolunteerTC_PartFaculty,VolunteerUserCnt_VolunteerTC_Staff,VolunteerUserCnt_VolunteerTC_Other,VolunteerUserCnt_VolunteerTC_TotalSum,VolunteerUserCnt_DeptCnt,VolunteerUserCnt_UserCnt_LibUserCnt,LoanStatus_LoanUserCnt_Undergrad,LoanStatus_LoanUserCnt_GradSt,LoanStatus_LoanUserCnt_Faculty,LoanStatus_LoanUserCnt_Staff,LoanStatus_LoanUserCnt_Other,LoanStatus_LoanUserCnt_TotalSum,LoanStatus_LoanBookCnt_Undergrad,LoanStatus_LoanBookCnt_GradSt,LoanStatus_LoanBookCnt_Faculty,LoanStatus_LoanBookCnt_Staff,LoanStatus_LoanBookCnt_Other,LoanStatus_LoanBookCnt_TotalSum,RefCollab_RefBefore2010_Request,RefCollab_RefBefore2010_Provided,RefCollab_RefAfter2010_Consultation,RefCollab_RefAfter2010_Phone,RefCollab_RefAfter2010_Online,RefCollab_RefLoan_Request,RefCollab_RefLoan_Provided,RefCollab_RefCopy_Request,RefCollab_RefCopy_Provided,UserEdu_EduCount,UserEdu_EduPartCnt,LoanPerSt_LoanBookCnt,LoanPerSt_StCountPrev,LoanPerSt_LoanPerSt,VisitPerSt_VisitCnt,VisitPerSt_StCountPrev,VisitPerSt_VisitPerSt
2018,84,국방대학교,기타,기타,충남,-,0,0,0,0,0,0,2190,2190,0,49300,0,807,657,348,132,1944,0,8002,6412,3843,610,18867,0,0,6320,1930,0,1,14,3,2,10,584,8002,0,0.0,49300,0,0.0
2018,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,265,0,265,17,12,23,275,592,6,380,0,56,16,3,11,86,0,263,146,8,21,438,0,0,15,37,0,1,0,13,0,2,100,263,265,1.0,380,265,1.399999976158142
2018,86,국제대학교,전문대학,사립,경기,B그룹,4069,4069,0,110,277,47,30,4533,72,38393,463,0,54,80,13,610,1277,0,326,428,1481,3512,0,0,655,35,0,0,0,0,0,35,1099,1277,4069,0.3000000119209289,38393,4069,9.399999618530272
2018,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,110,0,110,5,0,7,0,122,2,0,0,10,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,110,0.1000000014901161,0,110,0.0
2018,89,국제사이버대학교,대학,사립,경기,C그룹,2817,2817,0,16,112,34,300,3279,5,305,310,0,3,3,0,316,375,0,3,3,0,381,0,0,0,0,0,0,0,0,0,1,25,375,2817,0.1000000014901161,305,2817,0.1000000014901161
2018,90,국제언어대학원대학교,대학원대학,사립,서울,-,105,0,105,6,10,10,200,331,2,250,0,88,12,8,53,161,0,4973,142,132,701,5948,0,0,60,25,20,25,0,139,1,120,61,4973,105,47.400001525878906,250,105,2.400000095367432
2018,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,0,2400,13,0,7,0,0,20,18,0,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,18,0,0.0,2400,0,0.0
2018,92,군산간호대학교,전문대학,사립,전북,C그룹,1138,1138,0,29,41,23,77,1308,2,28527,780,0,17,15,32,844,9247,0,334,185,210,9976,0,0,760,152,76,0,0,0,0,0,0,9247,1138,8.100000381469727,28527,1138,25.100000381469727
2018,93,군장대학교,전문대학,사립,전북,C그룹,1826,1826,0,57,147,59,0,2089,37,18261,184,0,7,11,0,202,1114,0,37,23,6,1180,0,0,172,74,0,0,0,0,0,16,506,1114,1826,0.6000000238418579,18261,1826,10.0
2018,94,극동대학교,대학,사립,충북,C그룹,3942,3861,81,147,213,63,161,4526,34,3487,2858,15,238,215,161,3487,6142,48,896,580,3931,11597,0,0,0,0,0,0,0,7,0,0,0,6190,3942,1.600000023841858,3487,3942,0.8999999761581421
2018,95,글로벌사이버대학교,대학,사립,충남,C그룹,2123,2123,0,15,124,39,14828,17129,10,601,43,0,1,10,11,65,144,0,1,24,64,233,0,0,0,0,0,0,0,0,0,0,0,144,2123,0.1000000014901161,601,2123,0.3000000119209289
2018,96,금강대학교,대학,사립,충남,C그룹,552,536,16,30,66,38,145,831,17,45779,367,17,33,29,6,452,4154,649,566,322,29,5720,0,0,85,32,0,0,0,2,13,0,0,4803,552,8.699999809265137,45779,552,82.9000015258789
2018,97,기독간호대학교,전문대학,사립,광주,C그룹,634,634,0,21,23,17,0,695,4,12000,237,0,14,10,0,261,1390,0,79,54,297,1820,0,0,140,40,0,0,0,0,0,1,180,1390,634,2.200000047683716,12000,634,18.899999618530277
2018,98,김천대학교,대학,사립,경북,C그룹,3439,3392,47,156,129,90,42,3856,24,157992,705,13,44,37,15,814,10443,152,938,634,176,12343,0,0,40,19,0,0,6,4,0,16,308,10595,3439,3.0999999046325684,157992,3439,45.900001525878906
2018,99,김포대학교,전문대학,사립,경기,C그룹,3419,3419,0,93,234,55,29,3830,56,51938,662,0,70,62,29,823,4538,0,808,803,1374,7523,0,0,110,120,20,12,12,2,2,30,1171,4538,3419,1.2999999523162842,51938,3419,15.199999809265137
2018,100,김해대학교,전문대학,사립,경남,C그룹,1358,1358,0,43,105,41,0,1547,35,63249,252,0,10,19,0,281,1520,0,155,209,238,2122,0,0,0,15,0,0,0,0,0,0,0,1520,1358,1.100000023841858,63249,1358,46.59999847412109
2018,101,나사렛대학교,대학,사립,충남,B그룹,5838,5458,380,193,208,89,826,7154,56,146447,2993,197,133,70,330,3723,29431,5185,2813,916,4545,42890,0,0,1625,250,520,106,123,229,30,37,725,34616,5838,5.900000095367432,146447,5838,25.100000381469727
2018,102,나주대학교,전문대학,사립,전남,C그룹,2211,2211,0,62,120,27,2120,4540,56,128,7,0,0,9,0,16,20,0,36,0,7,63,0,0,61,83,23,0,0,0,0,3,208,20,2211,0.0,128,2211,0.1000000014901161
2018,103,남부대학교,대학,사립,광주,C그룹,3464,3078,386,123,157,75,0,3819,22,17320,644,17,59,40,0,760,3643,145,712,701,5855,11056,0,0,22,83,0,37,1,0,0,16,556,3788,3464,1.100000023841858,17320,3464,5.0
2018,104,남서울대학교,대학,사립,충남,B그룹,10216,9714,502,349,338,172,1528,12603,40,171274,3889,107,117,123,121,4357,39733,758,1250,1698,769,44208,0,0,436,85,1231,378,354,56,104,15,715,40491,10216,4.0,171274,10216,16.799999237060547
2018,105,농협대학교,전문대학,사립,경기,C그룹,461,461,0,12,24,34,93,624,5,266,201,0,12,38,15,266,1186,0,171,301,87,1745,0,0,0,0,0,0,0,0,0,1,110,1186,461,2.5999999046325684,266,461,0.6000000238418579
2018,106,능인대학원대학교,대학원대학,사립,경기,-,66,0,66,9,0,4,0,79,2,320,0,41,2,1,0,44,0,186,11,3,0,200,0,0,33,16,0,0,0,11,11,1,30,186,66,2.799999952316284,320,66,4.800000190734863
2018,107,단국대학교,대학,사립,경기,A그룹,26716,22798,3918,1106,1572,524,1606,31524,155,1620922,11880,1675,819,784,503,15661,93649,19240,10363,7335,41512,172099,0,0,12212,6680,1432,144,335,863,314,22,1010,112889,26716,4.199999809265137,1620922,26716,60.70000076293945
2018,108,대경대학교,전문대학,사립,경북,B그룹,4332,4332,0,121,298,58,69,4878,49,107101,769,0,79,47,19,914,7286,0,898,1284,54,9522,0,0,1051,605,0,0,0,0,0,22,940,7286,4332,1.7000000476837158,107101,4332,24.700000762939453
2018,109,대구가톨릭대학교,대학,사립,경북,A그룹,14889,13324,1565,644,774,344,1116,17767,89,618069,8594,678,474,293,531,10570,69937,11437,9008,5237,9045,104664,0,0,8731,1891,171,69,158,525,203,79,3531,81374,14889,5.5,618069,14889,41.5
2018,110,대구경북과학기술원,대학,국립,대구,C그룹,1176,709,467,95,105,465,511,2352,1,365543,616,342,65,339,90,1452,7308,4082,2135,6550,3837,23912,0,0,18,186,234,18,20,231,68,25,210,11390,1176,9.699999809265137,365543,1176,310.79998779296875
2018,111,대구공업대학교,전문대학,사립,대구,C그룹,1799,1799,0,55,122,52,7333,9361,27,20200,78,0,7,9,4,98,341,0,101,51,132,625,0,0,0,0,0,0,0,0,0,1,60,341,1799,0.2000000029802322,20200,1799,11.199999809265137
2018,112,대구과학대학교,전문대학,사립,대구,A그룹,4257,4257,0,138,248,117,0,4760,45,149957,1025,0,65,70,0,1160,7107,0,1052,3167,0,11326,0,0,10,72,3,5,0,0,0,30,1025,7107,4257,1.7000000476837158,149957,4257,35.20000076293945
2018,113,대구교육대학교,대학,국립,대구,C그룹,2674,1633,1041,90,181,99,2578,5622,13,234221,1387,255,89,68,48,1847,11635,1300,1452,886,1517,16790,0,0,1779,653,980,16,49,66,48,15,468,12935,2674,4.800000190734863,234221,2674,87.5999984741211
2018,114,대구대학교,대학,사립,경북,A그룹,19568,17871,1697,641,807,360,2335,23711,95,720672,8781,807,396,204,577,10765,59771,8590,10989,6599,11107,97056,0,0,1310,1210,156,185,534,1388,829,21,454,68361,19568,3.5,720672,19568,36.79999923706055
2018,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,116,대구보건대학교,전문대학,사립,대구,A그룹,6772,6772,0,177,534,156,2368,10007,37,166147,1989,0,127,93,62,2271,9171,0,1412,1006,1731,13320,0,0,0,0,5,0,0,6,0,45,1487,9171,6772,1.399999976158142,166147,6772,24.5
2018,117,대구사이버대학교,대학,사립,경북,C그룹,4391,4285,106,26,119,51,305,4892,13,662,489,27,4,22,120,662,3105,339,15,95,1366,4920,0,0,0,0,0,0,0,0,0,0,0,3444,4391,0.800000011920929,662,4391,0.2000000029802322
2018,118,대구예술대학교,대학,사립,경북,C그룹,1344,1344,0,45,254,32,0,1675,24,14580,196,0,12,15,0,223,1522,0,106,201,0,1829,0,0,412,52,0,0,0,4,0,0,0,1522,1344,1.100000023841858,14580,1344,10.800000190734863
2018,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,120,대구한의대학교,대학,사립,경북,B그룹,7105,6745,360,262,228,142,489,8226,42,121080,2767,124,171,159,93,3314,23680,1127,3532,3023,1708,33070,0,0,4170,2780,71,27,4,77,42,40,1237,24807,7105,3.5,121080,7105,17.0
2018,121,대덕대학교,전문대학,사립,대전,C그룹,4084,4084,0,106,243,77,17,4527,133,121410,1027,0,82,78,15,1202,6552,0,3358,2113,143,12166,0,0,0,0,0,61,7,32,1,14,393,6552,4084,1.600000023841858,121410,4084,29.700000762939453
2018,122,대동대학교,전문대학,사립,부산,C그룹,1489,1489,0,46,139,51,370,2095,18,90925,718,0,36,23,1,778,4945,0,389,550,3,5887,0,0,25,0,0,0,0,1,0,10,544,4945,1489,3.299999952316284,90925,1489,61.09999847412109
2018,123,대림대학교,전문대학,사립,경기,A그룹,6289,6289,0,166,443,97,1301,8296,86,223466,1254,0,128,40,97,1519,8508,0,2190,566,7626,18890,0,0,35,30,65,2,2,2,1,33,2097,8508,6289,1.399999976158142,223466,6289,35.5
2018,124,대신대학교,대학,사립,경북,C그룹,543,351,192,24,57,17,153,794,5,53132,90,115,17,18,17,257,1840,4086,831,143,1085,7985,0,0,812,546,2,34,0,31,0,3,29,5926,543,10.899999618530272,53132,543,97.8000030517578
2018,125,대원대학교,전문대학,사립,충북,C그룹,2608,2608,0,90,147,50,0,2895,61,98362,887,0,38,43,0,968,8474,0,631,879,0,9984,0,0,254,112,0,0,0,54,0,22,641,8474,2608,3.200000047683716,98362,2608,37.70000076293945
2018,126,대전가톨릭대학교,대학,사립,세종,C그룹,102,61,41,11,25,42,269,449,1,434,65,48,27,7,32,179,3238,3540,621,56,460,7915,0,0,560,53,21,33,2,33,2,6,305,6778,102,66.5,434,102,4.300000190734863
2018,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4513,4513,0,125,288,92,143,5161,81,340839,1472,0,83,65,98,1718,8852,0,1135,968,4931,15886,0,0,1735,54,37,1,80,4,0,0,0,8852,4513,2.0,340839,4513,75.5
2018,128,대전대학교,대학,사립,대전,B그룹,10261,9396,865,361,546,173,489,11830,57,1075224,4665,68,235,221,45,5234,94937,1516,5404,4389,6023,112269,0,0,4920,1476,1230,70,40,302,75,33,1044,96453,10261,9.399999618530272,1075224,10261,104.8000030517578
2018,129,대전보건대학교,전문대학,사립,대전,A그룹,5789,5789,0,154,284,84,0,6311,52,237779,1042,0,54,78,1,1175,5806,0,703,849,1910,9268,0,0,51,120,56,0,0,23,1,18,532,5806,5789,1.0,237779,5789,41.09999847412109
2018,130,대전신학대학교,대학,사립,대전,C그룹,237,145,92,9,31,11,95,383,1,19945,101,91,14,6,95,307,934,1671,288,253,1425,4571,0,0,45,60,34,1,4,4,4,2,25,2605,237,11.0,19945,237,84.19999694824219
2018,131,대진대학교,대학,사립,경기,B그룹,7973,7635,338,272,231,190,190,8856,41,537907,3311,102,154,213,66,3846,23235,1275,3597,2892,9195,40194,0,0,18,97,431,73,23,190,18,24,546,24510,7973,3.0999999046325684,537907,7973,67.5
2018,132,대한신학대학원대학교,대학원대학,사립,경기,-,290,0,290,10,53,9,20,382,5,585,5,25,9,1,2,42,25,92,54,5,9,185,0,0,0,0,0,0,0,0,0,0,0,117,290,0.4000000059604645,585,290,2.0
2018,133,덕성여자대학교,대학,사립,서울,B그룹,6121,5747,374,195,295,121,455,7187,41,511591,5041,257,188,223,312,6021,63512,4500,4088,6549,13757,92406,0,0,269,497,394,113,214,387,308,28,331,68012,6121,11.100000381469728,511591,6121,83.5999984741211
2018,134,동강대학교,전문대학,사립,광주,B그룹,3341,3341,0,98,206,61,19,3725,32,58645,815,0,29,33,2,879,5889,0,310,713,2406,9318,0,0,94,21,4,15,0,45,0,22,913,5889,3341,1.7999999523162842,58645,3341,17.600000381469727
2018,135,동국대학교,대학,사립,서울,A그룹,17255,13701,3554,716,515,306,16194,34986,67,1721765,10298,2746,587,290,879,14800,96639,49374,6075,4276,27497,183861,0,0,19392,5567,1930,195,327,1047,334,64,988,146013,17255,8.5,1721765,17255,99.8000030517578
2018,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,8392,7685,707,387,1370,142,1638,11929,48,816267,3864,313,225,240,446,5088,53005,5814,7983,20808,6776,94386,0,0,64,0,229,171,60,433,25,23,390,58819,8392,7.0,816267,8392,97.3000030517578
2018,137,동남보건대학교,전문대학,사립,경기,A그룹,4826,4826,0,131,286,62,1,5306,34,90346,500,0,33,18,1,552,2784,0,247,178,5,3214,0,0,33,12,14,0,0,1,0,0,0,2784,4826,0.6000000238418579,90346,4826,18.700000762939453
2018,138,동덕여자대학교,대학,사립,서울,B그룹,7110,6763,347,238,503,125,1385,9361,42,246910,3319,138,128,141,221,3947,24026,1639,2015,1827,12469,41976,0,0,7375,15800,206,118,62,239,104,30,703,25665,7110,3.5999999046325684,246910,7110,34.70000076293945
2018,139,동명대학교,대학,사립,부산,B그룹,8419,8157,262,281,220,159,257,9336,50,359252,3085,80,197,255,112,3729,17900,533,3958,4331,4354,31076,0,0,0,0,25,55,0,68,3,18,385,18433,8419,2.200000047683716,359252,8419,42.70000076293945
2018,140,동방문화대학원대학교,대학원대학,사립,서울,-,238,0,238,18,23,15,9,303,6,1611,0,149,15,7,9,180,0,954,141,47,51,1193,0,0,460,11,25,30,0,66,14,0,0,954,238,4.0,1611,238,6.800000190734863
2018,141,동부산대학교,전문대학,사립,부산,C그룹,1854,1854,0,67,199,41,0,2161,44,34860,956,0,43,44,15,1058,9084,0,439,629,45,10197,0,0,259,0,0,0,0,45,1,23,750,9084,1854,4.900000095367432,34860,1854,18.799999237060547
2018,142,동서대학교,대학,사립,부산,B그룹,11119,10809,310,357,425,191,3190,15282,54,2114017,4139,66,124,97,226,4652,23638,461,1866,1313,9315,36593,0,0,771,789,1239,6,41,60,34,15,2435,24099,11119,2.200000047683716,2114017,11119,190.1000061035156
2018,143,동서울대학교,전문대학,사립,경기,A그룹,5540,5540,0,166,264,61,115,6146,93,104401,1195,0,89,63,50,1397,6582,0,1037,1060,3980,12659,0,0,492,984,16,0,0,1,0,16,640,6582,5540,1.2000000476837158,104401,5540,18.799999237060547
2018,144,동신대학교,대학,사립,전남,B그룹,7438,6917,521,281,246,157,1644,9766,48,156244,2200,80,186,134,111,2711,21099,1049,3082,7176,3033,35439,0,0,401,891,18,0,0,86,0,46,1699,22148,7438,3.0,156244,7438,21.0
2018,145,동아대학교,대학,사립,부산,A그룹,21325,19257,2068,832,897,388,3204,26646,62,1339440,9092,1010,464,226,586,11378,63732,14958,11003,4078,9164,102935,0,0,4338,3517,232,321,493,730,437,47,1453,78690,21325,3.700000047683716,1339440,21325,62.79999923706055
2018,146,동아방송예술대학교,전문대학,사립,경기,B그룹,2982,2982,0,82,272,66,0,3402,50,47716,1838,0,61,83,0,1982,17694,0,1532,960,0,20186,0,0,25,21,47,0,0,0,0,0,0,17694,2982,5.900000095367432,47716,2982,16.0
2018,147,동아보건대학교,전문대학,사립,전남,C그룹,1955,1955,0,65,99,27,0,2146,58,1988,744,0,24,8,0,776,2006,0,311,96,0,2413,0,0,0,0,0,0,0,0,0,2,56,2006,1955,1.0,1988,1955,1.0
2018,148,동양대학교,대학,사립,경북,C그룹,4592,4385,207,159,126,151,107,5135,37,75460,1831,26,113,88,41,2099,13539,202,2376,2230,3878,22225,0,0,42,16,8,12,32,178,0,43,1229,13741,4592,3.0,75460,4592,16.399999618530273
2018,149,동양미래대학교,전문대학,사립,서울,A그룹,5770,5770,0,156,296,81,7,6310,42,552704,1759,0,233,0,0,1992,37486,0,4726,0,0,42212,0,0,1207,156,25,0,0,7,0,28,961,37486,5770,6.5,552704,5770,95.8000030517578
2018,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,151,동원과학기술대학교,전문대학,사립,경남,B그룹,2101,2101,0,64,155,49,47,2416,57,48231,813,0,33,22,28,896,2931,0,566,263,121,3881,0,0,611,424,17,0,0,0,0,2,989,2931,2101,1.399999976158142,48231,2101,23.0
2018,152,동원대학교,전문대학,사립,경기,B그룹,3557,3557,0,97,222,64,62,4002,71,66340,1115,0,57,40,19,1231,12840,0,1411,1401,329,15981,0,0,0,0,0,12,0,0,0,36,1343,12840,3557,3.5999999046325684,66340,3557,18.700000762939453
2018,153,동의과학대학교,전문대학,사립,부산,B그룹,5247,5247,0,154,365,108,53,5927,48,54773,1914,0,73,90,2,2079,12806,0,732,1073,7843,22454,0,0,0,0,1,6,0,15,0,29,1988,12806,5247,2.400000095367432,54773,5247,10.399999618530272
2018,154,동의대학교,대학,사립,부산,A그룹,16813,15877,936,583,529,278,821,19024,88,1095826,6777,221,358,312,231,7899,44706,2065,8085,5249,8779,68884,0,0,11120,10008,1591,59,151,205,184,60,1004,46771,16813,2.799999952316284,1095826,16813,65.19999694824219
2018,155,두원공과대학교,전문대학,사립,경기,B그룹,5844,5844,0,164,199,93,287,6587,74,18250,951,0,47,22,61,1081,6048,0,374,184,343,6949,0,0,293,162,16,2,0,0,0,0,0,6048,5844,1.0,18250,5844,3.0999999046325684
2018,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3776,3776,0,23,135,65,27,4026,20,0,12,0,0,12,3,27,27,0,0,61,24,112,0,0,0,0,0,0,0,0,0,0,0,27,3776,0.0,0,3776,0.0
2018,157,루터대학교,대학,사립,경기,C그룹,416,381,35,21,24,17,37,515,7,19760,165,20,14,6,5,210,813,187,128,22,167,1317,0,0,148,78,3,29,1,30,7,2,61,1000,416,2.400000095367432,19760,416,47.5
2018,158,마산대학교,전문대학,사립,경남,A그룹,5679,5679,0,163,388,69,0,6299,61,100000,1363,0,28,15,0,1406,9993,0,178,440,0,10611,0,0,500,100,1,1,0,1,1,21,206,9993,5679,1.7999999523162842,100000,5679,17.600000381469727
2018,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,160,명지대학교,대학,사립,서울,A그룹,15879,13465,2414,562,990,341,8410,26182,67,1788280,10451,1475,553,342,2166,14987,89230,20862,11250,4363,17713,143418,0,0,22134,11789,1490,182,374,661,255,46,2080,110092,15879,6.900000095367432,1788280,15879,112.5999984741211
2018,161,명지전문대학,전문대학,사립,서울,A그룹,7115,7115,0,176,499,94,206,8090,70,220931,2246,0,84,115,8,2453,14551,0,1202,1174,8837,25764,0,0,79,175,5,14,18,59,3,26,2863,14551,7115,2.0,220931,7115,31.100000381469727
2018,162,목원대학교,대학,사립,대전,B그룹,8701,8188,513,299,583,130,220,9933,59,219609,4618,342,253,183,184,5580,32627,5553,4315,3981,2566,49042,0,0,3247,3143,57,324,153,349,45,76,1790,38180,8701,4.400000095367432,219609,8701,25.200000762939453
2018,163,목포가톨릭대학교,대학,사립,전남,C그룹,558,558,0,21,23,20,11,633,3,45364,318,0,12,5,6,341,3901,0,95,99,35,4130,0,0,68,61,95,0,0,145,0,4,356,3901,558,7.0,45364,558,81.30000305175781
2018,164,목포과학대학교,전문대학,사립,전남,B그룹,2403,2403,0,81,120,44,0,2648,49,7850,79,0,27,20,0,126,264,0,193,63,0,520,0,0,175,351,7,0,0,11,5,1,36,264,2403,0.1000000014901161,7850,2403,3.299999952316284
2018,165,문경대학교,전문대학,사립,경북,C그룹,905,905,0,29,64,43,2,1043,19,0,311,0,16,16,1,344,1895,0,115,162,58,2230,0,0,0,0,0,0,0,0,0,0,0,1895,905,2.0999999046325684,0,905,0.0
2018,166,배재대학교,대학,사립,대전,B그룹,9160,8695,465,324,455,169,458,10566,56,241528,4874,216,227,236,351,5904,44709,3717,5471,6593,5249,65739,0,0,12557,3516,65,132,123,618,45,81,2847,48426,9160,5.300000190734863,241528,9160,26.399999618530277
2018,167,배화여자대학교,전문대학,사립,서울,B그룹,3127,3127,0,84,174,49,327,3761,33,150769,1109,0,52,31,42,1234,6914,0,647,638,2242,10441,0,0,500,70,100,0,0,35,0,13,602,6914,3127,2.200000047683716,150769,3127,48.20000076293945
2018,168,백석대학교,대학,사립,충남,A그룹,14316,11999,2317,499,575,233,702,16325,27,368754,4941,1113,368,140,232,6794,28983,16843,7525,2488,34057,89896,0,0,138032,9303,5153,75,10,358,98,52,2737,45826,14316,3.200000047683716,368754,14316,25.799999237060547
2018,169,백석문화대학교,전문대학,사립,충남,A그룹,5556,5556,0,170,298,93,240,6357,38,45432,894,0,102,62,8,1066,3818,0,1513,1058,5109,11498,0,0,5111,3301,510,3,0,37,1,42,2204,3818,5556,0.699999988079071,45432,5556,8.199999809265137
2018,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,171,백제예술대학교,전문대학,사립,전북,C그룹,1554,1554,0,44,128,30,10,1766,22,17020,403,0,11,21,1,436,1718,0,165,82,3,1968,0,0,0,0,0,0,0,0,0,8,417,1718,1554,1.100000023841858,17020,1554,11.0
2018,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,69,0,69,6,14,6,0,95,1,5000,0,96,16,9,0,121,0,1022,287,108,0,1417,0,0,1500,30,0,0,0,0,0,0,0,1022,69,14.800000190734863,5000,69,72.5
2018,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2018,174,부산가톨릭대학교,대학,사립,부산,C그룹,4207,4051,156,148,127,126,48,4656,20,319991,2159,90,95,99,48,2491,14892,1379,2273,2157,1324,22025,0,0,515,276,288,30,3,164,16,34,1074,16271,4207,3.900000095367432,319991,4207,76.0999984741211
2018,175,부산경상대학교,전문대학,사립,부산,B그룹,2995,2995,0,79,242,71,718,4105,57,39750,420,0,33,26,4,483,2228,0,337,222,115,2902,0,0,350,102,1,0,0,0,0,22,607,2228,2995,0.699999988079071,39750,2995,13.300000190734863
2018,176,부산과학기술대학교,전문대학,사립,부산,B그룹,4003,4003,0,121,230,68,667,5089,65,75620,894,0,15,16,12,937,7188,0,156,89,1202,8635,0,0,4,7,0,0,0,4,0,0,0,7188,4003,1.7999999523162842,75620,4003,18.899999618530277
2018,177,부산교육대학교,대학,국립,부산,C그룹,2517,1561,956,81,154,61,580,3393,13,91103,1389,308,93,57,35,1882,17838,2748,1853,1199,2016,25654,0,0,49,117,23,24,23,82,45,4,81,20586,2517,8.199999809265137,91103,2517,36.20000076293945
