YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR
2020,226,성공회대학교,대학,사립,서울,C그룹,127285,82827,210112,162515,102742,265257,11,13,69830,4,28,69830,75,28,103,3434,799,4233,3788,2454,265257,2430,109.1999969482422,4233,265257,1.600000023841858
2020,227,성균관대학교,대학,사립,서울,A그룹,705115,457185,1162300,1304273,796356,2100629,42,56,541987,6,104,541987,366,303,669,35248,5974,41222,23875,122,2100629,27097,77.5,41222,2100629,2.0
2020,228,성산효대학원대학교,대학원대학,사립,인천,-,21609,5493,27102,21966,5493,27459,1,0,0,0,1,0,18,1,19,287,113,400,391,0,27459,248,110.6999969482422,400,27459,1.5
2020,229,성서침례대학원대학교,대학원대학,사립,경기,-,16797,6121,22918,16820,6121,22941,0,0,0,0,0,0,55,14,69,163,83,246,243,506,22941,42,546.2000122070312,246,22941,1.100000023841858
2020,230,성신여자대학교,대학,사립,서울,A그룹,377484,205013,582497,721983,250107,972090,16,22,84191,7,45,84191,180,104,284,42972,2053,45025,41213,16458,972090,9735,99.9000015258789,45025,972090,4.900000095367432
2020,231,성운대학교,전문대학,사립,경북,C그룹,24887,5467,30354,44193,5467,49660,0,0,9834,0,0,9834,34,0,34,2394,2000,4394,2704,0,49660,1640,30.299999237060547,4394,49660,9.699999809265137
2020,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2020,233,세경대학교,전문대학,사립,강원,C그룹,43906,1469,45375,45578,1469,47047,0,2,8059,0,2,8059,73,0,73,1501,202,1703,1703,0,47047,1047,44.900001525878906,1703,47047,3.799999952316284
2020,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2020,235,세명대학교,대학,사립,충북,B그룹,274377,69923,344300,557628,114598,672226,5,13,33952,10,28,33952,133,23,156,15747,201,15948,13179,0,672226,7803,86.0999984741211,15948,672226,2.400000095367432
2020,236,세종대학교,대학,사립,서울,A그룹,371985,197486,569471,649345,306278,955623,27,25,44233,7,59,44233,177,80,257,6545,1829,8374,7054,0,955623,14208,67.30000305175781,8374,955623,0.8999999761581421
2020,237,세한대학교,대학,사립,충남,C그룹,163841,53668,217509,258629,74902,333531,3,7,41418,3,13,41418,82,3,85,13689,506,14195,10176,0,333531,4114,81.0999984741211,14195,333531,4.400000095367432
2020,238,송곡대학교,전문대학,사립,강원,C그룹,13780,43,13823,15905,97,16002,9,0,6053,0,9,6053,13,0,13,307,1586,1893,1687,0,16002,659,24.299999237060547,1893,16002,13.399999618530272
2020,239,송원대학교,대학,사립,광주,C그룹,112967,19212,132179,252238,26774,279012,9,9,32361,4,22,32361,90,0,90,6788,2732,9520,8731,0,279012,2869,97.3000030517578,9520,279012,3.5
2020,240,송호대학교,전문대학,사립,강원,C그룹,27924,1581,29505,42487,2236,44723,0,2,2641,0,2,2641,41,0,41,597,202,799,727,0,44723,973,46.0,799,44723,1.7999999523162842
2020,241,수도국제대학원대학교,대학원대학,사립,서울,-,14230,2492,16722,20760,4050,24810,0,0,0,0,0,0,28,0,28,34,313,347,258,14,24810,357,69.5,347,24810,1.399999976158142
2020,242,수성대학교,전문대학,사립,대구,B그룹,71112,2679,73791,120323,3601,123924,4,2,14703,4,10,14703,55,0,55,5340,117,5457,3865,0,123924,3506,35.29999923706055,5457,123924,4.599999904632568
2020,243,수원가톨릭대학교,대학,사립,경기,C그룹,61381,25004,86385,98127,38736,136863,4,3,6295,0,7,6295,156,109,265,2061,676,2737,1261,0,136863,179,764.5999755859375,2737,136863,2.0
2020,244,수원과학대학교,전문대학,사립,경기,B그룹,119474,7772,127246,217400,9970,227370,0,3,25922,2,5,25922,127,2,129,7243,12,7255,5737,0,227370,6256,36.29999923706055,7255,227370,3.299999952316284
2020,245,수원대학교,대학,사립,경기,B그룹,306315,148960,455275,664780,274012,938792,10,10,75330,4,24,75330,244,6,250,4598,9774,14372,12702,0,938792,10270,91.4000015258789,14372,938792,1.600000023841858
2020,246,수원여자대학교,전문대학,사립,경기,B그룹,72298,5407,77705,179757,10907,190664,1,3,6346,1,5,6346,80,0,80,5460,22,5482,2906,0,190664,4262,44.70000076293945,5482,190664,3.0
2020,247,숙명여자대학교,대학,사립,서울,A그룹,397595,188639,586234,943439,314318,1257757,32,36,108571,2,70,108571,426,124,550,20561,3174,23735,14900,540,1257757,12342,101.9000015258789,23735,1257757,1.899999976158142
2020,248,순복음대학원대학교,대학원대학,사립,서울,-,17145,243,17388,28861,304,29165,0,0,0,0,0,0,30,0,30,0,23,23,20,0,29165,104,280.3999938964844,23,29165,0.1000000014901161
2020,249,순복음총회신학교,대학,사립,충북,C그룹,13580,0,13580,25001,0,25001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25001,210,119.0999984741211,0,25001,0.0
2020,250,순천제일대학교,전문대학,사립,전남,B그룹,68213,858,69071,109607,1223,110830,2,1,3815,0,3,3815,25,0,25,2388,0,2388,2317,0,110830,2694,41.09999847412109,2388,110830,2.200000047683716
2020,251,순천향대학교,대학,사립,충남,A그룹,341900,224381,566281,574587,253403,827990,32,24,164321,4,60,164321,160,10,170,22964,458,23422,19753,15903,827990,11725,70.5999984741211,23422,827990,2.900000095367432
2020,252,숭실대학교,대학,사립,서울,A그룹,413398,220184,633582,709425,252760,962185,33,38,325007,6,77,325007,215,138,353,26838,2974,29812,21949,0,962185,16211,59.400001525878906,29812,962185,3.200000047683716
2020,253,숭실사이버대학교,대학,사립,서울,B그룹,2203,0,2203,9519,0,9519,3,5,6949,0,8,6949,0,0,0,0,0,0,0,0,9519,5935,1.600000023841858,0,9519,0.0
2020,254,숭의여자대학교,전문대학,사립,서울,B그룹,114943,19211,134154,166093,20974,187067,6,0,14185,2,8,14185,45,10,55,2556,246,2802,2127,0,187067,3362,55.59999847412109,2802,187067,1.5
2020,255,신경주대학교,대학,사립,경북,C그룹,214772,34818,249590,352299,58275,410574,6,6,28286,0,12,28286,190,0,190,2744,1354,4098,3884,0,410574,1207,340.20001220703125,4098,410574,1.0
2020,256,신구대학교,전문대학,사립,경기,A그룹,118107,8417,126524,177889,9530,187419,2,1,16889,4,7,16889,68,14,82,7197,857,8054,7496,0,187419,6607,28.399999618530277,8054,187419,4.5
2020,257,신라대학교,대학,사립,부산,B그룹,260562,71181,331743,605220,118970,724190,10,13,46596,5,28,46596,290,18,308,9465,1965,11430,5988,0,724190,9645,75.0999984741211,11430,724190,1.600000023841858
2020,258,신성대학교,전문대학,사립,충남,B그룹,120173,13177,133350,165605,20750,186355,5,6,5333,0,11,5333,130,0,130,7020,220,7240,5687,1500,186355,3921,47.5,7240,186355,4.0
2020,259,신안산대학교,전문대학,사립,경기,B그룹,79031,2042,81073,134226,2167,136393,0,0,2369,0,0,2369,80,1,81,4752,1358,6110,4823,4861,136393,4144,32.900001525878906,6110,136393,4.699999809265137
2020,260,신한대학교,대학,사립,경기,B그룹,247762,83674,331436,345037,85492,430529,9,11,63102,3,23,63102,301,14,315,21350,8331,29681,19117,0,430529,6643,64.80000305175781,29681,430529,7.400000095367432
2020,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2020,262,실천신학대학원대학교,대학원대학,사립,경기,-,6315,5358,11673,7402,5698,13100,0,1,0,0,1,0,12,3,15,105,6,111,111,0,13100,47,278.70001220703125,111,13100,0.8999999761581421
2020,263,아신대학교,대학,사립,경기,C그룹,51744,33005,84749,86586,52529,139115,1,5,10703,0,6,10703,143,77,220,1808,291,2099,1640,1721,139115,1298,107.1999969482422,2099,139115,1.5
2020,264,아주대학교,대학,사립,경기,A그룹,365894,249378,615272,658227,455823,1114050,40,43,49596,3,86,49596,374,93,467,18507,3579,22086,18878,0,1114050,13986,79.69999694824219,22086,1114050,2.0
2020,265,아주자동차대학교,전문대학,사립,충남,C그룹,0,0,0,45324,269,45593,0,0,5018,0,0,5018,77,0,77,1286,16,1302,1053,0,45593,964,47.29999923706055,1302,45593,2.900000095367432
2020,266,안동과학대학교,전문대학,사립,경북,B그룹,70001,2400,72401,129388,2544,131932,4,6,14757,1,11,14757,136,5,141,4312,680,4992,3519,4303,131932,2674,49.29999923706055,4992,131932,3.900000095367432
2020,267,안산대학교,전문대학,사립,경기,A그룹,99103,31351,130454,156963,34927,191890,4,6,38217,0,10,38217,98,21,119,6258,1671,7929,5192,0,191890,4388,43.70000076293945,7929,191890,4.300000190734863
2020,268,안양대학교,대학,사립,경기,B그룹,277495,81418,358913,396352,86951,483303,5,7,99310,4,16,99310,83,16,99,22867,1916,24783,22463,60068,483303,5409,89.4000015258789,24783,483303,5.400000095367432
2020,269,에스라성경대학원대학교,대학원대학,사립,경기,-,3615,2179,5794,7409,2210,9619,0,0,0,0,0,0,8,0,8,82,0,82,76,0,9619,73,131.8000030517578,82,9619,0.8999999761581421
2020,270,여주대학교,전문대학,사립,경기,B그룹,133369,46617,179986,146127,46826,192953,3,1,63579,0,4,63579,34,0,34,6309,5,6314,5994,0,192953,5610,34.400001525878906,6314,192953,3.400000095367432
2020,271,연성대학교,전문대학,사립,경기,A그룹,139511,20477,159988,182534,21911,204445,2,2,31224,7,11,31224,131,0,131,6513,329,6842,6490,0,204445,5974,34.20000076293945,6842,204445,3.5
2020,272,연세대학교,대학,사립,서울,A그룹,864456,830734,1695190,1485685,1181465,2667150,65,82,290319,1,148,290319,1110,625,1735,52275,15911,68186,59097,11082,2667150,30301,88.0,68186,2667150,2.5999999046325684
2020,273,연세대학교(미래),대학,사립,강원,B그룹,350389,79005,429394,479023,141682,620705,33,23,216959,4,60,216959,390,54,444,19672,977,20649,16688,18235,620705,8400,73.9000015258789,20649,620705,3.400000095367432
2020,274,연암공과대학교,전문대학,사립,경남,C그룹,51415,9326,60741,61525,10894,72419,0,0,4478,0,0,4478,95,0,95,1637,56,1693,1629,1,72419,1193,60.70000076293945,1693,72419,2.400000095367432
2020,275,연암대학교,전문대학,사립,충남,C그룹,45323,2150,47473,66828,2727,69555,0,1,8246,0,1,8246,44,5,49,4059,22,4081,3735,0,69555,1047,66.4000015258789,4081,69555,6.199999809265137
2020,276,영남대학교,대학,사립,경북,A그룹,534189,388356,922545,1208301,630097,1838398,47,41,48473,2,90,48473,711,157,868,21565,8259,29824,27511,18157,1838398,23521,78.19999694824219,29824,1838398,1.600000023841858
2020,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2020,278,영남신학대학교,대학,사립,경북,C그룹,65754,42113,107867,95606,44309,139915,2,6,18855,0,8,18855,50,38,88,663,117,780,475,390,139915,733,190.8999938964844,780,139915,0.6000000238418579
2020,279,영남외국어대학,전문대학,사립,경북,C그룹,25123,1024,26147,25658,1026,26684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26684,535,49.900001525878906,0,26684,0.0
2020,280,영남이공대학교,전문대학,사립,대구,A그룹,105646,5683,111329,224559,8615,233174,3,5,33213,1,9,33213,220,5,225,5788,925,6713,4104,10639,233174,5781,40.29999923706055,6713,233174,3.0
2020,281,영산대학교,대학,사립,경남,B그룹,256762,58897,315659,400835,72039,472874,9,11,17160,5,25,17160,145,6,151,5480,4778,10258,8685,0,472874,7191,65.80000305175781,10258,472874,2.200000047683716
2020,282,영산선학대학교,대학,사립,전남,C그룹,36722,733,37455,54473,1029,55502,2,4,0,0,6,0,55,0,55,295,118,413,320,799,55502,33,1681.9000244140625,413,55502,0.699999988079071
2020,283,영진전문대학교,전문대학,사립,대구,A그룹,154046,24022,178068,312630,36023,348653,5,12,26260,3,20,26260,182,2,184,9262,0,9262,4332,0,348653,8252,42.29999923706055,9262,348653,2.700000047683716
2020,284,예명대학원대학교,대학원대학,사립,서울,-,8265,1195,9460,15722,1498,17220,0,0,0,0,0,0,0,0,0,165,0,165,154,0,17220,333,51.70000076293945,165,17220,1.0
2020,285,예수대학교,대학,사립,전북,C그룹,32539,3279,35818,41672,3948,45620,0,10,5009,1,11,5009,30,7,37,1369,1154,2523,2357,295,45620,575,79.30000305175781,2523,45620,5.900000095367432
2020,286,예원예술대학교,대학,사립,전북,C그룹,30907,149,31056,41244,189,41433,0,0,1046,0,0,1046,11,0,11,8,0,8,2,0,41433,1739,23.799999237060547,8,41433,0.0
2020,287,오산대학교,전문대학,사립,경기,A그룹,120590,6845,127435,159444,7488,166932,7,5,11891,2,14,11891,113,3,116,5559,385,5944,5111,0,166932,4846,34.400001525878906,5944,166932,3.700000047683716
2020,288,온석대학원대학교,대학원대학,사립,경기,-,12552,4448,17000,21122,9207,30329,0,0,6000,0,0,6000,0,0,0,55,10394,10449,6000,0,30329,170,178.39999389648438,10449,30329,52.59999847412109
2020,289,용인대학교,대학,사립,경기,B그룹,191581,23799,215380,373528,39657,413185,11,6,44660,4,21,44660,230,8,238,14148,272,14420,6285,0,413185,6984,59.20000076293945,14420,413185,3.5999999046325684
2020,290,용인예술과학대학교,전문대학,사립,경기,B그룹,129615,12624,142239,149178,12957,162135,3,4,41504,0,7,41504,13,1,14,4053,90,4143,3887,0,162135,3906,41.5,4143,162135,2.5999999046325684
2020,291,우석대학교,대학,사립,전북,B그룹,229666,118681,348347,601569,198437,800006,9,12,57999,4,25,57999,368,6,374,11653,2207,13860,7561,0,800006,8226,97.3000030517578,13860,800006,1.7999999523162842
2020,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2020,293,우송대학교,대학,사립,대전,A그룹,161843,152777,314620,418244,165496,583740,7,14,177822,4,25,177822,41,7,48,29363,13618,42981,31675,0,583740,10376,56.29999923706055,42981,583740,7.900000095367432
2020,294,우송정보대학,전문대학,사립,대전,B그룹,81606,9661,91267,157424,13912,171336,0,0,7914,0,0,7914,39,1,40,5150,1218,6368,2275,0,171336,4737,36.20000076293945,6368,171336,3.900000095367432
2020,295,울산과학기술원,대학,국립,울산,C그룹,96132,139122,235254,108563,146791,255354,35,29,331159,0,64,331159,75,12,87,7028,47,7075,6825,0,255354,4010,63.70000076293945,7075,255354,2.799999952316284
2020,296,울산과학대학교,전문대학,사립,울산,A그룹,114236,3194,117430,177271,5479,182750,5,5,10007,0,10,10007,68,0,68,5367,358,5725,4437,0,182750,5336,34.20000076293945,5725,182750,3.200000047683716
2020,297,울산대학교,대학,사립,울산,A그룹,381618,203497,585115,669603,459648,1129251,45,42,97462,0,87,97462,209,45,254,11215,4295,15510,11295,9716,1129251,14146,79.80000305175781,15510,1129251,1.399999976158142
2020,298,웅지세무대학교,전문대학,사립,경기,C그룹,7902,2262,10164,7902,2262,10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10164,1290,7.900000095367432,0,10164,0.0
2020,299,원광대학교,대학,사립,전북,A그룹,492143,233409,725552,1103463,462842,1566305,22,27,57076,3,52,57076,583,13,596,33832,5470,39302,23195,0,1566305,16681,93.9000015258789,39302,1566305,2.5999999046325684
2020,300,원광보건대학교,전문대학,사립,전북,B그룹,72508,9719,82227,173129,15363,188492,2,8,17087,2,12,17087,188,5,193,5214,1001,6215,1421,0,188492,4543,41.5,6215,188492,3.400000095367432
2020,301,원불교대학원대학교,대학원대학,사립,전북,-,14258,1952,16210,23628,2276,25904,0,0,0,0,0,0,44,0,44,119,516,635,534,0,25904,54,479.7000122070313,635,25904,2.5
2020,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,23964,7068,31032,33364,8589,41953,6,7,4746,0,13,4746,292,0,292,544,243,787,626,0,41953,462,90.8000030517578,787,41953,1.899999976158142
2020,303,위덕대학교,대학,사립,경북,C그룹,109650,59495,169145,211626,76278,287904,4,11,28914,3,18,28914,165,22,187,5274,3660,8934,5425,0,287904,3293,87.4000015258789,8934,287904,3.200000047683716
2020,304,유원대학교,대학,사립,충북,C그룹,198818,6544,205362,390822,12575,403397,1,4,53668,0,5,53668,61,1,62,5182,31,5213,2491,0,403397,3516,114.6999969482422,5213,403397,1.2999999523162842
2020,305,유한대학교,전문대학,사립,경기,A그룹,115281,15373,130654,191945,17149,209094,4,6,21170,0,10,21170,79,10,89,7814,154,7968,6981,9047,209094,4923,42.5,7968,209094,4.0
2020,306,육군사관학교,기타,기타,서울,-,153305,72783,226088,193732,81169,274901,15,2,3923,0,17,3923,174,43,217,4408,1490,5898,5046,20685,274901,0,0.0,5898,274901,2.200000047683716
2020,307,을지대학교,대학,사립,대전,B그룹,110506,58455,168961,171604,63415,235019,15,12,41968,0,27,41968,76,0,76,3101,1024,4125,2339,0,235019,4898,48.0,4125,235019,1.7999999523162842
2020,308,이화여자대학교,대학,사립,서울,A그룹,588165,515635,1103800,991736,724804,1716540,27,79,347153,9,115,347153,568,868,1436,41248,5325,46573,37236,23395,1716540,21700,79.0999984741211,46573,1716540,2.799999952316284
2020,309,인덕대학교,전문대학,사립,서울,A그룹,107130,37374,144504,202209,41659,243868,4,8,16380,2,14,16380,50,0,50,7089,110,7199,6953,0,243868,6249,39.0,7199,243868,3.0
2020,310,인제대학교,대학,사립,경남,B그룹,407521,166829,574350,656213,242189,898402,32,25,87008,0,57,87008,132,18,150,10334,1211,11545,9739,0,898402,10707,83.9000015258789,11545,898402,1.2999999523162842
2020,311,인제대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2020,312,인천가톨릭대학교,대학,사립,인천,C그룹,64132,27019,91151,92492,37790,130282,8,14,20078,1,23,20078,152,126,278,2801,1004,3805,2750,0,130282,776,167.89999389648438,3805,130282,3.0
2020,313,인천대학교,대학,국립,인천,A그룹,418764,150882,569646,1049586,194039,1243625,31,24,69871,2,57,69871,328,64,392,28565,7026,35591,14251,0,1243625,13362,93.0999984741211,35591,1243625,2.900000095367432
2020,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2020,315,인하공업전문대학,전문대학,사립,인천,A그룹,88801,15994,104795,191311,20998,212309,2,6,14329,2,10,14329,61,11,72,8107,259,8366,4229,0,212309,6879,30.899999618530277,8366,212309,4.099999904632568
2020,316,인하대학교,대학,사립,인천,A그룹,582227,333788,916015,1270333,404296,1674629,37,46,58824,5,88,58824,468,81,549,20575,3551,24126,18733,9372,1674629,20352,82.30000305175781,24126,1674629,1.5
2020,317,장로회신학대학교,대학,사립,서울,C그룹,150013,133222,283235,226122,170927,397049,7,8,20225,1,16,20225,169,156,325,18581,1110,19691,19154,0,397049,2216,179.1999969482422,19691,397049,5.199999809265137
2020,318,장안대학교,전문대학,사립,경기,B그룹,105905,24145,130050,170265,25564,195829,7,5,32737,7,19,32737,137,18,155,5157,1594,6751,5921,0,195829,5622,34.79999923706055,6751,195829,3.5999999046325684
2020,319,재능대학교,전문대학,사립,인천,B그룹,60942,799,61741,109262,1017,110279,2,1,5447,0,3,5447,82,0,82,3676,40,3716,1829,0,110279,4055,27.200000762939453,3716,110279,3.5
2020,320,전남과학대학교,전문대학,사립,전남,B그룹,99166,1078,100244,125105,1190,126295,2,1,31061,1,4,31061,95,5,100,4177,604,4781,3588,0,126295,4131,30.600000381469727,4781,126295,3.900000095367432
2020,321,전남대학교,대학,국립,광주,A그룹,833704,490465,1324169,1332290,623935,1956225,33,32,186052,0,65,186052,1143,279,1422,31847,16002,47849,30864,620,1956225,23624,82.80000305175781,47849,1956225,2.5
2020,322,전남도립대학교,전문대학,공립,전남,C그룹,66653,1186,67839,91639,1368,93007,6,1,8044,2,9,8044,137,0,137,2734,7,2741,2195,0,93007,1351,68.80000305175781,2741,93007,3.0
2020,323,전북과학대학교,전문대학,사립,전북,C그룹,43743,1582,45325,63032,4264,67296,0,9,7780,4,13,7780,90,3,93,1731,0,1731,1731,0,67296,1649,40.79999923706055,1731,67296,2.5999999046325684
2020,324,전북대학교,대학,국립,전북,A그룹,601797,171549,773346,1323905,345204,1669109,32,34,6585,5,71,6585,585,461,1046,12276,13496,25772,13802,0,1669109,21757,76.69999694824219,25772,1669109,1.600000023841858
2020,325,전주교육대학교,대학,국립,전북,C그룹,123439,11395,134834,284495,15571,300066,5,7,7555,0,12,7555,183,38,221,5251,782,6033,1634,0,300066,1368,219.3000030517578,6033,300066,2.0999999046325684
2020,326,전주기전대학,전문대학,사립,전북,C그룹,50169,1958,52127,89281,3249,92530,0,0,7895,0,0,7895,7,0,7,2286,145,2431,2429,0,92530,1765,52.400001525878906,2431,92530,2.700000047683716
2020,327,전주대학교,대학,사립,전북,A그룹,300312,58649,358961,533733,102465,636198,9,10,22693,5,24,22693,235,0,235,17080,1967,19047,12876,0,636198,11887,53.5,19047,636198,3.0999999046325684
2020,328,전주비전대학교,전문대학,사립,전북,B그룹,74912,7048,81960,135047,8466,143513,4,5,11181,33,42,11181,40,1,41,3758,632,4390,2854,0,143513,3615,39.70000076293945,4390,143513,3.200000047683716
2020,329,제네바신학대학원대학교,대학원대학,사립,경기,-,20291,6990,27281,36643,9845,46488,0,0,0,0,0,0,59,29,88,136,0,136,136,73,46488,12,3874.0,136,46488,0.3000000119209289
2020,330,제주관광대학교,전문대학,사립,제주,C그룹,51432,1206,52638,73779,1513,75292,1,2,13581,0,3,13581,143,9,152,3577,136,3713,2870,0,75292,2295,32.79999923706055,3713,75292,5.199999809265137
2020,331,제주국제대학교,대학,사립,제주,C그룹,53544,7702,61246,73872,8313,82185,0,0,6428,0,0,6428,135,0,135,288,622,910,906,3,82185,1385,59.29999923706055,910,82185,1.100000023841858
2020,332,제주대학교,대학,국립,제주,A그룹,504294,302631,806925,999740,419785,1419525,21,33,381393,3,57,381393,426,308,734,27204,7383,34587,22946,85804,1419525,12015,118.0999984741211,34587,1419525,2.5
2020,333,제주한라대학교,전문대학,사립,제주,A그룹,85686,12146,97832,129426,13851,143277,2,5,27850,0,7,27850,136,0,136,420,0,420,354,0,143277,6141,23.299999237060547,420,143277,0.3000000119209289
2020,334,조선간호대학교,전문대학,사립,광주,C그룹,27361,1604,28965,32499,1613,34112,4,5,12067,0,9,12067,29,0,29,960,112,1072,1018,0,34112,769,44.400001525878906,1072,34112,3.200000047683716
2020,335,조선대학교,대학,사립,광주,A그룹,475899,219075,694974,987960,388161,1376121,29,24,118325,4,57,118325,434,157,591,23650,6198,29848,19574,0,1376121,20941,65.69999694824219,29848,1376121,2.200000047683716
2020,336,조선이공대학교,전문대학,사립,광주,B그룹,78323,15744,94067,91606,20060,111666,0,0,16928,0,0,16928,32,0,32,2664,1512,4176,4176,0,111666,3379,33.0,4176,111666,3.900000095367432
2020,337,주안대학원대학교,대학원대학,사립,인천,-,6141,2894,9035,10779,3191,13970,1,0,5126,0,1,5126,27,2,29,572,586,1158,949,1362,13970,80,174.60000610351562,1158,13970,9.0
2020,338,중부대학교,대학,사립,충남,B그룹,256574,58553,315127,547071,72315,619386,8,11,101495,7,26,101495,359,0,359,27772,9414,37186,22266,0,619386,9606,64.5,37186,619386,6.400000095367432
2020,339,중앙대학교,대학,사립,서울,A그룹,512641,521870,1034511,1474645,754605,2229250,40,60,469789,1,101,469789,257,178,435,75688,3734,79422,74007,30765,2229250,28981,76.9000015258789,79422,2229250,3.700000047683716
