YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR
2021,1,ICT폴리텍대학,전문대학,사립,경기,C그룹,6774,241,7015,9302,246,9548,0,0,0,0,0,0,0,0,0,173,0,173,172,0,9548,307,31.100000381469727,173,9548,1.7999999523162842
2021,2,가야대학교,대학,사립,경남,C그룹,119043,43813,162856,180946,45965,226911,6,5,53706,0,11,53706,1516,52,1568,5125,837,5962,5608,0,226911,2277,99.6999969482422,5962,226911,2.700000047683716
2021,3,가천대학교,대학,사립,경기,A그룹,385493,146008,531501,947382,190376,1137758,33,37,70347,6,76,70347,6,0,6,18459,6171,24630,14049,0,1137758,21077,54.0,24630,1137758,2.200000047683716
2021,4,가톨릭관동대학교,대학,사립,강원,B그룹,242284,172184,414468,530956,225071,756027,11,24,146578,4,39,146578,288,0,288,17884,1986,19870,13004,17122,756027,8518,88.80000305175781,19870,756027,2.700000047683716
2021,5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,38308,11536,49844,53167,11990,65157,6,11,56327,1,18,56327,36,1,37,371,44,415,312,0,65157,524,124.3000030517578,415,65157,0.6000000238418579
2021,6,가톨릭대학교,대학,사립,경기,A그룹,435353,265630,700983,765834,405961,1171795,87,64,180836,5,156,180836,2088,297,2385,21248,2458,23706,16368,16999,1171795,10484,111.8000030517578,23706,1171795,2.0999999046325684
2021,7,가톨릭상지대학교,전문대학,사립,경북,C그룹,68035,2989,71024,110996,4160,115156,9,7,52010,2,18,52010,143,0,143,2755,251,3006,2440,0,115156,1860,61.900001525878906,3006,115156,2.700000047683716
2021,8,감리교신학대학교,대학,사립,서울,C그룹,62611,118305,180916,97972,135341,233313,7,9,75643,4,20,75643,50,17,67,8404,1445,9849,9379,0,233313,1526,152.89999389648438,9849,233313,4.400000095367432
2021,9,강남대학교,대학,사립,경기,B그룹,271815,79546,351361,413712,140444,554156,10,11,38516,1,22,38516,89,44,133,8177,992,9169,5411,0,554156,7101,78.0,9169,554156,1.7000000476837158
2021,10,강동대학교,전문대학,사립,충북,B그룹,66211,33175,99386,99772,33919,133691,0,4,92531,0,4,92531,30,0,30,2356,0,2356,4611,0,133691,3534,37.79999923706055,2356,133691,1.7999999523162842
2021,11,강릉영동대학교,전문대학,사립,강원,B그룹,54073,14122,68195,82956,14946,97902,1,1,23012,0,2,23012,145,0,145,2142,0,2142,1441,0,97902,2663,36.79999923706055,2142,97902,2.200000047683716
2021,12,강서대학교,대학,사립,서울,C그룹,71340,20450,91790,93009,22598,115607,11,14,61934,2,27,61934,125,30,155,2069,971,3040,2692,1,115607,1490,77.5999984741211,3040,115607,2.700000047683716
2021,13,강원관광대학교,전문대학,사립,강원,C그룹,38903,235,39138,48029,272,48301,1,0,2237,0,1,2237,39,0,39,427,510,937,860,1069,48301,1012,47.70000076293945,937,48301,2.0
2021,14,강원대학교,대학,국립,강원,A그룹,775217,187434,962651,1287797,322509,1610306,32,43,153103,0,75,153103,467,182,649,25681,5236,30917,19756,35351,1610306,22114,72.80000305175781,30917,1610306,2.0
2021,15,강원도립대학교,전문대학,공립,강원,C그룹,48330,1949,50279,59767,2169,61936,6,5,52706,1,12,52706,60,0,60,1684,466,2150,1854,1028,61936,635,97.5,2150,61936,3.5999999046325684
2021,16,개신대학원대학교,대학원대학,사립,서울,-,17574,1059,18633,23608,1647,25255,1,0,82,0,1,82,45,1,46,258,5,263,248,0,25255,145,174.1999969482422,263,25255,1.100000023841858
2021,17,거제대학교,전문대학,사립,경남,C그룹,54987,1713,56700,71092,1822,72914,4,5,2609,0,9,2609,98,0,98,1481,176,1657,1594,0,72914,1181,61.70000076293945,1657,72914,2.299999952316284
2021,18,건국대학교,대학,사립,서울,A그룹,528569,181569,710138,1106953,253276,1360229,31,31,65388,1,63,65388,790,188,978,18566,6697,25263,15081,13692,1360229,20087,67.69999694824219,25263,1360229,1.899999976158142
2021,19,건국대학교(글로컬),대학,사립,충북,B그룹,280141,113412,393553,569387,151560,720947,13,19,188042,3,35,188042,174,26,200,16920,0,16920,8610,0,720947,7402,97.4000015258789,16920,720947,2.400000095367432
2021,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,21,건신대학원대학교,대학원대학,사립,대전,-,11833,3408,15241,16992,4941,21933,2,0,8,0,2,8,7,0,7,213,58,271,259,0,21933,169,129.8000030517578,271,21933,1.2999999523162842
2021,22,건양대학교,대학,사립,충남,B그룹,214000,45036,259036,344048,138036,482084,18,14,274846,0,32,274846,0,0,0,15038,2187,17225,15970,0,482084,7603,63.400001525878906,17225,482084,3.700000047683716
2021,23,경기과학기술대학교,전문대학,사립,경기,A그룹,90361,48886,139247,104891,49164,154055,6,1,76019,1,8,76019,95,0,95,4717,29,4746,4209,54,154055,4712,32.70000076293945,4746,154055,3.200000047683716
2021,24,경기대학교,대학,사립,경기,A그룹,627136,89925,717061,1148604,172937,1321541,28,21,90037,7,56,90037,484,5,489,11315,4236,15551,12181,0,1321541,15975,82.69999694824219,15551,1321541,1.2000000476837158
2021,25,경남대학교,대학,사립,경남,A그룹,521512,176107,697619,811361,204388,1015749,21,20,154160,0,41,154160,316,113,429,17390,4174,21564,19163,0,1015749,12302,82.5999984741211,21564,1015749,2.200000047683716
2021,26,경남도립거창대학,전문대학,공립,경남,C그룹,29603,847,30450,43520,833,44353,1,1,3042,0,2,3042,21,0,21,1134,0,1134,928,1532,44353,856,51.79999923706055,1134,44353,2.5999999046325684
2021,27,경남도립남해대학,전문대학,공립,경남,C그룹,30938,686,31624,36648,732,37380,0,0,393,0,0,393,61,0,61,1374,10,1384,1153,2776,37380,783,47.70000076293945,1384,37380,3.799999952316284
2021,28,경남정보대학교,전문대학,사립,부산,A그룹,131854,6206,138060,230181,7378,237559,0,4,17582,0,4,17582,117,0,117,7028,2144,9172,5870,0,237559,6665,35.599998474121094,9172,237559,4.0
2021,29,경동대학교,대학,사립,강원,B그룹,236000,18382,254382,332305,28096,360401,5,9,47392,2,16,47392,240,0,240,33886,3024,36910,34910,0,360401,7814,46.09999847412109,36910,360401,11.399999618530272
2021,30,경민대학교,전문대학,사립,경기,B그룹,95716,6933,102649,157242,8927,166169,5,5,11704,2,12,11704,47,13,60,5187,320,5507,3207,0,166169,4432,37.5,5507,166169,3.400000095367432
2021,31,경복대학교,전문대학,사립,경기,A그룹,89319,25138,114457,118065,25475,143540,0,3,41794,0,3,41794,209,1,210,7852,2832,10684,9301,0,143540,6455,22.200000762939453,10684,143540,8.0
2021,32,경북과학대학교,전문대학,사립,경북,C그룹,56310,11967,68277,77808,13744,91552,2,0,3925,0,2,3925,67,0,67,0,524,524,502,0,91552,1655,55.29999923706055,524,91552,0.6000000238418579
2021,33,경북대학교,대학,국립,대구,A그룹,848290,683385,1531675,2231796,1172551,3404347,49,49,549649,2,100,549649,1099,525,1624,40680,10808,51488,29032,9748,3404347,27862,122.1999969482422,51488,3404347,1.5
2021,34,경북보건대학교,전문대학,사립,경북,C그룹,38784,1287,40071,45977,1529,47506,2,2,8889,0,4,8889,0,2,2,1548,1,1549,1287,0,47506,1250,38.0,1549,47506,3.400000095367432
2021,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,36,경북전문대학교,전문대학,사립,경북,B그룹,93071,10099,103170,124972,12567,137539,1,1,9309,0,2,9309,129,2,131,6693,395,7088,3143,0,137539,2853,48.20000076293945,7088,137539,5.400000095367432
2021,37,경상국립대학교,대학,국립,경남,A그룹,591709,280738,872447,1221873,450851,1672724,37,54,91077,7,98,91077,491,147,638,20353,15760,36113,28298,98707,1672724,21509,77.80000305175781,36113,1672724,2.200000047683716
2021,38,경성대학교,대학,사립,부산,A그룹,440038,167559,607597,797722,219762,1017484,18,26,107959,3,47,107959,416,29,445,17974,1214,19188,13267,19662,1017484,13025,78.0999984741211,19188,1017484,1.899999976158142
2021,39,경안대학원대학교,대학원대학,사립,경북,-,7579,0,7579,8438,0,8438,0,0,0,0,0,0,2,0,2,21,76,97,78,0,8438,56,150.6999969482422,97,8438,1.2000000476837158
2021,40,경운대학교,대학,사립,경북,C그룹,194792,26938,221730,397141,34978,432119,14,8,109327,0,22,109327,260,41,301,9799,1867,11666,5184,3,432119,4464,96.8000030517578,11666,432119,2.799999952316284
2021,41,경인교육대학교,대학,국립,인천,C그룹,206579,29461,236040,566684,37288,603972,16,11,75051,2,29,75051,165,15,180,16526,2380,18906,11843,23826,603972,3913,154.39999389648438,18906,603972,3.200000047683716
2021,42,경인여자대학교,전문대학,사립,인천,B그룹,106983,33082,140065,209961,33953,243914,9,8,91588,0,17,91588,33,13,46,5684,5090,10774,8914,8752,243914,4722,51.70000076293945,10774,243914,4.599999904632568
2021,43,경일대학교,대학,사립,경북,B그룹,198158,135228,333386,396896,153842,550738,16,11,138078,5,32,138078,353,2,355,9948,6221,16169,10059,0,550738,7141,77.0999984741211,16169,550738,3.0
2021,44,경찰대학,기타,기타,충남,-,153380,49950,203330,156910,50956,207866,0,11,2457,0,11,2457,143,55,198,5460,759,6219,6219,0,207866,0,0.0,6219,207866,3.0999999046325684
2021,45,경희대학교,대학,사립,서울,A그룹,952808,403017,1355825,1982815,624039,2606854,59,40,385170,5,104,385170,50,58,108,29461,5726,35187,31041,9757,2606854,33373,78.0999984741211,35187,2606854,1.399999976158142
2021,46,계명대학교,대학,사립,대구,A그룹,526700,351938,878638,1663930,495613,2159543,38,52,384156,3,93,384156,1552,213,1765,60614,5807,66421,57217,24031,2159543,22930,94.1999969482422,66421,2159543,3.200000047683716
2021,47,계명문화대학교,전문대학,사립,대구,A그룹,158236,8127,166363,212667,11362,224029,9,9,47324,1,19,47324,38,0,38,4457,274,4731,4688,28643,224029,5008,44.70000076293945,4731,224029,2.200000047683716
2021,48,계약신학대학원대학교,대학원대학,사립,경기,-,14791,4246,19037,20408,4388,24796,0,0,691,0,0,691,3,0,3,191,1,192,107,0,24796,37,670.2000122070312,192,24796,0.800000011920929
2021,49,계원예술대학교,전문대학,사립,경기,B그룹,82342,36455,118797,91840,37275,129115,4,4,6825,3,11,6825,10,30,40,2136,14,2150,2145,0,129115,3009,42.900001525878906,2150,129115,1.7000000476837158
2021,50,고려대학교,대학,사립,서울,A그룹,662026,1093013,1755039,1519406,1663061,3182467,126,108,1006977,1,235,1006977,988,1255,2243,134372,16134,150506,136232,15545,3182467,29580,107.5999984741211,150506,3182467,5.0
2021,51,고려대학교(세종),대학,사립,세종,B그룹,274697,66978,341675,451276,102753,554029,4,9,12148,0,13,12148,106,18,124,6065,365,6430,5661,7387,554029,7096,78.0999984741211,6430,554029,1.2000000476837158
2021,52,고려사이버대학교,대학,사립,서울,A그룹,5256,38358,43614,12376,38358,50734,0,1,43614,0,1,43614,0,0,0,596,0,596,393,0,50734,9468,5.400000095367432,596,50734,1.2000000476837158
2021,53,고신대학교,대학,사립,부산,C그룹,225769,137593,363362,304373,170956,475329,11,8,10776,0,19,10776,433,97,530,5067,2299,7366,5877,1090,475329,4788,99.3000030517578,7366,475329,1.600000023841858
2021,54,공군사관학교,기타,기타,충북,-,208264,38564,246828,208264,38564,246828,12,8,4226,0,20,4226,153,10,163,4525,3276,7801,6700,406,246828,0,0.0,7801,246828,3.299999952316284
2021,55,공주교육대학교,대학,국립,충남,C그룹,122881,6605,129486,309745,21661,331406,11,11,52412,0,22,52412,97,0,97,6202,529,6731,3613,0,331406,1921,172.5,6731,331406,2.0999999046325684
2021,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,7573,25027,32600,15423,63739,79162,2,8,106076,0,10,106076,0,0,0,669,0,669,496,10605,79162,1304,60.70000076293945,669,79162,0.8999999761581421
2021,57,광신대학교,대학,사립,광주,C그룹,58900,58678,117578,84204,64705,148909,5,6,14136,0,11,14136,158,13,171,1940,486,2426,2226,0,148909,986,151.0,2426,148909,1.7000000476837158
2021,58,광양보건대학교,전문대학,사립,전남,C그룹,23423,476,23899,39887,542,40429,0,1,451,0,1,451,52,0,52,0,60,60,60,0,40429,648,62.400001525878906,60,40429,0.1000000014901161
2021,59,광운대학교,대학,사립,서울,B그룹,321257,86864,408121,628220,138908,767128,21,19,106561,1,41,106561,173,24,197,19202,1610,20812,15448,59,767128,9609,79.80000305175781,20812,767128,2.799999952316284
2021,60,광주가톨릭대학교,대학,사립,전남,C그룹,91686,59019,150705,133085,73770,206855,7,7,42733,5,19,42733,48,67,115,1128,603,1731,1639,0,206855,121,1709.5,1731,206855,0.800000011920929
2021,61,광주과학기술원,대학,국립,광주,C그룹,66501,85146,151647,86000,100999,186999,22,11,56428,2,35,56428,0,0,0,2983,1093,4076,2984,82913,186999,2042,91.5999984741211,4076,186999,2.200000047683716
2021,62,광주교육대학교,대학,국립,광주,C그룹,185689,29524,215213,282306,35641,317947,0,19,12463,0,19,12463,69,9,78,2915,3422,6337,4810,0,317947,1882,168.89999389648438,6337,317947,2.0
2021,63,광주대학교,대학,사립,광주,B그룹,290220,59329,349549,513200,98037,611237,10,11,90158,5,26,90158,232,25,257,16135,5857,21992,15239,0,611237,7391,82.69999694824219,21992,611237,3.700000047683716
2021,64,광주보건대학교,전문대학,사립,광주,B그룹,106860,5832,112692,200566,10729,211295,2,2,12143,2,6,12143,28,18,46,1145,951,2096,1248,0,211295,3733,56.59999847412109,2096,211295,1.0
2021,65,광주여자대학교,대학,사립,광주,C그룹,186185,36196,222381,284179,44386,328565,13,12,129438,0,25,129438,63,0,63,8378,1248,9626,8016,0,328565,3951,83.19999694824219,9626,328565,3.0
2021,66,구미대학교,전문대학,사립,경북,A그룹,48759,481,49240,201527,2846,204373,1,1,128436,0,2,128436,105,0,105,8782,13,8795,2986,0,204373,5066,40.29999923706055,8795,204373,4.5
2021,67,구세군사관대학원대학교,대학원대학,사립,경기,-,24376,2011,26387,24376,2011,26387,1,0,0,0,1,0,48,4,52,297,114,411,243,0,26387,28,942.4000244140624,411,26387,1.600000023841858
2021,68,국군간호사관학교,기타,기타,대전,-,55996,3165,59161,62106,3446,65552,10,12,46363,0,22,46363,141,6,147,1807,1515,3322,2785,7813,65552,0,0.0,3322,65552,5.300000190734863
2021,69,국립강릉원주대학교,대학,국립,강원,B그룹,412146,90401,502547,699858,150638,850496,16,21,63590,2,39,63590,685,14,699,13579,3424,17003,16860,0,850496,8487,100.1999969482422,17003,850496,2.0
2021,70,국립경국대학교,대학,국립,경북,B그룹,366937,78661,445598,769868,120148,890016,14,12,34999,4,30,34999,120,6,126,13941,5025,18966,10559,524,890016,7285,122.1999969482422,18966,890016,2.200000047683716
2021,71,국립공주대학교,대학,국립,충남,A그룹,461038,105651,566689,1118596,173226,1291822,27,30,120964,1,58,120964,352,40,392,13332,4404,17736,8885,58876,1291822,15426,83.69999694824219,17736,1291822,1.399999976158142
2021,72,국립군산대학교,대학,국립,전북,B그룹,287432,48308,335740,614557,96395,710952,18,14,67999,6,38,67999,295,103,398,11558,3680,15238,12243,0,710952,8105,87.69999694824219,15238,710952,2.200000047683716
2021,73,국립금오공과대학교,대학,국립,경북,B그룹,205222,56482,261704,444108,83491,527599,24,21,73933,5,50,73933,157,19,176,22935,3528,26463,18714,6,527599,6101,86.5,26463,527599,5.300000190734863
2021,74,국립목포대학교,대학,국립,전남,B그룹,249436,86989,336425,499101,130188,629289,17,19,61662,0,36,61662,322,14,336,6416,2171,8587,5100,30356,629289,8142,77.30000305175781,8587,629289,1.399999976158142
2021,75,국립목포해양대학교,대학,국립,전남,C그룹,106330,15221,121551,217598,20411,238009,11,7,64279,0,18,64279,121,0,121,1902,259,2161,914,0,238009,2639,90.1999969482422,2161,238009,0.8999999761581421
2021,76,국립부경대학교,대학,국립,부산,A그룹,367212,154491,521703,1076403,244455,1320858,30,27,124097,4,61,124097,492,133,625,17453,6543,23996,17896,0,1320858,18376,71.9000015258789,23996,1320858,1.899999976158142
2021,77,국립순천대학교,대학,국립,전남,B그룹,345265,100112,445377,683838,148929,832767,23,32,41875,8,63,41875,397,5,402,17369,2996,20365,14066,53927,832767,7737,107.5999984741211,20365,832767,2.5
2021,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,1093,735,1828,1251,735,1986,0,0,558,0,0,558,0,0,0,334,0,334,230,0,1986,67,29.600000381469727,334,1986,20.200000762939453
2021,79,국립창원대학교,대학,국립,경남,B그룹,299942,133593,433535,540181,186423,726604,23,24,101030,2,49,101030,499,125,624,18011,2608,20619,19082,0,726604,9100,79.80000305175781,20619,726604,2.900000095367432
2021,80,국립한국교통대학교,대학,국립,충북,B그룹,253894,57282,311176,624465,90895,715360,17,18,101675,0,35,101675,60,22,82,22792,3275,26067,15542,17143,715360,8820,81.0999984741211,26067,715360,3.799999952316284
2021,81,국립한국해양대학교,대학,국립,부산,B그룹,195297,97106,292403,432402,154900,587302,12,26,17276,2,40,17276,214,38,252,5489,10278,15767,9307,0,587302,7325,80.19999694824219,15767,587302,2.799999952316284
2021,82,국립한밭대학교,대학,국립,대전,B그룹,248731,81041,329772,539297,103064,642361,16,26,303568,3,45,303568,123,40,163,13684,7008,20692,13724,0,642361,9305,69.0,20692,642361,3.299999952316284
2021,83,국민대학교,대학,사립,서울,A그룹,454321,223451,677772,1144945,308621,1453566,29,32,150932,7,68,150932,506,160,666,16426,4409,20835,15105,128,1453566,18122,80.19999694824219,20835,1453566,1.5
2021,84,국방대학교,기타,기타,충남,-,189659,68897,258556,303115,89873,392988,1,33,1014,0,34,1014,177,94,271,7497,2651,10148,7433,0,392988,0,0.0,10148,392988,2.700000047683716
2021,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,4670,126,4796,5515,165,5680,2,0,0,0,2,0,4,0,4,33,115,148,148,0,5680,270,21.0,148,5680,2.700000047683716
2021,86,국제대학교,전문대학,사립,경기,B그룹,66722,7723,74445,112441,34261,146702,4,10,68016,3,17,68016,88,0,88,4469,96,4565,3034,0,146702,3857,38.0,4565,146702,3.200000047683716
2021,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,1289,2708,3997,2148,4565,6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713,84,79.9000015258789,0,6713,0.0
2021,89,국제사이버대학교,대학,사립,경기,C그룹,1200,0,1200,9798,0,9798,0,0,1200,0,0,1200,0,0,0,0,0,0,0,0,9798,3119,3.0999999046325684,0,9798,0.0
2021,90,국제언어대학원대학교,대학원대학,사립,서울,-,2953,12338,15291,3870,13447,17317,0,0,130,0,0,130,0,7,7,24,18,42,42,0,17317,44,393.6000061035156,42,17317,0.2000000029802322
2021,91,국제예술대학교,기타,기타,서울,-,1040,32,1072,1054,32,1086,0,0,0,0,0,0,0,0,0,9,2,11,11,9,1086,0,0.0,11,1086,1.0
2021,92,군산간호대학교,전문대학,사립,전북,C그룹,24561,3703,28264,34887,4825,39712,1,5,12250,0,6,12250,25,0,25,1189,207,1396,905,34,39712,1152,34.5,1396,39712,3.5999999046325684
2021,93,군장대학교,전문대학,사립,전북,C그룹,58899,244,59143,91833,322,92155,0,0,11920,12,12,11920,15,0,15,1826,0,1826,1826,0,92155,1904,48.400001525878906,1826,92155,2.0
2021,94,극동대학교,대학,사립,충북,C그룹,168281,45363,213644,270471,52051,322522,8,8,161072,1,17,161072,96,0,96,8112,553,8665,8532,0,322522,3792,85.0999984741211,8665,322522,2.799999952316284
2021,95,글로벌사이버대학교,대학,사립,충남,C그룹,1054,0,1054,2038,0,2038,0,1,1054,0,1,1054,0,0,0,183,0,183,159,0,2038,2454,0.800000011920929,183,2038,9.899999618530272
2021,96,금강대학교,대학,사립,충남,C그룹,66769,15827,82596,104864,25890,130754,0,3,358,0,3,358,80,12,92,1337,1915,3252,2930,0,130754,410,318.8999938964844,3252,130754,2.5999999046325684
2021,97,기독간호대학교,전문대학,사립,광주,C그룹,28452,5389,33841,31072,5427,36499,3,1,452,0,4,452,55,0,55,827,102,929,731,0,36499,595,61.29999923706055,929,36499,2.5999999046325684
2021,98,김천대학교,대학,사립,경북,C그룹,113459,149322,262781,162276,150391,312667,9,13,225043,0,22,225043,118,0,118,9343,538,9881,8418,0,312667,3110,100.5,9881,312667,3.299999952316284
2021,99,김포대학교,전문대학,사립,경기,C그룹,72316,4984,77300,117936,5824,123760,1,11,9681,1,13,9681,72,2,74,1178,1215,2393,1826,0,123760,3424,36.09999847412109,2393,123760,2.0
2021,100,김해대학교,전문대학,사립,경남,C그룹,28917,337,29254,37879,350,38229,1,1,831,0,2,831,9,0,9,1158,710,1868,1569,0,38229,1471,26.0,1868,38229,5.099999904632568
2021,101,나사렛대학교,대학,사립,충남,B그룹,196219,111878,308097,288300,118358,406658,15,12,166155,3,30,166155,134,3,137,11336,1440,12776,10539,0,406658,5440,74.80000305175781,12776,406658,3.200000047683716
2021,102,나주대학교,전문대학,사립,전남,C그룹,23959,220,24179,30920,299,31219,0,0,2449,1,1,2449,108,1,109,2449,485,2934,2934,0,31219,1903,16.399999618530273,2934,31219,10.399999618530272
2021,103,남부대학교,대학,사립,광주,C그룹,93368,9000,102368,111244,9168,120412,15,10,62864,2,27,62864,122,6,128,10763,1631,12394,5803,0,120412,3433,35.099998474121094,12394,120412,11.5
2021,104,남서울대학교,대학,사립,충남,B그룹,316379,159009,475388,647957,245653,893610,12,18,163297,0,30,163297,620,28,648,23405,1082,24487,16644,0,893610,10078,88.69999694824219,24487,893610,2.799999952316284
2021,105,농협대학교,전문대학,사립,경기,C그룹,33010,4502,37512,39556,4905,44461,2,0,1204,0,2,1204,32,3,35,1175,128,1303,963,863,44461,444,100.0999984741211,1303,44461,3.0
2021,106,능인대학원대학교,대학원대학,사립,경기,-,4031,247,4278,5316,675,5991,3,2,46363,0,5,46363,21,0,21,46,973,1019,470,0,5991,80,74.9000015258789,1019,5991,20.5
2021,107,단국대학교,대학,사립,경기,A그룹,984398,292299,1276697,1521705,476656,1998361,24,20,124201,4,48,124201,1070,134,1204,28147,5273,33420,25232,15188,1998361,26716,74.80000305175781,33420,1998361,1.7000000476837158
2021,108,대경대학교,전문대학,사립,경북,B그룹,53132,4485,57617,149252,4883,154135,0,14,26410,2,16,26410,51,1,52,4894,458,5352,2171,0,154135,4072,37.900001525878906,5352,154135,3.5999999046325684
2021,109,대구가톨릭대학교,대학,사립,경북,A그룹,539635,264767,804402,1030642,368697,1399339,42,30,99223,0,72,99223,591,65,656,22228,3638,25866,18122,13668,1399339,13771,101.5999984741211,25866,1399339,1.899999976158142
2021,110,대구경북과학기술원,대학,국립,대구,C그룹,66698,16905,83603,73024,68677,141701,42,33,320032,1,76,320032,0,0,0,4118,0,4118,3860,0,141701,1527,92.8000030517578,4118,141701,3.0
