YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR
2021,111,대구공업대학교,전문대학,사립,대구,C그룹,69416,2272,71688,107142,3329,110471,0,0,13527,2,2,13527,89,0,89,2020,362,2382,2382,0,110471,1661,66.5,2382,110471,2.200000047683716
2021,112,대구과학대학교,전문대학,사립,대구,A그룹,82606,3151,85757,153961,3828,157789,2,3,13540,2,7,13540,36,0,36,4105,0,4105,3559,0,157789,4093,38.59999847412109,4105,157789,2.700000047683716
2021,113,대구교육대학교,대학,국립,대구,C그룹,146967,12866,159833,307017,23284,330301,12,11,55032,0,23,55032,488,58,546,4578,383,4961,2631,0,330301,2434,135.6999969482422,4961,330301,1.5
2021,114,대구대학교,대학,사립,경북,A그룹,552212,228441,780653,1159269,394507,1553776,14,18,73008,2,34,73008,906,12,918,18741,3771,22512,13077,51368,1553776,18521,83.9000015258789,22512,1553776,1.5
2021,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,116,대구보건대학교,전문대학,사립,대구,A그룹,97265,17617,114882,226346,21341,247687,2,5,26123,0,7,26123,109,14,123,7644,66,7710,4780,0,247687,6959,35.599998474121094,7710,247687,3.200000047683716
2021,117,대구사이버대학교,대학,사립,경북,C그룹,16696,0,16696,17463,0,17463,6,0,16696,0,6,16696,0,0,0,370,0,370,316,0,17463,4136,4.199999809265137,370,17463,2.200000047683716
2021,118,대구예술대학교,대학,사립,경북,C그룹,49968,1156,51124,120208,1933,122141,0,0,14525,0,0,14525,87,4,91,2039,0,2039,1016,0,122141,948,128.8000030517578,2039,122141,1.7000000476837158
2021,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,120,대구한의대학교,대학,사립,경북,B그룹,268002,95587,363589,503243,139255,642498,15,15,89949,3,33,89949,283,28,311,7475,1693,9168,6505,19,642498,7166,89.69999694824219,9168,642498,1.399999976158142
2021,121,대덕대학교,전문대학,사립,대전,C그룹,77980,688,78668,186420,914,187334,2,5,47600,1,8,47600,64,1,65,4065,67,4132,3181,976,187334,3741,50.09999847412109,4132,187334,2.299999952316284
2021,122,대동대학교,전문대학,사립,부산,C그룹,49004,1053,50057,53692,1125,54817,7,7,52731,0,14,52731,55,3,58,942,79,1021,934,1410,54817,1518,36.09999847412109,1021,54817,1.899999976158142
2021,123,대림대학교,전문대학,사립,경기,A그룹,106357,48046,154403,156484,49365,205849,3,2,60682,2,7,60682,115,0,115,7419,386,7805,4258,0,205849,7325,28.100000381469727,7805,205849,3.900000095367432
2021,124,대신대학교,대학,사립,경북,C그룹,81365,10995,92360,102648,11659,114307,5,5,8323,0,10,8323,169,5,174,763,843,1606,1510,0,114307,611,187.1000061035156,1606,114307,1.399999976158142
2021,125,대원대학교,전문대학,사립,충북,C그룹,60005,3593,63598,89828,4090,93918,2,0,13103,2,4,13103,110,0,110,3226,495,3721,3408,0,93918,2400,39.09999847412109,3721,93918,4.099999904632568
2021,126,대전가톨릭대학교,대학,사립,세종,C그룹,91192,37790,128982,110481,39010,149491,0,3,2250,0,3,2250,114,45,159,665,2944,3609,2985,40,149491,76,1967.0,3609,149491,2.5
2021,127,대전과학기술대학교,전문대학,사립,대전,B그룹,81664,99378,181042,183889,170239,354128,10,6,51271,3,19,51271,100,0,100,2567,1565,4132,2257,0,354128,4446,79.69999694824219,4132,354128,1.2000000476837158
2021,128,대전대학교,대학,사립,대전,B그룹,430703,121451,552154,647862,167013,814875,15,19,133543,9,43,133543,299,12,311,26164,2996,29160,25206,0,814875,9759,83.5,29160,814875,3.700000047683716
2021,129,대전보건대학교,전문대학,사립,대전,A그룹,103704,31031,134735,210904,33990,244894,7,18,93246,0,25,93246,82,0,82,4389,2527,6916,4664,0,244894,5697,43.0,6916,244894,2.900000095367432
2021,130,대전신학대학교,대학,사립,대전,C그룹,41114,9289,50403,66566,11679,78245,0,1,4338,0,1,4338,103,0,103,338,116,454,382,0,78245,182,429.8999938964844,454,78245,0.6000000238418579
2021,131,대진대학교,대학,사립,경기,B그룹,286931,93713,380644,566944,145350,712294,17,21,83232,7,45,83232,263,6,269,18037,1458,19495,13740,0,712294,7851,90.6999969482422,19495,712294,2.799999952316284
2021,132,대한신학대학원대학교,대학원대학,사립,경기,-,7407,1931,9338,13167,2700,15867,0,0,0,0,0,0,0,0,0,10,0,10,2,0,15867,245,64.80000305175781,10,15867,0.1000000014901161
2021,133,덕성여자대학교,대학,사립,서울,B그룹,398725,75011,473736,640502,127559,768061,22,21,61949,6,49,61949,446,61,507,11279,2460,13739,10724,11836,768061,5806,132.3000030517578,13739,768061,1.7999999523162842
2021,134,동강대학교,전문대학,사립,광주,B그룹,114574,8646,123220,162203,10106,172309,1,0,19866,1,2,19866,71,0,71,3734,246,3980,3346,0,172309,3133,55.0,3980,172309,2.400000095367432
2021,135,동국대학교,대학,사립,서울,A그룹,828871,340403,1169274,1219507,415152,1634659,38,40,210268,0,78,210268,649,381,1030,25188,5901,31089,26855,2109,1634659,17539,93.1999969482422,31089,1634659,1.899999976158142
2021,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,431473,85773,517246,669162,128356,797518,16,20,58121,2,38,58121,1047,81,1128,10848,2339,13187,12811,15810,797518,8285,96.3000030517578,13187,797518,1.7000000476837158
2021,137,동남보건대학교,전문대학,사립,경기,A그룹,59243,6756,65999,145798,7867,153665,2,5,23025,1,8,23025,22,0,22,100,42,142,32,0,153665,4794,32.099998474121094,142,153665,0.1000000014901161
2021,138,동덕여자대학교,대학,사립,서울,B그룹,203675,123435,327110,408744,145547,554291,17,22,131918,2,41,131918,323,122,445,42795,1896,44691,38918,19954,554291,7211,76.9000015258789,44691,554291,8.800000190734863
2021,139,동명대학교,대학,사립,부산,B그룹,383880,46187,430067,507562,52416,559978,7,9,34752,0,16,34752,37,9,46,17030,2162,19192,16114,0,559978,8135,68.80000305175781,19192,559978,3.5
2021,140,동방문화대학원대학교,대학원대학,사립,서울,-,20088,4126,24214,21841,4252,26093,12,6,47399,1,19,47399,11,0,11,62,771,833,604,534,26093,301,86.69999694824219,833,26093,3.299999952316284
2021,141,동부산대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,142,동서대학교,대학,사립,부산,B그룹,346768,114677,461445,667191,142519,809710,15,16,189641,0,31,189641,283,64,347,26023,5304,31327,30964,73,809710,10710,75.5999984741211,31327,809710,4.0
2021,143,동서울대학교,전문대학,사립,경기,A그룹,119373,9045,128418,222501,10374,232875,3,4,57695,3,10,57695,77,0,77,6053,2,6055,3464,1502,232875,6045,38.5,6055,232875,2.700000047683716
2021,144,동신대학교,대학,사립,전남,B그룹,473933,132310,606243,592875,148120,740995,8,17,40122,5,30,40122,235,26,261,14826,1764,16590,15462,0,740995,6817,108.6999969482422,16590,740995,2.299999952316284
2021,145,동아대학교,대학,사립,부산,A그룹,585594,257353,842947,1050016,368491,1418507,31,19,97208,0,50,97208,314,121,435,16217,4831,21048,12402,0,1418507,20331,69.80000305175781,21048,1418507,1.5
2021,146,동아방송예술대학교,전문대학,사립,경기,B그룹,64942,18417,83359,93528,18698,112226,7,11,68828,0,18,68828,65,0,65,5792,653,6445,4199,0,112226,3104,36.20000076293945,6445,112226,6.099999904632568
2021,147,동아보건대학교,전문대학,사립,전남,C그룹,46753,0,46753,61880,0,61880,7,7,53905,0,14,53905,40,0,40,657,1321,1978,1978,221,61880,1699,36.400001525878906,1978,61880,3.299999952316284
2021,148,동양대학교,대학,사립,경북,C그룹,155045,64474,219519,276581,80223,356804,12,8,80911,4,24,80911,70,0,70,9337,480,9817,7845,0,356804,4200,85.0,9817,356804,2.799999952316284
2021,149,동양미래대학교,전문대학,사립,서울,A그룹,169020,19061,188081,256860,24865,281725,5,4,25218,2,11,25218,208,22,230,5856,0,5856,5682,0,281725,5854,48.09999847412109,5856,281725,2.0999999046325684
2021,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,151,동원과학기술대학교,전문대학,사립,경남,B그룹,48506,1898,50404,80327,2195,82522,1,0,0,0,1,0,54,0,54,2823,0,2823,1452,657,82522,2285,36.09999847412109,2823,82522,3.5
2021,152,동원대학교,전문대학,사립,경기,B그룹,91739,2102,93841,133497,3363,136860,0,1,18786,0,1,18786,39,0,39,3910,3,3913,3541,0,136860,3514,38.900001525878906,3913,136860,2.900000095367432
2021,153,동의과학대학교,전문대학,사립,부산,B그룹,97173,5704,102877,166801,7239,174040,4,3,14791,1,8,14791,104,11,115,5263,51,5314,3814,0,174040,5307,32.79999923706055,5314,174040,3.0999999046325684
2021,154,동의대학교,대학,사립,부산,A그룹,452620,172028,624648,952937,295133,1248070,16,19,86097,4,39,86097,533,15,548,28460,1627,30087,23995,0,1248070,15711,79.4000015258789,30087,1248070,2.5
2021,155,두원공과대학교,전문대학,사립,경기,B그룹,62791,9193,71984,122476,10606,133082,2,3,4932,0,5,4932,149,0,149,1470,0,1470,380,6866,133082,4222,31.5,1470,133082,1.100000023841858
2021,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,2851,0,2851,10407,0,10407,2,5,2851,0,7,2851,0,0,0,272,0,272,224,0,10407,3553,2.900000095367432,272,10407,2.700000047683716
2021,157,루터대학교,대학,사립,경기,C그룹,23193,7825,31018,30433,9892,40325,2,16,2360,1,19,2360,51,46,97,1892,12,1904,1598,0,40325,411,98.0999984741211,1904,40325,5.0
2021,158,마산대학교,전문대학,사립,경남,A그룹,101141,2694,103835,195459,2944,198403,9,8,83093,0,17,83093,127,0,127,7869,0,7869,4887,0,198403,5571,35.599998474121094,7869,198403,4.099999904632568
2021,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,160,명지대학교,대학,사립,서울,A그룹,668280,291238,959518,1218318,360348,1578666,12,15,257724,4,31,257724,1171,56,1227,17871,2797,20668,18073,0,1578666,15634,101.0,20668,1578666,1.2999999523162842
2021,161,명지전문대학,전문대학,사립,서울,A그룹,129027,12422,141449,239169,14820,253989,6,7,58057,3,16,58057,89,6,95,8729,312,9041,7869,10,253989,7068,35.900001525878906,9041,253989,3.700000047683716
2021,162,목원대학교,대학,사립,대전,B그룹,247255,172982,420237,468129,226231,694360,16,19,137189,7,42,137189,306,28,334,17165,1740,18905,13866,129,694360,8276,83.9000015258789,18905,694360,2.799999952316284
2021,163,목포가톨릭대학교,대학,사립,전남,C그룹,36584,3462,40046,46842,3538,50380,10,9,51686,0,19,51686,10,1,11,1132,137,1269,1076,0,50380,509,99.0,1269,50380,2.5999999046325684
2021,164,목포과학대학교,전문대학,사립,전남,B그룹,62312,4472,66784,70362,5718,76080,3,0,6378,0,3,6378,12,0,12,1493,0,1493,1287,0,76080,2334,32.599998474121094,1493,76080,2.0
2021,165,문경대학교,전문대학,사립,경북,C그룹,32998,294,33292,41974,325,42299,0,2,2468,0,2,2468,37,1,38,664,0,664,542,0,42299,890,47.5,664,42299,1.600000023841858
2021,166,배재대학교,대학,사립,대전,B그룹,226326,216911,443237,502541,269823,772364,12,12,214511,4,28,214511,233,25,258,20581,2252,22833,12490,25,772364,8915,86.5999984741211,22833,772364,3.0
2021,167,배화여자대학교,전문대학,사립,서울,B그룹,72742,5691,78433,146072,7267,153339,2,0,6316,2,4,6316,35,3,38,3195,418,3613,1648,4863,153339,2874,53.400001525878906,3613,153339,2.400000095367432
2021,168,백석대학교,대학,사립,충남,A그룹,415354,365969,781323,774875,409321,1184196,8,6,452407,4,18,452407,214,28,242,33274,1967,35241,34742,36429,1184196,14059,84.19999694824219,35241,1184196,3.0999999046325684
2021,169,백석문화대학교,전문대학,사립,충남,A그룹,83430,15246,98676,166613,20629,187242,0,0,18432,6,6,18432,18,0,18,4435,153,4588,3850,11812,187242,5754,32.5,4588,187242,2.5
2021,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,171,백제예술대학교,전문대학,사립,전북,C그룹,32492,1298,33790,44725,2241,46966,0,0,2025,0,0,2025,17,0,17,447,0,447,447,0,46966,1214,38.70000076293945,447,46966,1.0
2021,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,18120,184,18304,37808,220,38028,0,0,0,0,0,0,14,14,28,169,7,176,92,0,38028,56,679.0999755859375,176,38028,0.5
2021,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,174,부산가톨릭대학교,대학,사립,부산,C그룹,192911,107104,300015,282582,116754,399336,8,13,84877,0,21,84877,408,15,423,3918,3716,7634,6650,0,399336,4085,97.8000030517578,7634,399336,1.899999976158142
2021,175,부산경상대학교,전문대학,사립,부산,B그룹,89593,2943,92536,129346,3081,132427,0,1,8076,1,2,8076,92,0,92,2691,437,3128,2656,0,132427,2625,50.400001525878906,3128,132427,2.400000095367432
2021,176,부산과학기술대학교,전문대학,사립,부산,B그룹,106849,4004,110853,161160,4399,165559,1,2,17694,0,3,17694,120,0,120,5792,0,5792,3376,0,165559,3563,46.5,5792,165559,3.5999999046325684
2021,177,부산교육대학교,대학,국립,부산,C그룹,170071,14631,184702,318167,17979,336146,12,10,23952,1,23,23952,224,20,244,9328,438,9766,4384,0,336146,2457,136.8000030517578,9766,336146,3.0
2021,178,부산대학교,대학,국립,부산,A그룹,766651,405119,1171770,1697955,853792,2551747,50,55,676616,5,110,676616,657,508,1165,49638,7012,56650,43800,52934,2551747,27831,91.6999969482422,56650,2551747,2.299999952316284
2021,179,부산디지털대학교,대학,사립,부산,C그룹,3210,0,3210,3446,0,3446,1,0,1321,0,1,1321,0,0,0,432,0,432,344,0,3446,2442,1.399999976158142,432,3446,14.300000190734863
2021,180,부산보건대학교,전문대학,사립,부산,B그룹,81537,13097,94634,104219,17440,121659,7,5,80100,0,12,80100,163,0,163,2931,824,3755,3147,996,121659,3101,39.20000076293945,3755,121659,3.200000047683716
2021,181,부산여자대학교,전문대학,사립,부산,C그룹,116915,25847,142762,135723,30635,166358,5,7,691,0,12,691,103,7,110,2526,268,2794,2633,0,166358,2677,62.09999847412109,2794,166358,1.7000000476837158
2021,182,부산예술대학교,전문대학,사립,부산,C그룹,9812,0,9812,14099,0,14099,0,0,0,0,0,0,0,0,0,379,87,466,440,0,14099,682,20.700000762939453,466,14099,3.400000095367432
2021,183,부산외국어대학교,대학,사립,부산,B그룹,295704,210182,505886,546196,298876,845072,15,14,111471,6,35,111471,379,19,398,17642,3405,21047,17079,1954,845072,8570,98.5999984741211,21047,845072,2.5999999046325684
2021,184,부산장신대학교,대학,사립,경남,C그룹,40727,5220,45947,61749,6662,68411,3,6,4948,1,10,4948,49,0,49,788,60,848,701,0,68411,417,164.10000610351562,848,68411,1.2999999523162842
2021,185,부천대학교,전문대학,사립,경기,A그룹,179918,21050,200968,284617,25851,310468,11,10,44317,0,21,44317,71,27,98,10978,124,11102,7837,0,310468,7705,40.29999923706055,11102,310468,3.700000047683716
2021,186,삼육대학교,대학,사립,서울,B그룹,228173,72813,300986,360426,132664,493090,10,22,95145,4,36,95145,51,35,86,13067,1272,14339,10692,62,493090,5975,82.5,14339,493090,3.0
2021,187,삼육보건대학교,전문대학,사립,서울,C그룹,49422,1826,51248,62726,2696,65422,1,2,4970,0,3,4970,143,0,143,2529,170,2699,2620,0,65422,1331,49.20000076293945,2699,65422,4.300000190734863
2021,188,상명대학교,대학,사립,서울,A그룹,483193,177655,660848,941588,248098,1189686,27,30,215701,6,63,215701,323,83,406,27053,10691,37744,19981,16225,1189686,13594,87.5,37744,1189686,3.299999952316284
2021,189,상지대학교,대학,사립,강원,B그룹,305982,24985,330967,669894,47086,716980,15,11,60180,6,32,60180,463,1,464,7118,1038,8156,5011,0,716980,8273,86.69999694824219,8156,716980,1.2000000476837158
2021,190,상지영서대학교,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,191,서강대학교,대학,사립,서울,A그룹,414901,469048,883949,680434,593204,1273638,42,53,319985,6,101,319985,234,172,406,31572,2265,33837,31618,24751,1273638,11053,115.1999969482422,33837,1273638,2.700000047683716
2021,192,서경대학교,대학,사립,서울,B그룹,318662,49585,368247,560617,71096,631713,11,7,74741,3,21,74741,300,50,350,28059,818,28877,26610,0,631713,6665,94.8000030517578,28877,631713,4.800000190734863
2021,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,194,서라벌대학교,전문대학,사립,경북,C그룹,31530,4148,35678,108561,16526,125087,1,2,3389,0,3,3389,73,0,73,1091,0,1091,766,0,125087,633,197.6000061035156,1091,125087,0.8999999761581421
2021,195,서영대학교,전문대학,사립,광주,A그룹,83237,3222,86459,106313,3555,109868,1,6,25008,1,8,25008,169,0,169,4516,0,4516,3709,0,109868,5221,21.0,4516,109868,4.300000190734863
2021,196,서울과학기술대학교,대학,국립,서울,A그룹,275226,110562,385788,654964,129238,784202,35,35,73120,4,74,73120,390,21,411,22338,1764,24102,14159,0,784202,12176,64.4000015258789,24102,784202,3.200000047683716
2021,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,1672,244,1916,2597,322,2919,10,7,66776,0,17,66776,0,0,0,41,3,44,7,0,2919,533,5.5,44,2919,1.5
2021,198,서울교육대학교,대학,국립,서울,C그룹,158264,25497,183761,276002,35810,311812,18,12,92267,0,30,92267,200,0,200,4966,1254,6220,5627,18747,311812,2853,109.3000030517578,6220,311812,2.0
2021,199,서울기독대학교,대학,사립,서울,C그룹,32930,12977,45907,40779,15336,56115,9,8,6941,0,17,6941,50,0,50,600,64,664,561,0,56115,704,79.69999694824219,664,56115,1.2000000476837158
2021,200,서울대학교,대학,국립,서울,A그룹,749861,1687720,2437581,2148301,2961641,5109942,90,101,758709,0,191,758709,1333,1897,3230,37050,53650,90700,56367,94310,5109942,27813,183.6999969482422,90700,5109942,1.7999999523162842
2021,201,서울디지털대학교,대학,사립,서울,A그룹,21557,0,21557,73268,0,73268,0,1,20469,0,1,20469,0,0,0,35068,0,35068,7585,0,73268,9880,7.400000095367432,35068,73268,91.8000030517578
2021,202,서울미디어대학원대학교,대학원대학,사립,서울,-,4128,1207,5335,4563,1369,5932,0,1,0,0,1,0,10,0,10,319,59,378,372,0,5932,140,42.400001525878906,378,5932,6.800000190734863
2021,203,서울벤처대학원대학교,대학원대학,사립,서울,-,1077,390,1467,2388,1146,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534,250,14.100000381469728,0,3534,0.0
2021,204,서울불교대학원대학교,대학원대학,사립,서울,-,7979,2413,10392,7979,2413,10392,0,2,0,0,2,0,2,0,2,192,0,192,192,2,10392,181,57.400001525878906,192,10392,1.899999976158142
2021,205,서울사이버대학교,대학,사립,서울,A그룹,2036,10325,12361,7933,50975,58908,0,3,53011,0,3,53011,0,0,0,0,0,0,0,0,58908,12332,4.800000190734863,0,58908,0.0
2021,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,5772,0,5772,5934,0,5934,0,0,0,0,0,0,1,0,1,8,216,224,223,0,5934,171,34.70000076293945,224,5934,3.900000095367432
2021,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,6968,425,7393,8273,440,8713,4,1,0,0,5,0,25,0,25,265,123,388,335,0,8713,125,69.69999694824219,388,8713,4.699999809265137
2021,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,15724,1498,17222,20309,2250,22559,9,7,47154,0,16,47154,53,7,60,307,579,886,733,270,22559,104,216.8999938964844,886,22559,4.099999904632568
2021,209,서울시립대학교,대학,공립,서울,A그룹,442219,169213,611432,837958,286424,1124382,28,58,318357,4,90,318357,451,166,617,25128,1202,26330,18417,0,1124382,11762,95.5999984741211,26330,1124382,2.400000095367432
2021,210,서울신학대학교,대학,사립,경기,C그룹,117442,114581,232023,218956,134582,353538,3,19,54491,2,24,54491,44,2,46,990,1215,2205,1827,0,353538,3032,116.5999984741211,2205,353538,0.6000000238418579
2021,211,서울여자간호대학교,전문대학,사립,서울,C그룹,26717,1435,28152,37114,1782,38896,10,9,49707,0,19,49707,49,3,52,1414,332,1746,1297,0,38896,934,41.59999847412109,1746,38896,4.699999809265137
2021,212,서울여자대학교,대학,사립,서울,B그룹,361915,148856,510771,531764,178779,710543,22,17,321852,3,42,321852,95,49,144,9941,1746,11687,8607,50871,710543,7392,96.0999984741211,11687,710543,1.7000000476837158
2021,213,서울예술대학교,전문대학,사립,경기,B그룹,63749,10511,74260,96750,11424,108174,3,4,76791,4,11,76791,76,34,110,3867,207,4074,3131,0,108174,3101,34.900001525878906,4074,108174,3.900000095367432
2021,214,서울외국어대학원대학교,대학원대학,사립,서울,-,1871,655,2526,2688,710,3398,0,0,0,0,0,0,0,0,0,0,7,7,6,0,3398,195,17.399999618530273,7,3398,0.2000000029802322
2021,215,서울장신대학교,대학,사립,경기,C그룹,65572,7577,73149,86254,40522,126776,5,8,41270,1,14,41270,130,2,132,1788,5,1793,1624,296,126776,804,157.6999969482422,1793,126776,1.399999976158142
2021,216,서울한영대학교,대학,사립,서울,C그룹,48547,32238,80785,84989,48874,133863,6,5,3779,0,11,3779,140,11,151,1147,1131,2278,1976,1,133863,925,144.6999969482422,2278,133863,1.7000000476837158
2021,217,서원대학교,대학,사립,충북,B그룹,338210,80819,419029,615885,114729,730614,12,14,81597,0,26,81597,416,20,436,18309,3674,21983,19751,10104,730614,7028,104.0,21983,730614,3.0999999046325684
2021,218,서일대학교,전문대학,사립,서울,A그룹,113160,15718,128878,175357,16949,192306,7,7,18600,4,18,18600,100,0,100,6360,43,6403,5539,0,192306,6055,31.799999237060547,6403,192306,3.400000095367432
2021,219,서정대학교,전문대학,사립,경기,A그룹,51215,15536,66751,74940,18672,93612,0,1,49130,1,2,49130,48,0,48,2605,3030,5635,5635,0,93612,5412,17.299999237060547,5635,93612,6.400000095367432
2021,220,서해대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2021,222,선린대학교,전문대학,사립,경북,C그룹,53836,2593,56429,83457,3321,86778,2,0,15349,0,2,15349,65,0,65,2651,0,2651,2466,0,86778,2330,37.20000076293945,2651,86778,3.200000047683716
2021,223,선문대학교,대학,사립,충남,B그룹,333395,114952,448347,590746,145505,736251,17,20,84355,6,43,84355,255,45,300,20447,3245,23692,12959,0,736251,9606,76.5999984741211,23692,736251,3.299999952316284
2021,224,선학유피대학원대학교,대학원대학,사립,경기,-,24709,7241,31950,33913,8323,42236,4,5,46363,1,10,46363,20,3,23,402,456,858,669,818,42236,60,703.9000244140625,858,42236,2.0999999046325684
2021,225,성결대학교,대학,사립,경기,B그룹,248373,129630,378003,431341,148334,579675,7,20,127227,6,33,127227,113,61,174,6442,609,7051,5903,0,579675,5802,99.9000015258789,7051,579675,1.2000000476837158
2021,226,성공회대학교,대학,사립,서울,C그룹,129883,82677,212560,166539,101938,268477,16,15,110977,2,33,110977,73,27,100,2733,336,3069,2634,40,268477,2439,110.0999984741211,3069,268477,1.2000000476837158
