YR,ID,SNM,STYP,FND,RGN,USC,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2015,113,대구교육대학교,대학,국립,대구,C그룹,5,1,0,0,5,1,6,0,5,0,5,0,0,0,0,586,119,5,1,0,0,2654,2.200000047683716,5,0,2654,1.899999976158142,586,6,0,97.6999969482422
2015,114,대구대학교,대학,사립,경북,A그룹,13,2,3,8,16,10,26,5,8,0,13,0,3,0,3,209,66,13,2,3,8,21554,1.0,13,3,21554,0.699999988079071,209,15,11,8.0
2015,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1019,0.5,0,0,1019,0.0,0,0,1,0.0
2015,116,대구보건대학교,전문대학,사립,대구,A그룹,3,0,1,1,4,1,5,0,3,0,3,0,1,0,1,154,11,3,0,1,1,6893,0.6000000238418579,3,1,6893,0.6000000238418579,154,3,2,30.799999237060547
2015,117,대구사이버대학교,대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4222,0.2000000029802322,0,0,4222,0.0,0,1,0,0.0
2015,118,대구예술대학교,대학,사립,경북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1476,0.5,0,0,1476,0.0,0,1,0,0.0
2015,119,대구외국어대학교,대학,사립,경북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,26,6,1,0,0,1,345,4.300000190734863,1,0,345,2.900000095367432,26,1,1,13.0
2015,120,대구한의대학교,대학,사립,경북,B그룹,4,2,5,0,9,2,11,0,4,0,4,0,5,0,5,328,28,4,2,5,0,7550,1.2999999523162842,4,5,7550,1.2000000476837158,328,6,5,29.799999237060547
2015,121,대덕대학교,전문대학,사립,대전,C그룹,0,0,2,2,2,2,4,0,0,0,0,0,2,0,2,90,14,0,0,2,2,4357,0.6000000238418579,0,2,4357,0.5,90,0,4,22.5
2015,122,대동대학교,전문대학,사립,부산,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,59,8,1,0,0,1,1694,0.8999999761581421,1,0,1694,0.6000000238418579,59,1,1,29.5
2015,123,대림대학교,전문대학,사립,경기,A그룹,2,0,1,0,3,0,3,0,1,1,2,0,1,0,1,179,19,2,0,1,0,6685,0.4000000059604645,2,1,6685,0.4000000059604645,179,2,1,59.70000076293945
2015,124,대신대학교,대학,사립,경북,C그룹,2,0,0,1,2,1,3,0,1,1,2,0,0,0,0,39,7,2,0,0,1,504,5.0,2,0,504,4.0,39,2,1,13.0
2015,125,대원대학교,전문대학,사립,충북,C그룹,1,0,0,2,1,2,3,0,1,0,1,0,0,0,0,46,2,1,0,0,2,2807,0.699999988079071,1,0,2807,0.4000000059604645,46,1,2,15.300000190734863
2015,126,대전가톨릭대학교,대학,사립,세종,C그룹,2,2,0,0,2,2,4,0,2,0,2,0,0,0,0,162,4,2,2,0,0,122,29.5,2,0,122,16.399999618530273,162,4,0,40.5
2015,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4,0,0,1,4,1,5,2,2,0,4,0,0,0,0,130,10,4,0,0,1,4707,1.0,4,0,4707,0.800000011920929,130,4,1,26.0
2015,128,대전대학교,대학,사립,대전,B그룹,9,0,5,0,14,0,14,0,9,0,9,0,5,0,5,274,71,9,0,5,0,10801,1.2000000476837158,9,5,10801,1.2999999523162842,274,9,5,19.600000381469727
2015,129,대전보건대학교,전문대학,사립,대전,A그룹,2,0,1,0,3,0,3,0,2,0,2,0,1,0,1,99,13,2,0,1,0,5929,0.5,2,1,5929,0.5,99,2,1,33.0
2015,130,대전신학대학교,대학,사립,대전,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,23,1,1,0,0,0,296,3.400000095367432,1,0,296,3.400000095367432,23,1,0,23.0
2015,131,대진대학교,대학,사립,경기,B그룹,6,3,1,1,7,4,11,2,4,0,6,0,1,0,1,615,82,6,3,1,1,8458,1.100000023841858,6,1,8458,0.800000011920929,615,9,2,55.900001525878906
2015,132,대한신학대학원대학교,대학원대학,사립,경기,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,2.700000047683716,0,0,186,0.0,0,0,1,0.0
2015,133,덕성여자대학교,대학,사립,서울,B그룹,6,0,7,1,13,1,14,1,4,1,6,0,7,0,7,447,65,6,0,7,1,6524,1.899999976158142,6,7,6524,2.0,447,6,8,31.899999618530277
2015,134,동강대학교,전문대학,사립,광주,B그룹,1,2,0,0,1,2,3,0,1,0,1,0,0,0,0,63,5,1,2,0,0,3418,0.800000011920929,1,0,3418,0.3000000119209289,63,3,0,21.0
2015,135,동국대학교,대학,사립,서울,A그룹,12,0,8,1,20,1,21,5,7,0,12,0,8,0,8,362,23,12,0,8,1,17699,1.100000023841858,12,8,17699,1.100000023841858,362,12,9,17.200000762939453
2015,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,3,1,8,2,11,3,14,0,3,0,3,0,8,0,8,73,22,3,1,8,2,8977,1.2000000476837158,3,8,8977,1.2000000476837158,73,4,10,5.199999809265137
2015,137,동남보건대학교,전문대학,사립,경기,A그룹,3,1,0,1,3,2,5,2,1,0,3,0,0,0,0,99,12,3,1,0,1,4973,0.8999999761581421,3,0,4973,0.6000000238418579,99,4,1,19.799999237060547
2015,138,동덕여자대학교,대학,사립,서울,B그룹,9,0,9,0,18,0,18,3,6,0,9,0,9,0,9,471,218,9,0,9,0,8324,1.899999976158142,9,9,8324,2.200000047683716,471,9,9,26.200000762939453
2015,139,동명대학교,대학,사립,부산,B그룹,2,3,6,4,8,7,15,1,1,0,2,0,6,0,6,295,16,2,3,6,4,9374,1.2000000476837158,2,6,9374,0.8999999761581421,295,5,10,19.700000762939453
2015,140,동방문화대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,212,4.699999809265137,1,0,212,4.699999809265137,0,1,0,0.0
2015,141,동부산대학교,전문대학,사립,부산,C그룹,1,1,1,1,2,2,4,0,1,0,1,0,0,1,1,124,2,1,1,1,1,2635,1.2000000476837158,1,1,2635,0.800000011920929,124,2,2,31.0
2015,142,동서대학교,대학,사립,부산,B그룹,9,1,2,2,11,3,14,1,6,2,9,0,2,0,2,517,57,9,1,2,2,11659,1.100000023841858,9,2,11659,0.8999999761581421,517,10,4,36.900001525878906
2015,143,동서울대학교,전문대학,사립,경기,A그룹,2,1,1,0,3,1,4,0,2,0,2,0,0,1,1,36,1,2,1,1,0,6009,0.6000000238418579,2,1,6009,0.5,36,3,1,9.0
2015,144,동신대학교,대학,사립,전남,B그룹,1,1,2,8,3,9,12,1,0,0,1,0,2,0,2,187,11,1,1,2,8,7783,1.0,1,2,7783,0.4000000059604645,187,2,10,15.600000381469728
2015,145,동아대학교,대학,사립,부산,A그룹,23,1,8,1,31,2,33,11,11,1,23,0,8,0,8,852,213,23,1,8,1,22716,1.399999976158142,23,8,22716,1.399999976158142,852,24,9,25.799999237060547
2015,146,동아방송예술대학교,전문대학,사립,경기,B그룹,1,0,2,0,3,0,3,0,1,0,1,0,2,0,2,66,8,1,0,2,0,3107,0.800000011920929,1,2,3107,1.0,66,1,2,22.0
2015,147,동아보건대학교,전문대학,사립,전남,C그룹,1,1,1,0,2,1,3,0,1,0,1,0,1,0,1,4,2,1,1,1,0,2013,1.2999999523162842,1,1,2013,1.0,4,2,1,1.2999999523162842
2015,148,동양대학교,대학,사립,경북,C그룹,1,3,1,2,2,5,7,0,1,0,1,0,1,0,1,32,3,1,3,1,2,4748,1.100000023841858,1,1,4748,0.4000000059604645,32,4,3,4.599999904632568
2015,149,동양미래대학교,전문대학,사립,서울,A그룹,3,1,0,0,3,1,4,0,1,2,3,0,0,0,0,84,14,3,1,0,0,6348,0.6000000238418579,3,0,6348,0.5,84,4,0,21.0
2015,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,151,동원과학기술대학교,전문대학,사립,경남,B그룹,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,7,1,0,0,1,0,2158,0.4000000059604645,0,1,2158,0.5,7,0,1,7.0
2015,152,동원대학교,전문대학,사립,경기,B그룹,1,0,1,0,2,0,2,0,1,0,1,0,0,1,1,80,2,1,0,1,0,3838,0.5,1,1,3838,0.5,80,1,1,40.0
2015,153,동의과학대학교,전문대학,사립,부산,B그룹,3,0,0,0,3,0,3,1,2,0,3,0,0,0,0,90,78,3,0,0,0,5790,0.5,3,0,5790,0.5,90,3,0,30.0
2015,154,동의대학교,대학,사립,부산,A그룹,17,1,3,0,20,1,21,3,13,1,17,0,3,0,3,663,95,17,1,3,0,16781,1.2000000476837158,17,3,16781,1.2000000476837158,663,18,3,31.600000381469727
2015,155,두원공과대학교,전문대학,사립,경기,B그룹,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,11,1,1,0,1,0,6133,0.3000000119209289,1,1,6133,0.3000000119209289,11,1,1,5.5
2015,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705,0.0,0,0,3705,0.0,0,0,0,0.0
2015,157,루터대학교,대학,사립,경기,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,14,1,1,0,0,1,466,3.200000047683716,1,0,466,2.0999999046325684,14,1,1,7.0
2015,158,마산대학교,전문대학,사립,경남,A그룹,2,0,0,2,2,2,4,0,2,0,2,0,0,0,0,60,11,2,0,0,2,6170,0.5,2,0,6170,0.3000000119209289,60,2,2,15.0
2015,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,160,명지대학교,대학,사립,서울,A그룹,14,1,3,2,17,3,20,5,6,3,14,0,3,0,3,425,47,14,1,3,2,16826,1.100000023841858,14,3,16826,1.0,425,15,5,21.299999237060547
2015,161,명지전문대학,전문대학,사립,서울,A그룹,1,1,1,0,2,1,3,0,1,0,1,0,1,0,1,188,6,1,1,1,0,7027,0.4000000059604645,1,1,7027,0.3000000119209289,188,2,1,62.70000076293945
2015,162,목원대학교,대학,사립,대전,B그룹,4,0,6,2,10,2,12,1,3,0,4,0,6,0,6,227,61,4,0,6,2,9575,1.0,4,6,9575,1.0,227,4,8,18.899999618530277
2015,163,목포가톨릭대학교,대학,사립,전남,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,10,2,1,0,0,0,547,1.7999999523162842,1,0,547,1.7999999523162842,10,1,0,10.0
2015,164,목포과학대학교,전문대학,사립,전남,B그룹,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,65,1,1,1,0,0,2859,0.6000000238418579,1,0,2859,0.3000000119209289,65,2,0,32.5
2015,165,문경대학교,전문대학,사립,경북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,44,7,1,0,0,1,878,1.7000000476837158,1,0,878,1.100000023841858,44,1,1,22.0
2015,166,배재대학교,대학,사립,대전,B그룹,8,0,2,1,10,1,11,4,4,0,8,0,2,0,2,241,70,8,0,2,1,10260,1.0,8,2,10260,1.0,241,8,3,21.899999618530277
2015,167,배화여자대학교,전문대학,사립,서울,B그룹,3,0,0,0,3,0,3,0,3,0,3,0,0,0,0,37,3,3,0,0,0,3059,1.0,3,0,3059,1.0,37,3,0,12.300000190734863
2015,168,백석대학교,대학,사립,충남,A그룹,4,3,9,5,13,8,21,0,3,1,4,0,9,0,9,221,47,4,3,9,5,15310,1.100000023841858,4,9,15310,0.800000011920929,221,7,14,10.5
2015,169,백석문화대학교,전문대학,사립,충남,A그룹,4,0,1,0,5,0,5,1,2,1,4,0,1,0,1,72,17,4,0,1,0,6218,0.800000011920929,4,1,6218,0.800000011920929,72,4,1,14.399999618530272
2015,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,171,백제예술대학교,전문대학,사립,전북,C그룹,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,22,2,1,0,0,0,1842,0.5,1,0,1842,0.5,22,1,0,22.0
2015,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,2,0,0,0,2,0,2,0,1,1,2,0,0,0,0,0,0,2,0,0,0,88,22.700000762939453,2,0,88,22.700000762939453,0,2,0,0.0
2015,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,174,부산가톨릭대학교,대학,사립,부산,C그룹,3,1,0,2,3,3,6,0,3,0,3,0,0,0,0,249,35,3,1,0,2,4272,1.100000023841858,3,0,4272,0.699999988079071,249,4,2,41.5
2015,175,부산경상대학교,전문대학,사립,부산,B그룹,1,0,0,2,1,2,3,0,0,1,1,0,0,0,0,15,5,1,0,0,2,3216,0.6000000238418579,1,0,3216,0.3000000119209289,15,1,2,5.0
2015,176,부산과학기술대학교,전문대학,사립,부산,B그룹,1,2,1,0,2,2,4,0,1,0,1,0,1,0,1,83,13,1,2,1,0,4506,0.800000011920929,1,1,4506,0.4000000059604645,83,3,1,20.799999237060547
2015,177,부산교육대학교,대학,국립,부산,C그룹,5,2,1,0,6,2,8,1,4,0,5,0,1,0,1,465,17,5,2,1,0,2592,2.900000095367432,5,1,2592,2.299999952316284,465,7,1,58.09999847412109
2015,178,부산대학교,대학,국립,부산,A그룹,45,0,3,3,48,3,51,17,28,0,45,0,3,0,3,4299,661,45,0,3,3,30456,1.600000023841858,45,3,30456,1.600000023841858,4299,45,6,84.30000305175781
2015,179,부산디지털대학교,대학,사립,부산,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2539,0.3000000119209289,0,0,2539,0.0,0,1,0,0.0
2015,180,부산보건대학교,전문대학,사립,부산,B그룹,1,0,1,1,2,1,3,1,0,0,1,0,1,0,1,131,23,1,0,1,1,3563,0.6000000238418579,1,1,3563,0.6000000238418579,131,1,2,43.70000076293945
2015,181,부산여자대학교,전문대학,사립,부산,C그룹,3,0,3,1,6,1,7,3,0,0,3,0,0,3,3,18,0,3,0,3,1,2948,2.0,3,3,2948,2.0,18,3,4,2.5999999046325684
2015,182,부산예술대학교,전문대학,사립,부산,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,852,0.6000000238418579,0,0,852,0.0,0,0,1,0.0
2015,183,부산외국어대학교,대학,사립,부산,B그룹,6,0,4,1,10,1,11,0,6,0,6,0,4,0,4,235,76,6,0,4,1,9653,1.0,6,4,9653,1.0,235,6,5,21.399999618530277
2015,184,부산장신대학교,대학,사립,경남,C그룹,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,70,9,1,0,0,0,509,2.0,1,0,509,2.0,70,1,0,70.0
2015,185,부천대학교,전문대학,사립,경기,A그룹,1,0,0,2,1,2,3,0,1,0,1,0,0,0,0,99,2,1,0,0,2,7736,0.3000000119209289,1,0,7736,0.1000000014901161,99,1,2,33.0
2015,186,삼육대학교,대학,사립,서울,B그룹,3,6,0,2,3,8,11,2,1,0,3,0,0,0,0,163,23,3,6,0,2,6099,1.399999976158142,3,0,6099,0.5,163,9,2,14.800000190734863
2015,187,삼육보건대학교,전문대학,사립,서울,C그룹,1,0,1,1,2,1,3,0,1,0,1,0,1,0,1,36,10,1,0,1,1,1289,1.7999999523162842,1,1,1289,1.600000023841858,36,1,2,12.0
2015,188,상명대학교,대학,사립,서울,A그룹,9,4,6,10,15,14,29,5,4,0,9,0,6,0,6,805,68,9,4,6,10,14994,1.5,9,6,14994,1.0,805,13,16,27.799999237060547
2015,189,상지대학교,대학,사립,강원,B그룹,5,0,7,1,12,1,13,1,3,1,5,0,5,2,7,170,27,5,0,7,1,8239,1.2999999523162842,5,7,8239,1.5,170,5,8,13.100000381469728
2015,190,상지영서대학교,전문대학,사립,강원,B그룹,1,0,0,2,1,2,3,0,1,0,1,0,0,0,0,24,2,1,0,0,2,3002,0.699999988079071,1,0,3002,0.3000000119209289,24,1,2,8.0
2015,191,서강대학교,대학,사립,서울,A그룹,19,1,5,5,24,6,30,14,5,0,19,0,5,0,5,1101,246,19,1,5,5,11414,2.299999952316284,19,5,11414,2.0999999046325684,1101,20,10,36.70000076293945
2015,192,서경대학교,대학,사립,서울,B그룹,2,5,2,4,4,9,13,0,2,0,2,0,2,0,2,106,17,2,5,2,4,7202,1.2999999523162842,2,2,7202,0.6000000238418579,106,7,6,8.199999809265137
2015,193,서남대학교,대학,사립,전북,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1767,0.5,0,0,1767,0.0,0,1,0,0.0
2015,194,서라벌대학교,전문대학,사립,경북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,32,1,1,0,0,0,984,1.0,1,0,984,1.0,32,1,0,32.0
2015,195,서영대학교,전문대학,사립,광주,A그룹,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,14,1,0,2,0,0,5053,0.3000000119209289,0,0,5053,0.0,14,2,0,7.0
2015,196,서울과학기술대학교,대학,국립,서울,A그룹,8,5,0,0,8,5,13,0,6,2,8,0,0,0,0,1067,222,8,5,0,0,12471,1.0,8,0,12471,0.6000000238418579,1067,13,0,82.0999984741211
2015,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,341,2.299999952316284,0,0,341,0.0,0,1,0,0.0
2015,198,서울교육대학교,대학,국립,서울,C그룹,6,0,0,0,6,0,6,2,4,0,6,0,0,0,0,559,15,6,0,0,0,2980,2.0,6,0,2980,2.0,559,6,0,93.1999969482422
2015,199,서울기독대학교,대학,사립,서울,C그룹,1,0,0,1,1,1,2,1,0,0,1,0,0,0,0,4,1,1,0,0,1,881,1.7000000476837158,1,0,881,1.100000023841858,4,1,1,2.0
2015,200,서울대학교,대학,국립,서울,A그룹,84,4,7,0,91,4,95,29,44,11,84,0,7,0,7,5074,273,84,4,7,0,28490,3.299999952316284,84,7,28490,3.200000047683716,5074,88,7,53.400001525878906
2015,201,서울디지털대학교,대학,사립,서울,A그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10475,0.0,0,0,10475,0.0,0,0,1,0.0
2015,202,서울미디어대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,9.100000381469728,0,0,88,0.0,0,1,0,0.0
2015,203,서울벤처대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0.0,0,0,243,0.0,0,0,0,0.0
2015,204,서울불교대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,164,4.900000095367432,0,0,164,0.0,0,1,0,0.0
2015,205,서울사이버대학교,대학,사립,서울,A그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11380,0.0,0,0,11380,0.0,0,0,1,0.0
2015,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,4,1,0,0,0,2,83,12.0,0,0,83,0.0,4,0,2,2.0
2015,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,24,13,1,0,0,0,109,9.199999809265137,1,0,109,9.199999809265137,24,1,0,24.0
2015,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,50,6,1,0,0,0,64,15.600000381469728,1,0,64,15.600000381469728,50,1,0,50.0
2015,209,서울시립대학교,대학,공립,서울,A그룹,22,1,5,3,27,4,31,4,15,3,22,0,3,2,5,1826,262,22,1,5,3,12195,2.299999952316284,22,5,12195,2.200000047683716,1826,23,8,58.900001525878906
2015,210,서울신학대학교,대학,사립,경기,C그룹,2,2,0,2,2,4,6,1,1,0,2,0,0,0,0,251,42,2,2,0,2,3230,1.399999976158142,2,0,3230,0.6000000238418579,251,4,2,41.79999923706055
2015,211,서울여자간호대학교,전문대학,사립,서울,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,50,2,1,0,0,0,976,1.0,1,0,976,1.0,50,1,0,50.0
2015,212,서울여자대학교,대학,사립,서울,B그룹,5,1,9,1,14,2,16,3,2,0,5,0,9,0,9,491,62,5,1,9,1,8236,1.600000023841858,5,9,8236,1.7000000476837158,491,6,10,30.700000762939453
2015,213,서울예술대학교,전문대학,사립,경기,B그룹,1,1,1,0,2,1,3,1,0,0,1,0,1,0,1,79,12,1,1,1,0,3063,0.800000011920929,1,1,3063,0.699999988079071,79,2,1,26.299999237060547
2015,214,서울외국어대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0.0,0,0,147,0.0,0,0,0,0.0
2015,215,서울장신대학교,대학,사립,경기,C그룹,1,1,1,0,2,1,3,0,1,0,1,0,0,1,1,29,2,1,1,1,0,874,3.0,1,1,874,2.299999952316284,29,2,1,9.699999809265137
2015,216,서울한영대학교,대학,사립,서울,C그룹,2,1,0,1,2,2,4,0,2,0,2,0,0,0,0,99,3,2,1,0,1,1101,3.0,2,0,1101,1.7999999523162842,99,3,1,24.799999237060547
2015,217,서원대학교,대학,사립,충북,B그룹,4,2,2,3,6,5,11,2,2,0,4,0,2,0,2,268,41,4,2,2,3,7474,1.2000000476837158,4,2,7474,0.800000011920929,268,6,5,24.399999618530277
2015,218,서일대학교,전문대학,사립,서울,A그룹,3,0,0,0,3,0,3,0,2,1,3,0,0,0,0,156,12,3,0,0,0,6422,0.5,3,0,6422,0.5,156,3,0,52.0
2015,219,서정대학교,전문대학,사립,경기,A그룹,0,0,2,1,2,1,3,0,0,0,0,0,1,1,2,40,1,0,0,2,1,4809,0.4000000059604645,0,2,4809,0.4000000059604645,40,0,3,13.300000190734863
2015,220,서해대학,전문대학,사립,전북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,38,2,1,0,0,0,1428,0.699999988079071,1,0,1428,0.699999988079071,38,1,0,38.0
2015,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,222,선린대학교,전문대학,사립,경북,C그룹,2,0,1,0,3,0,3,0,1,1,2,0,0,1,1,15,1,2,0,1,0,2757,1.0,2,1,2757,1.100000023841858,15,2,1,5.0
2015,223,선문대학교,대학,사립,충남,B그룹,3,1,2,7,5,8,13,0,3,0,3,0,2,0,2,918,224,3,1,2,7,10574,0.800000011920929,3,2,10574,0.5,918,4,9,70.5999984741211
2015,224,선학유피대학원대학교,대학원대학,사립,경기,-,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,25,3,1,0,0,1,70,21.399999618530277,1,0,70,14.300000190734863,25,1,1,12.5
2015,225,성결대학교,대학,사립,경기,B그룹,4,0,1,3,5,3,8,1,3,0,4,0,1,0,1,78,4,4,0,1,3,6307,1.0,4,1,6307,0.800000011920929,78,4,4,9.800000190734863
2015,226,성공회대학교,대학,사립,서울,C그룹,5,0,0,0,5,0,5,1,4,0,5,0,0,0,0,212,42,5,0,0,0,2656,1.899999976158142,5,0,2656,1.899999976158142,212,5,0,42.400001525878906
2015,227,성균관대학교,대학,사립,서울,A그룹,22,3,29,6,51,9,60,9,11,2,22,0,13,16,29,1573,140,22,3,29,6,27034,1.899999976158142,22,29,27034,1.899999976158142,1573,25,35,26.200000762939453
